-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
BIHAR,ROHTAS,NASHRIGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,NAWHATTA,101,6,95,0,101
BIHAR,ROHTAS,NOKHA,2,0,100,0,100
BIHAR,ROHTAS,RAJPUR,NA,NA,NA,NA,NA
BIHAR,ROHTAS,ROHTAS,45,3,103,0,106
BIHAR,ROHTAS,SANJHANLI,1,0,115,0,115
BIHAR,ROHTAS,SASARAM,162,4,131,1,136
BIHAR,ROHTAS,SHEOSAGAR,184,1,107,0,108
BIHAR,ROHTAS,SURJPURA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,TELAUTHU,NA,NA,NA,NA,NA
BIHAR,SAHARSA,BANMA ITAHARI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,KAHRA,3,0,333,0,333
BIHAR,SAHARSA,MAHISHI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,NAUHATTA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,PATARGHAT,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SALAKHUA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SATTAR KATAIYA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SAUR BAZAR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SONBARSA,NA,NA,NA,NA,NA
BIHAR,SAHEBGANJ,BARHAIT,474,0,26,0,26
BIHAR,SAHEBGANJ,BARHARWA,194,0,434,279,713
BIHAR,SAHEBGANJ,BORIO,416,0,93,0,93
BIHAR,SAHEBGANJ,MANDRO,39,0,236,0,236
BIHAR,SAHEBGANJ,PATHNA,460,0,43,0,43
BIHAR,SAHEBGANJ,RAJMAHAL,439,1,27,0,28
BIHAR,SAHEBGANJ,SAHEBGANJ,7,0,14,0,14
BIHAR,SAHEBGANJ,TALJHARI,354,1,81,0,82
BIHAR,SAHEBGANJ,UDHUWA,234,0,3,1,4
BIHAR,SAMASTIPUR,BIBHUTIPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,BITHAN,1,0,0,0,0
BIHAR,SAMASTIPUR,DALSINGHSARAI,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,HASANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KALYANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KHANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MORWA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,PATORI,1,0,0,1,1
BIHAR,SAMASTIPUR,PUSA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,ROSERA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SAMASTIPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SARAIRANJAN,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SHIWAJINAGAR,5,10,430,800,1240
BIHAR,SAMASTIPUR,SINGHIYA,1,0,50,0,50
BIHAR,SAMASTIPUR,TAJPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,UJIARPUR,1,0,500,0,500
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,WARISNAGAR,NA,NA,NA,NA,NA
BIHAR,SARAN,AMNOUR,NA,NA,NA,NA,NA
BIHAR,SARAN,BANIAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,CHAPRA,NA,NA,NA,NA,NA
BIHAR,SARAN,DARIYAPUR,2,0,150,0,150
BIHAR,SARAN,DIGHWARA,NA,NA,NA,NA,NA
BIHAR,SARAN,EKMA,33,0,1245,0,1245
BIHAR,SARAN,GARKHA,NA,NA,NA,NA,NA
BIHAR,SARAN,ISUAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,JALALPUR,23,0,24,0,24
BIHAR,SARAN,LAHLADPUR JANTA BAZA,NA,NA,NA,NA,NA
BIHAR,SARAN,MAKER,NA,NA,NA,NA,NA
BIHAR,SARAN,MANJHI,NA,NA,NA,NA,NA
BIHAR,SARAN,MARHAURA,NA,NA,NA,NA,NA
BIHAR,SARAN,MASARAKH,NA,NA,NA,NA,NA
BIHAR,SARAN,NAGRA,NA,NA,NA,NA,NA
BIHAR,SARAN,PANAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,PARSA,NA,NA,NA,NA,NA
BIHAR,SARAN,RIVILGANJ,NA,NA,NA,NA,NA
BIHAR,SARAN,SONEPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,TARAIYA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,ARIARI,162,0,1394,0,1394
BIHAR,SHEIKHPURA,BARBIGHA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,CHEBARA,144,0,1991,0,1991
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,8,0,2000,0,2000
BIHAR,SHEIKHPURA,SHEIKHPURA,118,0,984,0,984
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,23,0,464,0,464
BIHAR,SHEOHAR,DUMARI KATSARI,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,PIPRAHI,9,11,176,8,195
BIHAR,SHEOHAR,PURNAHIA,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,SHEOHAR,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,TARIYANI,3,113,163,758,1034
BIHAR,SINGHBHUM EAST,BAHARAGORA,65,15,121,34,170
BIHAR,SINGHBHUM EAST,CHAKULIA,137,0,40,0,40
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,273,1,41,0,42
BIHAR,SINGHBHUM EAST,DUMARIA,68,0,83,0,83
BIHAR,SINGHBHUM EAST,GHATSHILA,218,2,48,6,56
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,68,0,114,0,114
BIHAR,SINGHBHUM EAST,MUSABANI,149,1,12,0,13
BIHAR,SINGHBHUM EAST,PATAMDA,139,0,600,17,617
BIHAR,SINGHBHUM EAST,POTKA,424,0,44,1,45
BIHAR,SINGHBHUM WEST,BANDGAON,75,0,79,0,79
BIHAR,SINGHBHUM WEST,CHAIBASA,300,0,28,0,28
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,99,0,189,0,189
BIHAR,SINGHBHUM WEST,CHANDIL,98,5,66,0,71
BIHAR,SINGHBHUM WEST,GELKERA,64,0,21,0,21
BIHAR,SINGHBHUM WEST,GUNHARIA,172,0,140,0,140
BIHAR,SINGHBHUM WEST,ICHAGANHI,448,1,108,0,109
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,431,0,42,1,43
BIHAR,SINGHBHUM WEST,JHINIKPANI,119,0,5,0,5
BIHAR,SINGHBHUM WEST,KHANSOWAN,327,0,150,0,150
BIHAR,SINGHBHUM WEST,KHUNTPANI,227,0,60,0,60
BIHAR,SINGHBHUM WEST,KUCHAI,196,0,95,0,95
BIHAR,SINGHBHUM WEST,KUMARDUNGI,384,0,30,0,30
BIHAR,SINGHBHUM WEST,MAJHGAON,112,0,51,0,51
BIHAR,SINGHBHUM WEST,MANJHARI,126,0,0,0,0
BIHAR,SINGHBHUM WEST,MANOHARPUR,343,0,51,1,52
BIHAR,SINGHBHUM WEST,NIMDIH,39,0,170,0,170
BIHAR,SINGHBHUM WEST,NOAMUNDI,139,0,5,0,5
BIHAR,SINGHBHUM WEST,RAJNAGAR,211,0,56,0,56
BIHAR,SINGHBHUM WEST,SARAIKELA,240,0,17,5,22
BIHAR,SINGHBHUM WEST,SONUA,17,0,320,0,320
BIHAR,SINGHBHUM WEST,TANTNAGAR,66,0,203,0,203
BIHAR,SINGHBHUM WEST,TONTO,133,0,28,0,28
BIHAR,SITAMARHI,BAIRBANJYA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BAJAPATTI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BATHNAHA,10,0,2115,0,2115
BIHAR,SITAMARHI,BELSAND,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BOKHARA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,CHURAUT,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,DUMRA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,MEJARGANJ,1,0,75,0,75
BIHAR,SITAMARHI,NANPUR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARIHAR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARSAUNI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PUPARI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RIGA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RUNISAIDPUR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SONBARSA,14,0,2453,0,2453
BIHAR,SITAMARHI,SUPPI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SURSAND,2,0,2000,0,2000
BIHAR,SIWAN,ANDAR,NA,NA,NA,NA,NA
BIHAR,SIWAN,BARHARIA,3,0,509,0,509
BIHAR,SIWAN,BASANTPUR,NA,NA,NA,NA,NA
BIHAR,SIWAN,BHAGWANPUR GHAT,NA,NA,NA,NA,NA
BIHAR,SIWAN,DARAULI,1,0,100,0,100
BIHAR,SIWAN,DARAUNDHA,NA,NA,NA,NA,NA
BIHAR,SIWAN,GORAIKOTHI,1,0,0,1760,1760
BIHAR,SIWAN,GUTHANI,NA,NA,NA,NA,NA
BIHAR,SIWAN,HUSSAINGANJ,3,167,667,33,867
BIHAR,SIWAN,LAKRI NABIGANJ,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAHRAJGANJ,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAIRWA,NA,NA,NA,NA,NA
BIHAR,SIWAN,PACHRUKHI,NA,NA,NA,NA,NA
BIHAR,SIWAN,RAGHUNATHPUR,NA,NA,NA,NA,NA
BIHAR,SIWAN,SISWAN,NA,NA,NA,NA,NA
BIHAR,SIWAN,SIWAN,NA,NA,NA,NA,NA
BIHAR,SUPAUL,BASANTPUR,2,0,2000,0,2000
BIHAR,SUPAUL,CHHATAPUR,NA,NA,NA,NA,NA
BIHAR,SUPAUL,KISHANPUR,NA,NA,NA,NA,NA
BIHAR,SUPAUL,MARAUNA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,NIRMALI,NA,NA,NA,NA,NA
BIHAR,SUPAUL,PIPRA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,PRATAPGANJ,NA,NA,NA,NA,NA
BIHAR,SUPAUL,RAGHOPUR,NA,NA,NA,NA,NA
BIHAR,SUPAUL,SARAIGARH,NA,NA,NA,NA,NA
BIHAR,SUPAUL,SUPAUL,NA,NA,NA,NA,NA
BIHAR,SUPAUL,TRIBANIGANJ,NA,NA,NA,NA,NA
BIHAR,VAISHALI,BHAGWANPUR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,BIDUPUR,4,20,48,0,68
BIHAR,VAISHALI,CHEHRALALA,NA,NA,NA,NA,NA
BIHAR,VAISHALI,GORAUL,NA,NA,NA,NA,NA
BIHAR,VAISHALI,HAJIPUR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,JANDAHA,NA,NA,NA,NA,NA
BIHAR,VAISHALI,LALGANJ,NA,NA,NA,NA,NA
BIHAR,VAISHALI,MAHNAR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,MAHUA,NA,NA,NA,NA,NA
BIHAR,VAISHALI,PATEHRIBELSAR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,PATEPUR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,PREMRAJ,NA,NA,NA,NA,NA
BIHAR,VAISHALI,RAGHOPUR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,RAJAPAKAR,NA,NA,NA,NA,NA
BIHAR,VAISHALI,SAHDAI BUZURG,1,0,200,0,200
BIHAR,VAISHALI,VAISHALI,2,0,308,0,308
GOA,NORTH GOA,BARDEZ,680,0,52,0,52
GOA,NORTH GOA,BICHOLIM,209,163,410,163,736
GOA,NORTH GOA,PERNEM,169,41,321,1,363
GOA,NORTH GOA,PONDA,1043,60,197,6,263
GOA,NORTH GOA,SATARI,179,3,176,10,189
GOA,NORTH GOA,TISWADI,162,93,475,68,636
GOA,SOUTH GOA,CANACONA,289,1,139,0,140
GOA,SOUTH GOA,MORMUGAO,13,0,622,0,622
GOA,SOUTH GOA,QUEPEM,88,3,206,4,213
GOA,SOUTH GOA,SALCETE,103,21,401,16,438
GOA,SOUTH GOA,SANGUEM,241,44,228,18,290
GUJARAT,,,NA,NA,NA,NA,NA
HARYANA,AMBALA,AMBALA,398,0,153,1,154
HARYANA,AMBALA,BARARA,NA,NA,NA,NA,NA
HARYANA,AMBALA,BARWALA,NA,NA,NA,NA,NA
HARYANA,AMBALA,NARAINGARH,1,0,800,0,800
HARYANA,AMBALA,RAIPUR RANI,NA,NA,NA,NA,NA
HARYANA,BHIWANI,BADHRA,NA,NA,NA,NA,NA
HARYANA,BHIWANI,BAWANI KHERA,NA,NA,NA,NA,NA
HARYANA,BHIWANI,BHIWANI KHERA,60,11,1,0,12
HARYANA,BHIWANI,DADRI,NA,NA,NA,NA,NA
HARYANA,BHIWANI,DADRI-II,NA,NA,NA,NA,NA
HARYANA,BHIWANI,LOHARU,NA,NA,NA,NA,NA
HARYANA,BHIWANI,TOSHAM,NA,NA,NA,NA,NA
HARYANA,FARIDABAD,BALLABHGARH,1,0,0,0,0
HARYANA,FARIDABAD,FARIDABAD,NA,NA,NA,NA,NA
HARYANA,FARIDABAD,HATHIN,NA,NA,NA,NA,NA
HARYANA,FARIDABAD,HODAL,NA,NA,NA,NA,NA
HARYANA,FARIDABAD,PALWAL,NA,NA,NA,NA,NA
HARYANA,GURGAON,FARUKH NAGAR,NA,NA,NA,NA,NA
HARYANA,GURGAON,FEROZEPUR JHARIKA,16,0,206,0,206
HARYANA,GURGAON,GURGAON,NA,NA,NA,NA,NA
HARYANA,GURGAON,NAGINA,NA,NA,NA,NA,NA
HARYANA,GURGAON,NUH,NA,NA,NA,NA,NA
HARYANA,GURGAON,PATAUDI,NA,NA,NA,NA,NA
HARYANA,GURGAON,PUNHANA,NA,NA,NA,NA,NA
HARYANA,GURGAON,SOHNA,NA,NA,NA,NA,NA
HARYANA,GURGAON,THORU,NA,NA,NA,NA,NA
HARYANA,HISAR,ADAMPUR,NA,NA,NA,NA,NA
HARYANA,HISAR,FATEHABAD,NA,NA,NA,NA,NA
HARYANA,HISAR,HANSI I,NA,NA,NA,NA,NA
HARYANA,HISAR,HISAR I,NA,NA,NA,NA,NA
HARYANA,HISAR,NARNAUND,NA,NA,NA,NA,NA
HARYANA,HISAR,RATIA,NA,NA,NA,NA,NA
HARYANA,HISAR,SIWANI,NA,NA,NA,NA,NA
HARYANA,HISAR,TOHANA,NA,NA,NA,NA,NA
HARYANA,JIND,ALEWA,NA,NA,NA,NA,NA
HARYANA,JIND,JIND,NA,NA,NA,NA,NA
HARYANA,JIND,JULANA,NA,NA,NA,NA,NA
HARYANA,JIND,NARWANA,NA,NA,NA,NA,NA
HARYANA,JIND,PILLUKHERA,NA,NA,NA,NA,NA
HARYANA,JIND,SAFIDON,NA,NA,NA,NA,NA
HARYANA,JIND,UCHANA,NA,NA,NA,NA,NA
HARYANA,KAITHAL,GUHALA,NA,NA,NA,NA,NA
HARYANA,KAITHAL,KAITHAL,NA,NA,NA,NA,NA
HARYANA,KARNAL,ASANDH,NA,NA,NA,NA,NA
HARYANA,KARNAL,GHARAUNDA,NA,NA,NA,NA,NA
HARYANA,KARNAL,INDRI,NA,NA,NA,NA,NA
HARYANA,KARNAL,KARNAL,NA,NA,NA,NA,NA
HARYANA,KARNAL,NILOKHERI,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,BABAIN,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,LADWA,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,PEHOWA,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,SHAHBAD,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,THANESAR,24,0,175,0,175
HARYANA,MEHANDERGARH,ARELI,NA,NA,NA,NA,NA
HARYANA,MEHANDERGARH,MAHENDERGARH,NA,NA,NA,NA,NA
HARYANA,MEHANDERGARH,NANGAL CHAUDHARY,NA,NA,NA,NA,NA
HARYANA,MEHANDERGARH,NARNAUL,NA,NA,NA,NA,NA
HARYANA,PANCHKULA,KALKA,2,35,100,0,135
HARYANA,PANCHKULA,PANCHKULA,8,113,165,0,278
HARYANA,PANIPAT,BAPAULI,NA,NA,NA,NA,NA
HARYANA,PANIPAT,ISRANA,NA,NA,NA,NA,NA
HARYANA,PANIPAT,MADLAUDA,NA,NA,NA,NA,NA
HARYANA,PANIPAT,PANIPAT,NA,NA,NA,NA,NA
HARYANA,PANIPAT,SMALKHA,NA,NA,NA,NA,NA
HARYANA,RIWARI,BAWAL,NA,NA,NA,NA,NA
HARYANA,RIWARI,NAHAR,NA,NA,NA,NA,NA
HARYANA,RIWARI,RIWARI,NA,NA,NA,NA,NA
HARYANA,ROHTAK,BAHADURGARH,NA,NA,NA,NA,NA
HARYANA,ROHTAK,BERI,NA,NA,NA,NA,NA
HARYANA,ROHTAK,JHAJJAR,NA,NA,NA,NA,NA
HARYANA,ROHTAK,KALANAUR,NA,NA,NA,NA,NA
HARYANA,ROHTAK,LAKHAN MAJRA,NA,NA,NA,NA,NA
HARYANA,ROHTAK,MATANHAIL,NA,NA,NA,NA,NA
HARYANA,ROHTAK,MEHAM,NA,NA,NA,NA,NA
HARYANA,ROHTAK,ROHTAK,NA,NA,NA,NA,NA
HARYANA,ROHTAK,SAHLAWAS,NA,NA,NA,NA,NA
HARYANA,ROHTAK,SAMPLA,NA,NA,NA,NA,NA
HARYANA,SIRSA,BARAGUDHA,NA,NA,NA,NA,NA
HARYANA,SIRSA,DABWALI,NA,NA,NA,NA,NA
HARYANA,SIRSA,ELLENABAD,NA,NA,NA,NA,NA
HARYANA,SIRSA,NATHUSARI CHOPTA,NA,NA,NA,NA,NA
HARYANA,SIRSA,ODHAN,NA,NA,NA,NA,NA
HARYANA,SIRSA,RANIA,NA,NA,NA,NA,NA
HARYANA,SIRSA,SIRSA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,GANAUR,NA,NA,NA,NA,NA
HARYANA,SONIPAT,GOHANA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,KATHURA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,KHARKHODA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,MUNDLANA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,RIE,NA,NA,NA,NA,NA
HARYANA,SONIPAT,SONIPAT,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,AMBALA,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,BILASPUR,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,CHHACHHROLI,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,JAGADARI,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,RADOUR,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,SADORA,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,479,92,267,1,360
HIMACHAL PRADESH,Bilaspur,Ghumarwin,178,41,350,4,395
HIMACHAL PRADESH,Bilaspur,Jhanduta,54,5,235,0,240
HIMACHAL PRADESH,Bilaspur,Naina Devi,89,139,519,0,658
HIMACHAL PRADESH,Chamba,Bhalai,39,162,182,59,403
HIMACHAL PRADESH,Chamba,Bhattiyat,289,107,264,10,381
HIMACHAL PRADESH,Chamba,Brahmaur,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Chamba,Chamba,130,150,540,6,696
HIMACHAL PRADESH,Chamba,Chaurah,18,78,151,8,237
HIMACHAL PRADESH,Chamba,Holi,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Chamba,Pangi,48,0,1817,0,1817
HIMACHAL PRADESH,Chamba,Saluni,43,254,78,9,341
HIMACHAL PRADESH,Chamba,Sihunta,55,878,1241,0,2119
HIMACHAL PRADESH,Hamirpur,Barsar,29,667,2567,19,3253
HIMACHAL PRADESH,Hamirpur,Bhoranj,88,458,595,0,1053
HIMACHAL PRADESH,Hamirpur,Hamirpur,17,0,7647,0,7647
HIMACHAL PRADESH,Hamirpur,Nadaun,48,598,1231,0,1829
HIMACHAL PRADESH,Hamirpur,Tira Sujanpur,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Kangra,Baijnath,262,125,611,0,736
HIMACHAL PRADESH,Kangra,Baroh,13,0,391,0,391
HIMACHAL PRADESH,Kangra,Dera Gopipur,17,1122,83,0,1205
HIMACHAL PRADESH,Kangra,Dharmsala,338,3,1124,0,1127
HIMACHAL PRADESH,Kangra,Dhira,58,5,431,0,436
HIMACHAL PRADESH,Kangra,Fatehpur,11,0,2325,0,2325
HIMACHAL PRADESH,Kangra,Harchakian,4,224,186,0,410
HIMACHAL PRADESH,Kangra,Indora,51,6,1428,0,1434
HIMACHAL PRADESH,Kangra,Jaisinghpur,52,2,560,0,562
HIMACHAL PRADESH,Kangra,Jaswan,56,286,817,0,1103
HIMACHAL PRADESH,Kangra,Jawali,7,200,1046,0,1246
HIMACHAL PRADESH,Kangra,Kangra,538,2,634,11,647
HIMACHAL PRADESH,Kangra,Khundian,22,228,290,0,518
HIMACHAL PRADESH,Kangra,Nurpur,97,27,604,2,633
HIMACHAL PRADESH,Kangra,Palampur,1023,46,1043,1,1090
HIMACHAL PRADESH,Kangra,Rakkar,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Kangra,Thural,54,127,351,0,478
HIMACHAL PRADESH,Kinnaur,Hangrang,67,23,580,0,603
HIMACHAL PRADESH,Kinnaur,Kalpa,110,0,1050,0,1050
HIMACHAL PRADESH,Kinnaur,Morang,117,54,703,3,760
HIMACHAL PRADESH,Kinnaur,Nichar,14,36,1218,34,1288
HIMACHAL PRADESH,Kinnaur,Poo,35,63,448,0,511
HIMACHAL PRADESH,Kinnaur,Sangla,99,0,726,0,726
HIMACHAL PRADESH,Kullu,Ani,24,0,461,0,461
HIMACHAL PRADESH,Kullu,Banjar,14,0,609,0,609
HIMACHAL PRADESH,Kullu,Kullu,310,5,377,0,382
HIMACHAL PRADESH,Kullu,Nermand,55,752,455,0,1207
HIMACHAL PRADESH,Kullu,Sainj,20,0,303,0,303
HIMACHAL PRADESH,Lahul & Spiti,Lahul,202,14,1297,2,1313
HIMACHAL PRADESH,Lahul & Spiti,Spiti,107,108,1088,1,1197
HIMACHAL PRADESH,Lahul & Spiti,Udaipur,136,0,939,2,941
HIMACHAL PRADESH,Mandi,Aut,12,340,619,15,974
HIMACHAL PRADESH,Mandi,Baldwara,485,76,247,1,324
HIMACHAL PRADESH,Mandi,Bali Chowki,10,0,897,0,897
HIMACHAL PRADESH,Mandi,Chachyot,253,144,171,11,326
HIMACHAL PRADESH,Mandi,Dharmpur,42,85,166,0,251
HIMACHAL PRADESH,Mandi,Jogindarnagar,459,85,335,6,426
HIMACHAL PRADESH,Mandi,Karsog,573,43,290,0,333
HIMACHAL PRADESH,Mandi,Kotli,97,80,79,0,159
HIMACHAL PRADESH,Mandi,Ladbharol,164,43,341,6,390
HIMACHAL PRADESH,Mandi,Mandi,635,126,261,2,389
HIMACHAL PRADESH,Mandi,Nihri,200,44,199,0,243
HIMACHAL PRADESH,Mandi,Padhar,85,190,311,23,524
HIMACHAL PRADESH,Mandi,Sandhol,2,0,150,0,150
HIMACHAL PRADESH,Mandi,Sarkaghat,461,38,349,0,387
HIMACHAL PRADESH,Mandi,Sundarnagar,271,126,534,0,660
HIMACHAL PRADESH,Mandi,Thunag,17,21,233,0,254
HIMACHAL PRADESH,Shimla,Chaupal,34,0,1445,0,1445
HIMACHAL PRADESH,Shimla,Cheta,10,1214,496,0,1710
HIMACHAL PRADESH,Shimla,Chirgaon,63,100,844,0,944
HIMACHAL PRADESH,Shimla,Dodra Kwar,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Shimla,Jubbal,88,123,208,0,331
HIMACHAL PRADESH,Shimla,JUNGA,93,374,704,22,1100
HIMACHAL PRADESH,Shimla,Kotkhai,6,0,563,0,563
HIMACHAL PRADESH,Shimla,Kumharsain,73,40,372,0,412
HIMACHAL PRADESH,Shimla,Nankhari,28,0,1314,0,1314
HIMACHAL PRADESH,Shimla,Nerua,128,49,82,0,131
HIMACHAL PRADESH,Shimla,Rampur,103,57,213,0,270
HIMACHAL PRADESH,Shimla,Rohru,128,105,237,0,342
HIMACHAL PRADESH,Shimla,Seoni,117,103,268,10,381
HIMACHAL PRADESH,Shimla,Shimla,385,7,301,0,308
HIMACHAL PRADESH,Shimla,Shimla Urban,9,14,384,0,398
HIMACHAL PRADESH,Shimla,Theog,9,315,381,0,696
HIMACHAL PRADESH,Shimla,Tikkar,15,156,484,0,640
HIMACHAL PRADESH,Sirmaur,Dadahu,117,53,1132,0,1185
HIMACHAL PRADESH,Sirmaur,Kamrau,103,120,425,0,545
HIMACHAL PRADESH,Sirmaur,Nahan,306,108,398,0,506
HIMACHAL PRADESH,Sirmaur,Nohra,118,4,290,0,294
HIMACHAL PRADESH,Sirmaur,Pachhad,438,44,342,4,390
HIMACHAL PRADESH,Sirmaur,Pajhota,123,0,663,0,663
HIMACHAL PRADESH,Sirmaur,Paonta Sahib,118,498,477,9,984
HIMACHAL PRADESH,Sirmaur,Rajgarh,141,4,511,4,519
HIMACHAL PRADESH,Sirmaur,Renuka,334,75,474,0,549
HIMACHAL PRADESH,Sirmaur,Shalai,161,102,782,8,892
HIMACHAL PRADESH,Solan,Arki,316,361,551,3,915
HIMACHAL PRADESH,Solan,Kandaghat,247,111,292,0,403
HIMACHAL PRADESH,Solan,Kasauli,239,9,156,0,165
HIMACHAL PRADESH,Solan,Krishangarh,263,24,89,0,113
HIMACHAL PRADESH,Solan,Nalagarh,204,194,678,0,872
HIMACHAL PRADESH,Solan,Ramshahr,190,212,312,14,538
HIMACHAL PRADESH,Solan,Solan,333,235,593,17,845
HIMACHAL PRADESH,Una,Amb,11,495,1935,0,2430
HIMACHAL PRADESH,Una,Bangana,11,102,82,0,184
HIMACHAL PRADESH,Una,Haroli,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Una,Una,NA,NA,NA,NA,NA
JAMMU & KASHMIR,Anantnagh,Anantnagh,187,90,70,NA,160
JAMMU & KASHMIR,Anantnagh,Bijehara,81,80,74,NA,154
JAMMU & KASHMIR,Anantnagh,Dooru,412,80,75,NA,155
