-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfcliftblck5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfcliftblck5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Schedule Caste,Schedule Tribe,Others,Total,Owned by other than Individual/Group of farmers,Grand Total
ORISSA,NOWRANGPUR,UMERKOT,62,81,28,171,27,198
ORISSA,NUAPADA,BODEN,0,0,4,4,0,4
ORISSA,NUAPADA,KHARIAR,0,7,33,40,39,79
ORISSA,NUAPADA,KOMANA,1,1,5,7,26,33
ORISSA,NUAPADA,NUAPARA,1,2,7,10,16,26
ORISSA,NUAPADA,SINAPALLI,0,1,27,28,30,58
ORISSA,PHULBANI,BALIGUDA,0,1,3,4,4,8
ORISSA,PHULBANI,CHAKAPAD,2,13,17,32,8,40
ORISSA,PHULBANI,DARINGIBADI,0,0,0,0,1,1
ORISSA,PHULBANI,G.UDAYAGIRI,0,0,0,0,8,8
ORISSA,PHULBANI,JUMUDIBANDHA,0,1,0,1,12,13
ORISSA,PHULBANI,KHAJURIPADA,0,4,2,6,10,16
ORISSA,PHULBANI,KOTAGARH,0,0,0,0,8,8
ORISSA,PHULBANI,NUAGAON,0,1,0,1,17,18
ORISSA,PHULBANI,PHIRINGIA,0,14,0,14,16,30
ORISSA,PHULBANI,PHULBANI,1,10,4,15,15,30
ORISSA,PHULBANI,RAIKIA,0,0,0,0,10,10
ORISSA,PHULBANI,TIKABALI,5,20,17,42,13,55
ORISSA,PURI,ASTARANG,3,0,13,16,4,20
ORISSA,PURI,BRAHMAGIRI,18,5,734,757,12,769
ORISSA,PURI,DELANG,2,0,23,25,107,132
ORISSA,PURI,GOP,17,1,133,151,15,166
ORISSA,PURI,KAKATPUR,1,0,22,23,11,34
ORISSA,PURI,KANAS,64,11,99,174,157,331
ORISSA,PURI,KRISHNAPRASAD,0,0,4,4,7,11
ORISSA,PURI,NIMAPARA,16,0,141,157,63,220
ORISSA,PURI,PIPILI,23,1,307,331,37,368
ORISSA,PURI,PURISADAR,41,11,869,921,39,960
ORISSA,PURI,SATYABADI,79,15,685,779,19,798
ORISSA,RAYAGADA,BISAMACUTTACK,0,0,5,5,11,16
ORISSA,RAYAGADA,CHANDRAPOR,0,0,0,0,3,3
ORISSA,RAYAGADA,GUDARI,0,0,1,1,18,19
ORISSA,RAYAGADA,GUNUPUR,0,1,3,4,39,43
ORISSA,RAYAGADA,KALYANSINGPUR,0,0,9,9,19,28
ORISSA,RAYAGADA,KASHIPUR,0,1,0,1,13,14
ORISSA,RAYAGADA,KOUNARA,0,3,3,6,26,32
ORISSA,RAYAGADA,MUNIGUDA,1,0,2,3,25,28
ORISSA,RAYAGADA,PADAMPUR,0,0,10,10,17,27
ORISSA,RAYAGADA,RAMANGUDA,0,1,2,3,44,47
ORISSA,RAYAGADA,RAYAGADA,1,4,27,32,44,76
ORISSA,SAMBALPUR,DHANKAUDA,0,2,17,19,32,51
ORISSA,SAMBALPUR,GOVINDPUR,6,78,85,169,37,206
ORISSA,SAMBALPUR,JAMANKIRA,2,12,39,53,37,90
ORISSA,SAMBALPUR,JUJUMURA,0,2,14,16,9,25
ORISSA,SAMBALPUR,KANESWAR,6,6,46,58,35,93
ORISSA,SAMBALPUR,KUCHINDA,5,57,70,132,59,191
ORISSA,SAMBALPUR,NAKTIDEUL,0,6,7,13,30,43
ORISSA,SAMBALPUR,RAIRAKHOL,0,0,9,9,21,30
ORISSA,SAMBALPUR,RENGALI,1,7,1,9,0,9
ORISSA,SONEPUR,BINIKA,6,9,50,65,0,65
ORISSA,SONEPUR,BIRMAHARAJPUR,0,0,3,3,31,34
ORISSA,SONEPUR,DUNGURIPALLI,2,2,24,28,6,34
ORISSA,SONEPUR,SONEPUR,0,0,0,0,22,22
ORISSA,SONEPUR,TARAVA,0,1,6,7,12,19
ORISSA,SONEPUR,ULUNDA,2,0,3,5,66,71
ORISSA,SUNDARGARH,BALLISANKAR,2,8,7,17,20,37
ORISSA,SUNDARGARH,BARAGAON,4,13,11,28,38,66
ORISSA,SUNDARGARH,BISRA,2,4,4,10,33,43
ORISSA,SUNDARGARH,BONAI,3,9,4,16,23,39
ORISSA,SUNDARGARH,GURUNDIA,6,7,6,19,20,39
ORISSA,SUNDARGARH,HEMGIRI,0,2,7,9,23,32
ORISSA,SUNDARGARH,KOIRA,0,0,0,0,14,14
ORISSA,SUNDARGARH,KUARMUNDA,0,33,14,47,40,87
ORISSA,SUNDARGARH,KUTRA,0,6,3,9,26,35
ORISSA,SUNDARGARH,LAHUNIPADA,0,0,0,0,33,33
ORISSA,SUNDARGARH,LATHIKATA,0,3,6,9,29,38
ORISSA,SUNDARGARH,LEPHRIPARA,1,2,12,15,30,45
ORISSA,SUNDARGARH,NUAGAON,1,64,62,127,34,161
ORISSA,SUNDARGARH,RAJGANGPUR,4,9,14,27,33,60
ORISSA,SUNDARGARH,SUBDEGA,0,4,12,16,28,44
ORISSA,SUNDARGARH,SUNDARGARH,0,11,37,48,46,94
ORISSA,SUNDARGARH,TANGARAPALLI,1,7,17,25,36,61
PUNJAB,AMRITSAR,CHOGAWAN,3,0,78,81,0,81
PUNJAB,AMRITSAR,TARSIKKA,0,0,35,35,0,35
PUNJAB,AMRITSAR,VERKA,4,0,166,170,9,179
PUNJAB,FARIDKOT,FARIDKOT,0,0,30,30,0,30
PUNJAB,GURDASPUR,DHAR KALAN,0,0,7,7,1,8
PUNJAB,GURDASPUR,PATHANKOT,0,0,2,2,0,2
PUNJAB,HOSHIARPUR,MAHILPUR,0,0,0,0,1,1
PUNJAB,JALANDHAR,EAST JALANDHAR,0,0,5,5,0,5
PUNJAB,KAPURTHALA,SULTANPUR LODHI,0,0,44,44,1,45
PUNJAB,PATIALA,PATIALA,25,0,80,105,0,105
PUNJAB,PATIALA,RAJPURA,2,0,90,92,0,92
PUNJAB,ROPAR,ANANDPUR SAHIB,4,0,35,39,0,39
PUNJAB,ROPAR,KHARAR,0,0,76,76,0,76
PUNJAB,SANGRUR,BHAWANIGARH,0,0,17,17,0,17
PUNJAB,SANGRUR,SUNAM,0,0,48,48,1,49
RAJASTHAN,AJMER,KISHANGARH,0,0,0,0,1,1
RAJASTHAN,BARAN,CHHIPABARAD,1,45,9,55,0,55
RAJASTHAN,BARAN,MANGROL,1,0,8,9,12,21
RAJASTHAN,BHILWARA,JAHAZPUR,0,0,3,3,1,4
RAJASTHAN,BHILWARA,KOTRI,0,0,2,2,1,3
RAJASTHAN,BHILWARA,MANDALGARH,0,0,13,13,12,25
RAJASTHAN,BUNDI,HINDOLI,0,0,0,0,2,2
RAJASTHAN,CHITTORGARH,BEGHRU,1,3,14,18,6,24
RAJASTHAN,CHITTORGARH,CHITTORGARH,0,0,2,2,1,3
RAJASTHAN,CHITTORGARH,PRATAPGARH,0,6,0,6,2,8
RAJASTHAN,CHURU,RATANGARH,1,0,1,2,0,2
RAJASTHAN,DHOLPUR,BASERI,0,0,0,0,1,1
RAJASTHAN,DUNGARPUR,ASPUR,0,2,0,2,4,6
RAJASTHAN,DUNGARPUR,DUNGARPUR,0,2,2,4,0,4
RAJASTHAN,DUNGARPUR,SAGWARA,0,7,36,43,7,50
RAJASTHAN,DUNGARPUR,SIMALWARA,0,14,0,14,0,14
RAJASTHAN,JHALAWAR,AKLERA,1,0,0,1,0,1
RAJASTHAN,JHALAWAR,JHALRAPATAN,3,0,8,11,17,28
RAJASTHAN,JHALAWAR,KANPUR,0,0,0,0,9,9
RAJASTHAN,KOTA,DIGOD,1,0,0,1,1,2
RAJASTHAN,KOTA,SANGOD,1,0,2,3,1,4
RAJASTHAN,NAGAUR,NAGOUR,0,0,0,0,2,2
RAJASTHAN,RAJSAMAND,NATHDWARA,0,0,0,0,1,1
RAJASTHAN,SIROHI,ABUROAD,0,0,0,0,2,2
RAJASTHAN,TONK,DEOLI,1,0,1,2,0,2
RAJASTHAN,UDAIPUR,GOGUNDA,1,0,4,5,5,10
RAJASTHAN,UDAIPUR,KHERWARA,0,2,0,2,3,5
TAMIL NADU,COIMBATORE,ANNAIMALAI,0,0,20,20,0,20
TAMIL NADU,COIMBATORE,KARRMADAI,3,11,444,458,0,458
TAMIL NADU,COIMBATORE,SARKARSAMAKULAM,0,0,3,3,0,3
TAMIL NADU,CUDDALORE,BHUVANAGIRI,1,1,28,30,0,30
TAMIL NADU,CUDDALORE,KAMMAPURAM,28,0,331,359,0,359
TAMIL NADU,CUDDALORE,KUMARATCHI,0,0,4,4,0,4
TAMIL NADU,CUDDALORE,MANGALORE,5,0,7,12,1,13
TAMIL NADU,CUDDALORE,NALLUR,8,0,41,49,0,49
TAMIL NADU,CUDDALORE,PARANGIPETTAI,7,3,209,219,0,219
TAMIL NADU,CUDDALORE,VIRUDHACHALAM,12,0,6,18,0,18
TAMIL NADU,DHARMAPURI,THALLY,0,0,10,10,0,10
TAMIL NADU,DINDIGUL,ATHOOR,0,0,0,0,6,6
TAMIL NADU,DINDIGUL,KODAIKANAL,0,0,1,1,1457,1458
TAMIL NADU,DINDIGUL,VEDASANDUR,0,0,10,10,17,27
TAMIL NADU,ERODE,AMMAPETTAI,0,0,3,3,7,10
TAMIL NADU,ERODE,ANTHIYUR,0,0,48,48,5,53
TAMIL NADU,ERODE,BHAVANI,0,0,99,99,8,107
TAMIL NADU,ERODE,BHAVANI SAGAR,1,1,92,94,0,94
TAMIL NADU,ERODE,CHENNIMALAI,4,0,486,490,2,492
TAMIL NADU,ERODE,DHARAPURAM,12,0,393,405,0,405
TAMIL NADU,ERODE,ERODE,0,0,166,166,0,166
TAMIL NADU,ERODE,GOBI,0,0,133,133,0,133
TAMIL NADU,ERODE,KANGAYAM,3,0,190,193,0,193
TAMIL NADU,ERODE,KODUMUDI,2,0,1858,1860,0,1860
TAMIL NADU,ERODE,MODA KURICHI,0,0,65,65,0,65
TAMIL NADU,ERODE,MOOLANUR,2,1,291,294,11,305
TAMIL NADU,ERODE,NAMBIYUR,0,1,34,35,0,35
TAMIL NADU,ERODE,PERUNDURAI,0,0,70,70,0,70
TAMIL NADU,ERODE,SATHYAMANGALAM,0,0,61,61,67,128
TAMIL NADU,ERODE,T.N.PALAYAM,0,0,28,28,0,28
TAMIL NADU,ERODE,THALAVADI,2,0,217,219,0,219
TAMIL NADU,ERODE,UTHUKUZLI,1,0,95,96,1,97
TAMIL NADU,ERODE,VELLAKOIL,0,0,111,111,16,127
TAMIL NADU,KANCHIPURAM,CHITHAMUR,0,0,0,0,2,2
TAMIL NADU,KANCHIPURAM,MADURANTHAGAM,0,0,4,4,0,4
TAMIL NADU,KANCHIPURAM,SRIPERUMBUDUR,0,0,1,1,3,4
TAMIL NADU,KANCHIPURAM,THIRUKKALUKUNDRAM,0,0,9,9,13,22
TAMIL NADU,KANCHIPURAM,UTHIRAMERUR,0,0,1,1,0,1
TAMIL NADU,KARUR,K.PARAMATHI,3,0,0,3,0,3
TAMIL NADU,KARUR,KRISHNARAYAPURAM,0,0,10,10,0,10
TAMIL NADU,KARUR,THANTHONI,2,0,2,4,0,4
TAMIL NADU,NAGAPATTINAM,THALANAYAR,1,0,2,3,0,3
TAMIL NADU,NAGAPATTINAM,VEDARANYAM,0,0,1,1,2,3
TAMIL NADU,NAMAKKAL,ERUMAPPATTI,0,0,79,79,0,79
TAMIL NADU,NAMAKKAL,KABILAR MALAI,6,0,2177,2183,0,2183
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,0,7,7,0,7
TAMIL NADU,NAMAKKAL,MOHANUR,2,0,168,170,0,170
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,0,0,120,120,1,121
TAMIL NADU,NAMAKKAL,PARAMATHY,0,0,696,696,0,696
TAMIL NADU,NAMAKKAL,TIRUNCHENGODE,0,0,37,37,0,37
TAMIL NADU,PERAMBALUR,ALATHUR,1,0,40,41,1,42
TAMIL NADU,PERAMBALUR,ANDIMADAM,11,1,22,34,0,34
TAMIL NADU,PERAMBALUR,ARIYALUR,11,2,248,261,0,261
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,0,24,24,0,24
TAMIL NADU,PERAMBALUR,SENTHURAI,1,0,11,12,0,12
TAMIL NADU,PUDUKOTTAI,ARANTHANGI,0,0,0,0,9,9
TAMIL NADU,RAMNATHAPURAM,KADALADI,0,0,0,0,12,12
TAMIL NADU,SALEM,ATTUR,2,0,13,15,0,15
TAMIL NADU,SALEM,AYOTHIYAPATTANAM,0,8,5,13,0,13
TAMIL NADU,SALEM,KOLATHUR,17,0,0,17,0,17
TAMIL NADU,SALEM,OMALUR,0,0,6,6,0,6
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,0,1,0,1,0,1
TAMIL NADU,SALEM,THALAIVASAL,0,0,18,18,0,18
TAMIL NADU,SIVAGANGA,KALAIYARKOIL,0,0,1,1,0,1
TAMIL NADU,SIVAGANGA,KALLAL,1,0,35,36,0,36
TAMIL NADU,SIVAGANGA,SAKKOTTAI,0,0,4,4,0,4
TAMIL NADU,SIVAGANGA,THIRUPPUVANAM,0,0,1,1,0,1
TAMIL NADU,THANJAVUR,ORATHANAD,0,0,0,0,2,2
TAMIL NADU,THANJAVUR,PERAVURANI,0,0,0,0,1,1
TAMIL NADU,THANJAVUR,SETHUBASATHIRAM,0,0,0,0,1,1
TAMIL NADU,THANJAVUR,THIRUVONAM,0,0,0,0,1,1
TAMIL NADU,THENI,BODI,3,1,65,69,0,69
TAMIL NADU,TIRUVALLUR,EEKKADU,0,0,3,3,1,4
TAMIL NADU,TIRUVALLUR,GUMMIDIPOONDI,0,0,0,0,16,16
TAMIL NADU,TIRUVALLUR,MINJUR,0,0,11,11,8,19
TAMIL NADU,TIRUVALLUR,PALLIPATTU,1,0,4,5,7,12
TAMIL NADU,TIRUVALLUR,POONAMALLEE,0,0,0,0,3,3
TAMIL NADU,TIRUVALLUR,POONDI,0,0,0,0,1,1
TAMIL NADU,TIRUVALLUR,POONDI,5,0,0,5,14,19
TAMIL NADU,TIRUVALLUR,SOZHAVARAM,0,0,0,0,25,25
TAMIL NADU,TIRUVALLUR,THIRUVAALANGADU,9,0,1,10,0,10
TAMIL NADU,TIRUVARUR,MUTHUPETTAI,0,0,0,0,8,8
TAMIL NADU,TIRUVARUR,THIRUTHURAIPOONDI,0,0,6,6,5,11
TAMIL NADU,TRICHIRAPPALLI,PULLAMBADI,20,0,0,20,0,20
TAMIL NADU,VILLUPURAM,CHINNA SALEM,0,0,0,0,1,1
TAMIL NADU,VILLUPURAM,KALLAKURICHI,1,0,1,2,0,2
TAMIL NADU,VILLUPURAM,KALRAYAN HILLS,1,6,6,13,0,13
TAMIL NADU,VILLUPURAM,KOLIYANUR,1,0,0,1,0,1
TAMIL NADU,VILLUPURAM,MARAKKANAM,4,0,7,11,9,20
TAMIL NADU,VILLUPURAM,MAYILAM,0,0,0,0,1,1
TAMIL NADU,VILLUPURAM,MUGAIYUR,14,0,121,135,0,135
TAMIL NADU,VILLUPURAM,OLAKKUR,3,0,31,34,2,36
TAMIL NADU,VILLUPURAM,RISHIVANTHAYAM,0,0,2,2,4,6
TAMIL NADU,VILLUPURAM,SANKARAPURAM,6,0,2,8,7,15
TAMIL NADU,VILLUPURAM,THIRUNAVALUR,0,0,1,1,2,3
TAMIL NADU,VILLUPURAM,ULUNDURPET,0,0,1,1,1,2
TAMIL NADU,VILLUPURAM,VAANOOR,2,0,1,3,0,3
TAMIL NADU,VILLUPURAM,VIKKIRAVANDI,0,0,1,1,0,1
TRIPURA,DHALAI,CHAWMANU,0,0,0,0,1,1
TRIPURA,DHALAI,DAMBURNAGAR,0,0,0,0,3,3
TRIPURA,DHALAI,MANU,1,12,12,25,8,33
TRIPURA,DHALAI,SALEMA,3,12,17,32,40,72
TRIPURA,NORTH,DASDA,0,0,0,0,7,7
TRIPURA,NORTH,KADAMTALA,5,1,26,32,14,46
TRIPURA,NORTH,KUMARGHAT,0,6,0,6,32,38
TRIPURA,NORTH,PANISAGAR,1,0,17,18,28,46
TRIPURA,NORTH,PECHARTHAL,0,0,0,0,9,9
TRIPURA,SOUTH,AMARPUR,0,0,0,0,26,26
TRIPURA,SOUTH,BAGAFA,7,12,46,65,30,95
TRIPURA,SOUTH,KARBOK,0,0,0,0,9,9
TRIPURA,SOUTH,KILLA,2,0,12,14,7,21
TRIPURA,SOUTH,MATABARI,20,17,55,92,47,139
TRIPURA,SOUTH,RAJNAGAR,12,15,44,71,22,93
TRIPURA,SOUTH,RAPAICHARI,0,0,0,0,5,5
TRIPURA,SOUTH,SATCHAND,0,0,0,0,13,13
TRIPURA,WEST,BISHALGARH,0,0,0,0,28,28
TRIPURA,WEST,DUKLI,0,0,0,0,15,15
TRIPURA,WEST,JAMPAIJALA,0,0,0,0,4,4
TRIPURA,WEST,JIRANIA,0,0,0,0,8,8
TRIPURA,WEST,KHOWAI,0,0,0,0,3,3
TRIPURA,WEST,MANDAI,0,0,0,0,2,2
TRIPURA,WEST,MELAGHAR,16,0,18,34,24,58
TRIPURA,WEST,MOHANPUR,2,5,8,15,15,30
TRIPURA,WEST,TELIAMURA,0,0,0,0,21,21
TRIPURA,WEST,TULASIKHAR,0,0,0,0,4,4
UTTAR PRADESH,AGRA,BICHPURI,0,0,34,34,0,34
UTTAR PRADESH,AGRA,FATEHABAD,0,0,12,12,0,12
UTTAR PRADESH,ALLAHABAD,CHAKA,0,0,2,2,0,2
UTTAR PRADESH,ALLAHABAD,HANDIA,0,0,1,1,1,2
UTTAR PRADESH,ALLAHABAD,KORAON,14,10,282,306,0,306
UTTAR PRADESH,ALLAHABAD,KOSHAMBHI,1,0,12,13,0,13
UTTAR PRADESH,ALLAHABAD,MANJHANPUR,0,0,2,2,0,2
UTTAR PRADESH,ALLAHABAD,MEJA,9,9,77,95,0,95
UTTAR PRADESH,ALLAHABAD,NEWADA,0,0,0,0,1,1
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,0,0,0,0,1,1
UTTAR PRADESH,ALMORA,BAGESHWAR,0,1,2,3,16,19
UTTAR PRADESH,ALMORA,BHAISIACHHANA,0,0,0,0,3,3
UTTAR PRADESH,ALMORA,BHIKIASAIN,0,0,0,0,9,9
UTTAR PRADESH,ALMORA,CHAUKHUTIA,0,0,0,0,12,12
UTTAR PRADESH,ALMORA,DHAULADEVI,0,0,0,0,1,1
UTTAR PRADESH,ALMORA,DWARAHAT,0,0,0,0,5,5
UTTAR PRADESH,ALMORA,GARUR,1,0,4,5,20,25
UTTAR PRADESH,ALMORA,HAWALBAG,0,0,0,0,14,14
UTTAR PRADESH,ALMORA,KAPKOT,0,0,2,2,2,4
UTTAR PRADESH,ALMORA,SALT,0,0,1,1,1,2
UTTAR PRADESH,ALMORA,SYALDE,0,0,0,0,2,2
UTTAR PRADESH,ALMORA,TAKULA,0,0,1,1,2,3
UTTAR PRADESH,AZAMGARH,AHIROLA,1,0,9,10,0,10
UTTAR PRADESH,AZAMGARH,AZAMATGARH,0,0,0,0,1,1
UTTAR PRADESH,AZAMGARH,JAHANA JANJ,13,0,18,31,0,31
UTTAR PRADESH,AZAMGARH,PAWAI,0,0,4,4,0,4
UTTAR PRADESH,BALLIA,CHILKHAR,0,0,0,0,1,1
UTTAR PRADESH,BALLIA,GARWARH,0,0,1,1,81,82
UTTAR PRADESH,BALLIA,HANUMANGANJ,0,0,0,0,19,19
UTTAR PRADESH,BALLIA,NAWANAGAR,0,0,0,0,54,54
UTTAR PRADESH,BALLIA,SEAR,0,0,0,0,44,44
UTTAR PRADESH,BALLIA,SOHAON,0,0,0,0,8,8
UTTAR PRADESH,BANDA,BABERU,1,0,15,16,0,16
UTTAR PRADESH,BANDA,BISANDA,2,0,1,3,0,3
UTTAR PRADESH,BANDA,JASPURA,0,0,4,4,2,6
UTTAR PRADESH,BANDA,KAMASIN,2,0,3,5,0,5
UTTAR PRADESH,BANDA,MAHUVA,1,0,41,42,0,42
UTTAR PRADESH,BANDA,MANIKPUR,20,3,51,74,0,74
UTTAR PRADESH,BANDA,MAU,10,2,53,65,0,65
UTTAR PRADESH,BANDA,NARAINI,14,0,146,160,2,162
UTTAR PRADESH,BANDA,PAHADI,0,0,38,38,0,38
UTTAR PRADESH,BANDA,RAM NAGAR,4,0,82,86,0,86
UTTAR PRADESH,BANDA,TINDWARI,0,0,7,7,0,7
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,0,0,0,0,1,1
UTTAR PRADESH,DEHRADUN,CHAKRATA,6,200,1,207,36,243
UTTAR PRADESH,DEHRADUN,DOIWALA,0,0,1,1,2,3
UTTAR PRADESH,DEHRADUN,KALSI,0,0,0,0,1,1
UTTAR PRADESH,DEHRADUN,RAIPUR,0,0,12,12,9,21
UTTAR PRADESH,DEHRADUN,SAHASPUR,0,0,4,4,13,17
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,0,0,0,0,1,1
UTTAR PRADESH,DEORIA,SALEMPUR,0,0,0,0,3,3
UTTAR PRADESH,ETAWAH,AJEETMAL,4,0,14,18,0,18
UTTAR PRADESH,FARUKHABAD,SAURIKH,0,0,17,17,0,17
UTTAR PRADESH,FATEHPUR,AMAULI,3,0,19,22,0,22
UTTAR PRADESH,GONDA,BALRAMPUR,0,0,2,2,0,2
UTTAR PRADESH,GONDA,GAISARI,2,5,55,62,0,62
UTTAR PRADESH,GONDA,HARRIYA SATGHARWA,6,0,56,62,0,62
UTTAR PRADESH,GONDA,PACHPARWA,10,29,191,230,0,230
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1,0,6,7,0,7
UTTAR PRADESH,JALAUN,DAKOR,8,1,85,94,1,95
UTTAR PRADESH,JALAUN,JALAUN,0,0,2,2,0,2
UTTAR PRADESH,JALAUN,KADAURA,29,0,169,198,0,198
UTTAR PRADESH,JALAUN,KUTHAUND,2,2,38,42,0,42
UTTAR PRADESH,JAUNPUR,DHARMA PUR,0,0,16,16,0,16
UTTAR PRADESH,JAUNPUR,DOBHI,0,0,1,1,0,1
UTTAR PRADESH,JAUNPUR,KERAKAT,0,0,1,1,1,2
UTTAR PRADESH,JAUNPUR,RAMPUR,0,0,5,5,2,7
UTTAR PRADESH,JHANSI,BADAGAON,14,0,20,34,0,34
UTTAR PRADESH,JHANSI,CHIRGAON,10,0,99,109,16,125
UTTAR PRADESH,KANPUR DEHAT,PATARA,0,0,5,5,0,5
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,0,0,168,168,0,168
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,0,0,0,0,1,1
UTTAR PRADESH,LALITPUR,BAR,0,0,1,1,0,1
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,0,0,1,1,0,1
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,0,0,10,10,0,10
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,0,0,2,2,0,2
UTTAR PRADESH,MIRZAPUR,CHHANBEY,1,0,0,1,0,1
UTTAR PRADESH,MIRZAPUR,CITY,0,0,2,2,0,2
UTTAR PRADESH,MIRZAPUR,HALIYA,27,0,159,186,2,188
UTTAR PRADESH,MIRZAPUR,JAMALPUR,4,0,111,115,0,115
UTTAR PRADESH,MIRZAPUR,LALGANJ,13,0,24,37,0,37
UTTAR PRADESH,MIRZAPUR,PAHARI,0,0,34,34,4,38
UTTAR PRADESH,NAINITAL,BAITALGHAT,0,0,1,1,14,15
UTTAR PRADESH,NAINITAL,BHIMTAL,0,0,5,5,0,5
UTTAR PRADESH,NAINITAL,RAMGARH,0,0,0,0,5,5
UTTAR PRADESH,PAURI GARHWAL,BIROKHAL,0,0,0,0,2,2
UTTAR PRADESH,PAURI GARHWAL,DOGADDA,0,0,3,3,7,10
UTTAR PRADESH,PAURI GARHWAL,DWARIKHAL,0,0,0,0,4,4
UTTAR PRADESH,PAURI GARHWAL,EKESHWER,0,0,0,0,3,3
UTTAR PRADESH,PAURI GARHWAL,KALJIKHAL,0,0,0,0,8,8
UTTAR PRADESH,PAURI GARHWAL,KHIRSU,0,0,0,0,5,5
UTTAR PRADESH,PAURI GARHWAL,KOT,0,0,0,0,2,2
UTTAR PRADESH,PAURI GARHWAL,PABO,0,0,0,0,8,8
UTTAR PRADESH,PAURI GARHWAL,PAURI,0,0,1,1,5,6
UTTAR PRADESH,PAURI GARHWAL,POKHRA,0,0,0,0,4,4
UTTAR PRADESH,PAURI GARHWAL,RIKHNIKHAL,0,0,0,0,6,6
UTTAR PRADESH,PAURI GARHWAL,THALISAIN,0,0,0,0,2,2
UTTAR PRADESH,PAURI GARHWAL,YAMKESWER,0,0,1,1,1,2
UTTAR PRADESH,PAURI GARHWAL,ZAHRIKHAL,0,0,1,1,4,5
UTTAR PRADESH,RAEBARELY,UCHAHAR,0,0,1,1,0,1
UTTAR PRADESH,SANT RAVIDAS NAGAR,BHADOHI,4,1,35,40,0,40
UTTAR PRADESH,TEHRI GARHWAL,CHAMBA,0,0,0,0,8,8
UTTAR PRADESH,TEHRI GARHWAL,JAKHOLI,0,0,0,0,15,15
UTTAR PRADESH,TEHRI GARHWAL,JAUNPUR,0,0,0,0,2,2
UTTAR PRADESH,TEHRI GARHWAL,KIRTI NAGAR,0,0,0,0,9,9
UTTAR PRADESH,TEHRI GARHWAL,NARENDRA NAGAR,0,0,0,0,1,1
UTTAR PRADESH,UDHAMSINGH NAGAR,JASPUR,0,0,0,0,2,2
UTTAR PRADESH,UDHAMSINGH NAGAR,KASHIPUR,0,0,7,7,7,14
UTTAR PRADESH,UDHAMSINGH NAGAR,RUDRAPUR,0,0,38,38,4,42
UTTAR PRADESH,UDHAMSINGH NAGAR,SITARGANJ,0,0,0,0,3,3
UTTAR PRADESH,UTTARKASHI,BHATWARI,0,0,0,0,3,3
UTTAR PRADESH,UTTARKASHI,CHINYALISAOR,0,0,0,0,6,6
UTTAR PRADESH,UTTARKASHI,DUNDA,0,0,0,0,4,4
UTTAR PRADESH,UTTARKASHI,NAUGAON,0,0,0,0,8,8
UTTAR PRADESH,UTTARKASHI,PURAULA,0,0,0,0,8,8
UTTAR PRADESH,VARANASI,BARAHNI,0,0,0,0,14,14
UTTAR PRADESH,VARANASI,CHAKIYA,0,0,0,0,1,1
UTTAR PRADESH,VARANASI,CHANDOULI,0,0,0,0,2,2
UTTAR PRADESH,VARANASI,DHANAPUR,0,0,0,0,3,3
UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,0,0,7,7,0,7
UTTAR PRADESH,VARANASI,SAKELDIHA,3,0,27,30,25,55
WEST BENGAL,BANKURA,BANKURA  - I,1,0,8,9,7,16
WEST BENGAL,BANKURA,BANKURA - II,7,3,103,113,11,124
WEST BENGAL,BANKURA,BARJORA,16,0,354,370,36,406
WEST BENGAL,BANKURA,BISHNUPUR,2,0,44,46,19,65
WEST BENGAL,BANKURA,CHHATNA,5,1,24,30,6,36
WEST BENGAL,BANKURA,GANGAJALGHATI,90,14,522,626,13,639
WEST BENGAL,BANKURA,INDAS,23,2,710,735,13,748
WEST BENGAL,BANKURA,INDPUR,1,0,0,1,15,16
WEST BENGAL,BANKURA,JOYPUR,0,0,1,1,8,9
WEST BENGAL,BANKURA,KHATRA - I,2,0,24,26,4,30
WEST BENGAL,BANKURA,KHATRA - II,2,8,32,42,11,53
WEST BENGAL,BANKURA,KOTALPUR,2,0,43,45,12,57
WEST BENGAL,BANKURA,MEJHIA,11,0,73,84,15,99
WEST BENGAL,BANKURA,ONDA,22,9,240,271,22,293
WEST BENGAL,BANKURA,PATRASAYER,0,0,1,1,9,10
