-----
{
 "description": "The table refers to block wise distribution of surface flow schemes in the major/medium project command. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.9.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes in the major/medium project command for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.9.csv"
}
-----
State,District,Block,Location of Schemes - On the command,Location of schemes - Outside command,Location of schemes - Augmentation,Total
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,0,2,0,2
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,5,0,0,5
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,41,265,2,308
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,8,104,0,112
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,0,53,0,53
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,0,2,0,2
BIHAR,MUZAFFARPUR,BOCHAHA,0,1,0,1
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,0,1,0,1
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,2,2,0,4
BIHAR,NALANDA,BEN,2,24,0,26
BIHAR,NALANDA,BIHARSARIF,0,4,0,4
BIHAR,NALANDA,BIND,0,8,0,8
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,3,54,0,57
BIHAR,NALANDA,GIRIAK,3,28,0,31
BIHAR,NALANDA,HARNAUT,0,11,0,11
BIHAR,NALANDA,HILSA,3,73,0,76
BIHAR,NALANDA,ISLAMPUR,1,66,0,67
BIHAR,NALANDA,KARAI PARSURAI,0,35,0,35
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,0,66,0,66
BIHAR,NALANDA,PARWALPUR,0,62,0,62
BIHAR,NALANDA,RAHUI,0,13,0,13
BIHAR,NALANDA,RAJGIR,0,28,3,31
BIHAR,NALANDA,SARMERA,0,5,0,5
BIHAR,NALANDA,SILAO,0,29,0,29
BIHAR,NALANDA,THARTHARI,0,7,0,7
BIHAR,NAWADA,AKBARPUR,1,412,0,413
BIHAR,NAWADA,GOBINDPUR,0,249,0,249
BIHAR,NAWADA,HISUA,0,27,0,27
BIHAR,NAWADA,KANWAKOL,0,284,0,284
BIHAR,NAWADA,KASHICHOK,1,68,0,69
BIHAR,NAWADA,MESKAUR,0,375,2,377
BIHAR,NAWADA,NARDIGANJ,0,69,16,85
BIHAR,NAWADA,NARHAT,0,77,0,77
BIHAR,NAWADA,NAWADA,2,180,1,183
BIHAR,NAWADA,PAKRIWARAMA,43,244,0,287
BIHAR,NAWADA,RAJANLI,1,128,0,129
BIHAR,NAWADA,ROH,1,322,0,323
BIHAR,NAWADA,SIRDOLA,0,344,0,344
BIHAR,NAWADA,WARSHALAGANJ,5,152,0,157
BIHAR,PAKUR,AMRAPARA,0,303,0,303
BIHAR,PAKUR,HIRANPUR,0,451,0,451
BIHAR,PAKUR,LITIPARA,17,546,0,563
BIHAR,PAKUR,MAHESHPUR,1,1201,0,1202
BIHAR,PAKUR,PAKUR,0,142,0,142
BIHAR,PAKUR,PAKURIA,1,570,0,571
BIHAR,PALAMU,BALUMATH,2,661,1,664
BIHAR,PALAMU,BARWADIH,0,307,0,307
BIHAR,PALAMU,BISHRAMPUR,16,1015,19,1050
BIHAR,PALAMU,CHAINPUR,6,951,3,960
BIHAR,PALAMU,CHANDWA,0,104,0,104
BIHAR,PALAMU,CHHALAPUR,15,856,0,871
BIHAR,PALAMU,DALTENGANJ,0,108,1,109
BIHAR,PALAMU,GARU,0,286,0,286
BIHAR,PALAMU,HARIHARGANJ,1,222,0,223
BIHAR,PALAMU,HUSAINABAD,2,487,2,491
BIHAR,PALAMU,LATEHAR,2,829,1,832
BIHAR,PALAMU,LESTIGANJ,9,482,3,494
BIHAR,PALAMU,MAHUADANR,0,119,0,119
BIHAR,PALAMU,MANATU,0,617,0,617
BIHAR,PALAMU,MANIKA,0,505,0,505
BIHAR,PALAMU,PANKI,84,448,0,532
BIHAR,PALAMU,PATAN,130,833,0,963
BIHAR,PALAMU,SATWARWH,0,142,0,142
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,4,3,30,37
BIHAR,PATNA,BIKRAM,2,0,0,2
BIHAR,PATNA,DANAPUR,0,0,1,1
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA
BIHAR,PATNA,MANER,0,28,0,28
BIHAR,PATNA,MASAURHI,0,2,0,2
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,0,14,0,14
BIHAR,PATNA,PALIGANJ,113,13,0,126
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA
BIHAR,PURNIA,AMOUR,NA,NA,NA,NA
BIHAR,PURNIA,BAISA,NA,NA,NA,NA
BIHAR,PURNIA,BAISI,NA,NA,NA,NA
BIHAR,PURNIA,BAMNANKHI,NA,NA,NA,NA
BIHAR,PURNIA,BARAHARAKOTHI,NA,NA,NA,NA
BIHAR,PURNIA,BHAWANIPUR,NA,NA,NA,NA
BIHAR,PURNIA,DAGARUA,NA,NA,NA,NA
BIHAR,PURNIA,DHAMDAHA,NA,NA,NA,NA
BIHAR,PURNIA,JALALGARH,NA,NA,NA,NA
BIHAR,PURNIA,KASBA,NA,NA,NA,NA
BIHAR,PURNIA,KRITYANANDNAGAR,NA,NA,NA,NA
BIHAR,PURNIA,PURNIA EAST,48,2,0,50
BIHAR,PURNIA,RUPAULI,NA,NA,NA,NA
BIHAR,PURNIA,SOINAGAR,NA,NA,NA,NA
BIHAR,RANCHI,ANGARA,5,42,0,47
BIHAR,RANCHI,ARKI,3,17,0,20
BIHAR,RANCHI,BERO,0,2,0,2
BIHAR,RANCHI,BUNDU,NA,NA,NA,NA
BIHAR,RANCHI,BURMU,0,1,0,1
BIHAR,RANCHI,CHANHO,0,9,0,9
BIHAR,RANCHI,KANKE,NA,NA,NA,NA
BIHAR,RANCHI,KARRA,111,49,0,160
BIHAR,RANCHI,KHUNTI,0,6,0,6
BIHAR,RANCHI,LAPUNG,8,0,0,8
BIHAR,RANCHI,MANDAR,0,3,0,3
BIHAR,RANCHI,MURHU,6,15,0,21
BIHAR,RANCHI,NAMKUM,0,19,0,19
BIHAR,RANCHI,ORMANJI,NA,NA,NA,NA
BIHAR,RANCHI,RANIA,0,1,0,1
BIHAR,RANCHI,RATU,3,71,0,74
BIHAR,RANCHI,SILLI,3,57,0,60
BIHAR,RANCHI,SONAHATU,0,181,0,181
BIHAR,RANCHI,TAMAR,0,2,0,2
BIHAR,RANCHI,TORPA,0,10,0,10
BIHAR,ROHTAS,AKORHIGOLA,NA,NA,NA,NA
BIHAR,ROHTAS,BIKRAMGANJ,NA,NA,NA,NA
BIHAR,ROHTAS,CHENARI,38,96,2,136
BIHAR,ROHTAS,DAWATH,NA,NA,NA,NA
BIHAR,ROHTAS,DEHRI,NA,NA,NA,NA
BIHAR,ROHTAS,DINARA,3,4,0,7
BIHAR,ROHTAS,KARAKAT,22,6,0,28
BIHAR,ROHTAS,KARGHAHAR,NA,NA,NA,NA
BIHAR,ROHTAS,KUCHAI,0,4,0,4
BIHAR,ROHTAS,NASHRIGANJ,NA,NA,NA,NA
BIHAR,ROHTAS,NAWHATTA,9,92,0,101
BIHAR,ROHTAS,NOKHA,2,0,0,2
BIHAR,ROHTAS,RAJPUR,NA,NA,NA,NA
BIHAR,ROHTAS,ROHTAS,0,45,0,45
BIHAR,ROHTAS,SANJHANLI,1,0,0,1
BIHAR,ROHTAS,SASARAM,7,155,0,162
BIHAR,ROHTAS,SHEOSAGAR,149,35,0,184
BIHAR,ROHTAS,SURJPURA,NA,NA,NA,NA
BIHAR,ROHTAS,TELAUTHU,NA,NA,NA,NA
BIHAR,SAHARSA,BANMA ITAHARI,NA,NA,NA,NA
BIHAR,SAHARSA,KAHRA,0,3,0,3
BIHAR,SAHARSA,MAHISHI,NA,NA,NA,NA
BIHAR,SAHARSA,NAUHATTA,NA,NA,NA,NA
BIHAR,SAHARSA,PATARGHAT,NA,NA,NA,NA
BIHAR,SAHARSA,SALAKHUA,NA,NA,NA,NA
BIHAR,SAHARSA,SATTAR KATAIYA,NA,NA,NA,NA
BIHAR,SAHARSA,SAUR BAZAR,NA,NA,NA,NA
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,NA,NA,NA,NA
BIHAR,SAHARSA,SONBARSA,NA,NA,NA,NA
BIHAR,SAHEBGANJ,BARHAIT,0,474,0,474
BIHAR,SAHEBGANJ,BARHARWA,0,194,0,194
BIHAR,SAHEBGANJ,BORIO,4,412,0,416
BIHAR,SAHEBGANJ,MANDRO,0,39,0,39
BIHAR,SAHEBGANJ,PATHNA,0,460,0,460
BIHAR,SAHEBGANJ,RAJMAHAL,0,439,0,439
BIHAR,SAHEBGANJ,SAHEBGANJ,0,7,0,7
BIHAR,SAHEBGANJ,TALJHARI,0,354,0,354
BIHAR,SAHEBGANJ,UDHUWA,2,230,2,234
BIHAR,SAMASTIPUR,BIBHUTIPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,BITHAN,0,0,1,1
BIHAR,SAMASTIPUR,DALSINGHSARAI,NA,NA,NA,NA
BIHAR,SAMASTIPUR,HASANPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KALYANPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KHANPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHANPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MORWA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,PATORI,1,0,0,1
BIHAR,SAMASTIPUR,PUSA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,ROSERA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SAMASTIPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SARAIRANJAN,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SHIWAJINAGAR,2,3,0,5
BIHAR,SAMASTIPUR,SINGHIYA,0,0,1,1
BIHAR,SAMASTIPUR,TAJPUR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,UJIARPUR,1,0,0,1
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,NA,NA,NA,NA
BIHAR,SAMASTIPUR,WARISNAGAR,NA,NA,NA,NA
BIHAR,SARAN,AMNOUR,NA,NA,NA,NA
BIHAR,SARAN,BANIAPUR,NA,NA,NA,NA
BIHAR,SARAN,CHAPRA,NA,NA,NA,NA
BIHAR,SARAN,DARIYAPUR,0,2,0,2
BIHAR,SARAN,DIGHWARA,NA,NA,NA,NA
BIHAR,SARAN,EKMA,32,1,0,33
BIHAR,SARAN,GARKHA,NA,NA,NA,NA
BIHAR,SARAN,ISUAPUR,NA,NA,NA,NA
BIHAR,SARAN,JALALPUR,0,23,0,23
BIHAR,SARAN,LAHLADPUR JANTA BAZA,NA,NA,NA,NA
BIHAR,SARAN,MAKER,NA,NA,NA,NA
BIHAR,SARAN,MANJHI,NA,NA,NA,NA
BIHAR,SARAN,MARHAURA,NA,NA,NA,NA
BIHAR,SARAN,MASARAKH,NA,NA,NA,NA
BIHAR,SARAN,NAGRA,NA,NA,NA,NA
BIHAR,SARAN,PANAPUR,NA,NA,NA,NA
BIHAR,SARAN,PARSA,NA,NA,NA,NA
BIHAR,SARAN,RIVILGANJ,NA,NA,NA,NA
BIHAR,SARAN,SONEPUR,NA,NA,NA,NA
BIHAR,SARAN,TARAIYA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,ARIARI,0,162,0,162
BIHAR,SHEIKHPURA,BARBIGHA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,CHEBARA,3,141,0,144
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,0,8,0,8
BIHAR,SHEIKHPURA,SHEIKHPURA,4,114,0,118
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,13,10,0,23
BIHAR,SHEOHAR,DUMARI KATSARI,NA,NA,NA,NA
BIHAR,SHEOHAR,PIPRAHI,0,9,0,9
BIHAR,SHEOHAR,PURNAHIA,NA,NA,NA,NA
BIHAR,SHEOHAR,SHEOHAR,NA,NA,NA,NA
BIHAR,SHEOHAR,TARIYANI,0,3,0,3
BIHAR,SINGHBHUM EAST,BAHARAGORA,2,63,0,65
BIHAR,SINGHBHUM EAST,CHAKULIA,0,137,0,137
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,8,265,0,273
BIHAR,SINGHBHUM EAST,DUMARIA,3,65,0,68
BIHAR,SINGHBHUM EAST,GHATSHILA,11,207,0,218
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,0,68,0,68
BIHAR,SINGHBHUM EAST,MUSABANI,0,149,0,149
BIHAR,SINGHBHUM EAST,PATAMDA,3,136,0,139
BIHAR,SINGHBHUM EAST,POTKA,98,326,0,424
BIHAR,SINGHBHUM WEST,BANDGAON,1,47,27,75
BIHAR,SINGHBHUM WEST,CHAIBASA,10,290,0,300
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,15,84,0,99
BIHAR,SINGHBHUM WEST,CHANDIL,30,68,0,98
BIHAR,SINGHBHUM WEST,GELKERA,5,59,0,64
BIHAR,SINGHBHUM WEST,GUNHARIA,6,166,0,172
BIHAR,SINGHBHUM WEST,ICHAGANHI,17,431,0,448
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,430,1,431
BIHAR,SINGHBHUM WEST,JHINIKPANI,1,118,0,119
BIHAR,SINGHBHUM WEST,KHANSOWAN,60,267,0,327
BIHAR,SINGHBHUM WEST,KHUNTPANI,30,197,0,227
BIHAR,SINGHBHUM WEST,KUCHAI,5,191,0,196
BIHAR,SINGHBHUM WEST,KUMARDUNGI,1,359,24,384
BIHAR,SINGHBHUM WEST,MAJHGAON,6,106,0,112
BIHAR,SINGHBHUM WEST,MANJHARI,0,126,0,126
BIHAR,SINGHBHUM WEST,MANOHARPUR,12,331,0,343
BIHAR,SINGHBHUM WEST,NIMDIH,0,39,0,39
BIHAR,SINGHBHUM WEST,NOAMUNDI,0,139,0,139
BIHAR,SINGHBHUM WEST,RAJNAGAR,0,211,0,211
BIHAR,SINGHBHUM WEST,SARAIKELA,0,239,1,240
BIHAR,SINGHBHUM WEST,SONUA,3,14,0,17
BIHAR,SINGHBHUM WEST,TANTNAGAR,5,61,0,66
BIHAR,SINGHBHUM WEST,TONTO,47,86,0,133
BIHAR,SITAMARHI,BAIRBANJYA,NA,NA,NA,NA
BIHAR,SITAMARHI,BAJAPATTI,NA,NA,NA,NA
BIHAR,SITAMARHI,BATHNAHA,4,6,0,10
BIHAR,SITAMARHI,BELSAND,NA,NA,NA,NA
BIHAR,SITAMARHI,BOKHARA,NA,NA,NA,NA
BIHAR,SITAMARHI,CHURAUT,NA,NA,NA,NA
BIHAR,SITAMARHI,DUMRA,NA,NA,NA,NA
BIHAR,SITAMARHI,MEJARGANJ,1,0,0,1
BIHAR,SITAMARHI,NANPUR,NA,NA,NA,NA
BIHAR,SITAMARHI,PARIHAR,NA,NA,NA,NA
BIHAR,SITAMARHI,PARSAUNI,NA,NA,NA,NA
BIHAR,SITAMARHI,PUPARI,NA,NA,NA,NA
BIHAR,SITAMARHI,RIGA,NA,NA,NA,NA
BIHAR,SITAMARHI,RUNISAIDPUR,NA,NA,NA,NA
BIHAR,SITAMARHI,SONBARSA,2,12,0,14
BIHAR,SITAMARHI,SUPPI,NA,NA,NA,NA
BIHAR,SITAMARHI,SURSAND,0,2,0,2
BIHAR,SIWAN,ANDAR,NA,NA,NA,NA
BIHAR,SIWAN,BARHARIA,1,2,0,3
BIHAR,SIWAN,BASANTPUR,NA,NA,NA,NA
BIHAR,SIWAN,BHAGWANPUR GHAT,NA,NA,NA,NA
BIHAR,SIWAN,DARAULI,1,0,0,1
BIHAR,SIWAN,DARAUNDHA,NA,NA,NA,NA
BIHAR,SIWAN,GORAIKOTHI,0,1,0,1
BIHAR,SIWAN,GUTHANI,NA,NA,NA,NA
BIHAR,SIWAN,HUSSAINGANJ,1,2,0,3
BIHAR,SIWAN,LAKRI NABIGANJ,NA,NA,NA,NA
BIHAR,SIWAN,MAHRAJGANJ,NA,NA,NA,NA
BIHAR,SIWAN,MAIRWA,NA,NA,NA,NA
BIHAR,SIWAN,PACHRUKHI,NA,NA,NA,NA
BIHAR,SIWAN,RAGHUNATHPUR,NA,NA,NA,NA
BIHAR,SIWAN,SISWAN,NA,NA,NA,NA
BIHAR,SIWAN,SIWAN,NA,NA,NA,NA
BIHAR,SUPAUL,BASANTPUR,0,2,0,2
BIHAR,SUPAUL,CHHATAPUR,NA,NA,NA,NA
BIHAR,SUPAUL,KISHANPUR,NA,NA,NA,NA
BIHAR,SUPAUL,MARAUNA,NA,NA,NA,NA
BIHAR,SUPAUL,NIRMALI,NA,NA,NA,NA
BIHAR,SUPAUL,PIPRA,NA,NA,NA,NA
BIHAR,SUPAUL,PRATAPGANJ,NA,NA,NA,NA
BIHAR,SUPAUL,RAGHOPUR,NA,NA,NA,NA
BIHAR,SUPAUL,SARAIGARH,NA,NA,NA,NA
BIHAR,SUPAUL,SUPAUL,NA,NA,NA,NA
BIHAR,SUPAUL,TRIBANIGANJ,NA,NA,NA,NA
BIHAR,VAISHALI,BHAGWANPUR,NA,NA,NA,NA
BIHAR,VAISHALI,BIDUPUR,0,4,0,4
BIHAR,VAISHALI,CHEHRALALA,NA,NA,NA,NA
BIHAR,VAISHALI,GORAUL,NA,NA,NA,NA
BIHAR,VAISHALI,HAJIPUR,NA,NA,NA,NA
BIHAR,VAISHALI,JANDAHA,NA,NA,NA,NA
BIHAR,VAISHALI,LALGANJ,NA,NA,NA,NA
BIHAR,VAISHALI,MAHNAR,NA,NA,NA,NA
BIHAR,VAISHALI,MAHUA,NA,NA,NA,NA
BIHAR,VAISHALI,PATEHRIBELSAR,NA,NA,NA,NA
BIHAR,VAISHALI,PATEPUR,NA,NA,NA,NA
BIHAR,VAISHALI,PREMRAJ,NA,NA,NA,NA
BIHAR,VAISHALI,RAGHOPUR,NA,NA,NA,NA
BIHAR,VAISHALI,RAJAPAKAR,NA,NA,NA,NA
BIHAR,VAISHALI,SAHDAI BUZURG,0,1,0,1
BIHAR,VAISHALI,VAISHALI,2,0,0,2
GOA,NORTH GOA,BARDEZ,0,680,0,680
GOA,NORTH GOA,BICHOLIM,0,209,0,209
GOA,NORTH GOA,PERNEM,2,167,0,169
GOA,NORTH GOA,PONDA,113,929,1,1043
GOA,NORTH GOA,SATARI,1,177,1,179
GOA,NORTH GOA,TISWADI,0,162,0,162
GOA,SOUTH GOA,CANACONA,0,289,0,289
GOA,SOUTH GOA,MORMUGAO,0,13,0,13
GOA,SOUTH GOA,QUEPEM,11,77,0,88
GOA,SOUTH GOA,SALCETE,4,99,0,103
GOA,SOUTH GOA,SANGUEM,11,230,0,241
GUJARAT,,,NA,NA,NA,NA
HARYANA,AMBALA,AMBALA,27,371,0,398
HARYANA,AMBALA,BARARA,NA,NA,NA,NA
HARYANA,AMBALA,BARWALA,NA,NA,NA,NA
HARYANA,AMBALA,NARAINGARH,1,0,0,1
HARYANA,AMBALA,RAIPUR RANI,NA,NA,NA,NA
HARYANA,BHIWANI,BADHRA,NA,NA,NA,NA
HARYANA,BHIWANI,BAWANI KHERA,NA,NA,NA,NA
HARYANA,BHIWANI,BHIWANI KHERA,19,41,0,60
HARYANA,BHIWANI,DADRI,NA,NA,NA,NA
HARYANA,BHIWANI,DADRI-II,NA,NA,NA,NA
HARYANA,BHIWANI,LOHARU,NA,NA,NA,NA
HARYANA,BHIWANI,TOSHAM,NA,NA,NA,NA
HARYANA,FARIDABAD,BALLABHGARH,0,1,0,1
HARYANA,FARIDABAD,FARIDABAD,NA,NA,NA,NA
HARYANA,FARIDABAD,HATHIN,NA,NA,NA,NA
HARYANA,FARIDABAD,HODAL,NA,NA,NA,NA
HARYANA,FARIDABAD,PALWAL,NA,NA,NA,NA
HARYANA,GURGAON,FARUKH NAGAR,NA,NA,NA,NA
HARYANA,GURGAON,FEROZEPUR JHARIKA,0,16,0,16
HARYANA,GURGAON,GURGAON,NA,NA,NA,NA
HARYANA,GURGAON,NAGINA,NA,NA,NA,NA
HARYANA,GURGAON,NUH,NA,NA,NA,NA
HARYANA,GURGAON,PATAUDI,NA,NA,NA,NA
HARYANA,GURGAON,PUNHANA,NA,NA,NA,NA
HARYANA,GURGAON,SOHNA,NA,NA,NA,NA
HARYANA,GURGAON,THORU,NA,NA,NA,NA
HARYANA,HISAR,ADAMPUR,NA,NA,NA,NA
HARYANA,HISAR,FATEHABAD,NA,NA,NA,NA
HARYANA,HISAR,HANSI I,NA,NA,NA,NA
HARYANA,HISAR,HISAR I,NA,NA,NA,NA
HARYANA,HISAR,NARNAUND,NA,NA,NA,NA
HARYANA,HISAR,RATIA,NA,NA,NA,NA
HARYANA,HISAR,SIWANI,NA,NA,NA,NA
HARYANA,HISAR,TOHANA,NA,NA,NA,NA
HARYANA,JIND,ALEWA,NA,NA,NA,NA
HARYANA,JIND,JIND,NA,NA,NA,NA
HARYANA,JIND,JULANA,NA,NA,NA,NA
HARYANA,JIND,NARWANA,NA,NA,NA,NA
HARYANA,JIND,PILLUKHERA,NA,NA,NA,NA
HARYANA,JIND,SAFIDON,NA,NA,NA,NA
HARYANA,JIND,UCHANA,NA,NA,NA,NA
HARYANA,KAITHAL,GUHALA,NA,NA,NA,NA
HARYANA,KAITHAL,KAITHAL,NA,NA,NA,NA
HARYANA,KARNAL,ASANDH,NA,NA,NA,NA
HARYANA,KARNAL,GHARAUNDA,NA,NA,NA,NA
HARYANA,KARNAL,INDRI,NA,NA,NA,NA
HARYANA,KARNAL,KARNAL,NA,NA,NA,NA
HARYANA,KARNAL,NILOKHERI,NA,NA,NA,NA
HARYANA,KURUKSHETRA,BABAIN,NA,NA,NA,NA
HARYANA,KURUKSHETRA,LADWA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,PEHOWA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,SHAHBAD,NA,NA,NA,NA
HARYANA,KURUKSHETRA,THANESAR,7,17,0,24
HARYANA,MEHANDERGARH,ARELI,NA,NA,NA,NA
HARYANA,MEHANDERGARH,MAHENDERGARH,NA,NA,NA,NA
HARYANA,MEHANDERGARH,NANGAL CHAUDHARY,NA,NA,NA,NA
HARYANA,MEHANDERGARH,NARNAUL,NA,NA,NA,NA
HARYANA,PANCHKULA,KALKA,0,2,0,2
HARYANA,PANCHKULA,PANCHKULA,2,6,0,8
HARYANA,PANIPAT,BAPAULI,NA,NA,NA,NA
HARYANA,PANIPAT,ISRANA,NA,NA,NA,NA
HARYANA,PANIPAT,MADLAUDA,NA,NA,NA,NA
HARYANA,PANIPAT,PANIPAT,NA,NA,NA,NA
HARYANA,PANIPAT,SMALKHA,NA,NA,NA,NA
HARYANA,RIWARI,BAWAL,NA,NA,NA,NA
HARYANA,RIWARI,NAHAR,NA,NA,NA,NA
HARYANA,RIWARI,RIWARI,NA,NA,NA,NA
HARYANA,ROHTAK,BAHADURGARH,NA,NA,NA,NA
HARYANA,ROHTAK,BERI,NA,NA,NA,NA
HARYANA,ROHTAK,JHAJJAR,NA,NA,NA,NA
HARYANA,ROHTAK,KALANAUR,NA,NA,NA,NA
HARYANA,ROHTAK,LAKHAN MAJRA,NA,NA,NA,NA
HARYANA,ROHTAK,MATANHAIL,NA,NA,NA,NA
HARYANA,ROHTAK,MEHAM,NA,NA,NA,NA
HARYANA,ROHTAK,ROHTAK,NA,NA,NA,NA
HARYANA,ROHTAK,SAHLAWAS,NA,NA,NA,NA
HARYANA,ROHTAK,SAMPLA,NA,NA,NA,NA
HARYANA,SIRSA,BARAGUDHA,NA,NA,NA,NA
HARYANA,SIRSA,DABWALI,NA,NA,NA,NA
HARYANA,SIRSA,ELLENABAD,NA,NA,NA,NA
HARYANA,SIRSA,NATHUSARI CHOPTA,NA,NA,NA,NA
HARYANA,SIRSA,ODHAN,NA,NA,NA,NA
HARYANA,SIRSA,RANIA,NA,NA,NA,NA
HARYANA,SIRSA,SIRSA,NA,NA,NA,NA
HARYANA,SONIPAT,GANAUR,NA,NA,NA,NA
HARYANA,SONIPAT,GOHANA,NA,NA,NA,NA
HARYANA,SONIPAT,KATHURA,NA,NA,NA,NA
HARYANA,SONIPAT,KHARKHODA,NA,NA,NA,NA
HARYANA,SONIPAT,MUNDLANA,NA,NA,NA,NA
HARYANA,SONIPAT,RIE,NA,NA,NA,NA
HARYANA,SONIPAT,SONIPAT,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,AMBALA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,BILASPUR,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,CHHACHHROLI,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,JAGADARI,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,RADOUR,NA,NA,NA,NA
