-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its type for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.5.csv"
}
-----
State,District,Block,Flow schemes - Storage,Flow schemes - Permanent Diversion,Flow schemes - Temporary Diversion,Flow schemes - Water Circulation,Total
BIHAR,CHATRA,CHATRA,201,64,36,79,380
BIHAR,CHATRA,GIDDHAUR,52,0,0,24,76
BIHAR,CHATRA,HUNTERGANJ,549,19,8,8,584
BIHAR,CHATRA,ITKHORI,368,31,0,93,492
BIHAR,CHATRA,KUNDA,145,1,0,2,148
BIHAR,CHATRA,LAVALONG,31,2,0,49,82
BIHAR,CHATRA,PATTHERGARHA,22,7,0,1,30
BIHAR,CHATRA,PRATAP PUR,277,23,6,50,356
BIHAR,CHATRA,SEMARIA,29,3,7,38,77
BIHAR,CHATRA,TANDAWA,43,1,0,0,44
BIHAR,DARBHANGA,AUNAGAR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHADURPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHERI,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BENIPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BIRAUL,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,DARBHANGA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GORA BOURAM,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,HAYAGHAT,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,JALE,85,0,0,0,85
BIHAR,DARBHANGA,KEOTI(RANWAY),NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KIRATPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,MANIGACHHI,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,SINGHWARA,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,DEOGHAR,401,9,7,99,516
BIHAR,DEOGHAR,DEVIPUR,261,239,5,0,505
BIHAR,DEOGHAR,KARON,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,MADHUPUR,113,27,19,1,160
BIHAR,DEOGHAR,MOHANPUR,277,112,22,16,427
BIHAR,DEOGHAR,PALAJORI,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,SARATH,285,30,8,46,369
BIHAR,DEOGHAR,SARWAN,186,39,43,189,457
BIHAR,DHANBAD,BAGHMARA,10,9,0,0,19
BIHAR,DHANBAD,BALIAPUR,105,18,3,1,127
BIHAR,DHANBAD,DHANBAD,23,0,0,0,23
BIHAR,DHANBAD,GOBINDPUR,43,16,0,0,59
BIHAR,DHANBAD,JHARIA,NA,NA,NA,NA,NA
BIHAR,DHANBAD,NIRSA,196,14,0,41,251
BIHAR,DHANBAD,TOPCHACHI,74,7,0,12,93
BIHAR,DHANBAD,TUNDI,125,149,1,15,290
BIHAR,DUMKA,DUMKA,13,24,1,0,38
BIHAR,DUMKA,GOPIKANDAR,361,15,4,2,382
BIHAR,DUMKA,JAMA,181,23,17,9,230
BIHAR,DUMKA,JAMTARA,270,64,1,155,490
BIHAR,DUMKA,JARMUNDI,75,6,1,19,101
BIHAR,DUMKA,KATHIKUND,185,30,0,0,215
BIHAR,DUMKA,KUNDHIT,812,61,7,790,1670
BIHAR,DUMKA,MASALIA,736,8,2,9,755
BIHAR,DUMKA,NALA,1961,66,0,118,2145
BIHAR,DUMKA,NARAYANPUR,428,14,0,58,500
BIHAR,DUMKA,RAMGARH,78,25,4,1,108
BIHAR,DUMKA,RANESHWAR,997,43,4,34,1078
BIHAR,DUMKA,SARAIYAHAT,280,27,0,93,400
BIHAR,DUMKA,SHIKARIPARA,752,2,101,17,872
BIHAR,GARHWA,BHANDARIA,57,18,0,5,80
BIHAR,GARHWA,BHAWNATHPUR,108,54,1,27,190
BIHAR,GARHWA,CHIRIA,112,0,0,1,113
BIHAR,GARHWA,DANDAI,82,35,0,0,117
BIHAR,GARHWA,DHURKI,78,43,2,39,162
BIHAR,GARHWA,GARHWA,535,83,2,0,620
BIHAR,GARHWA,KHARAUNDHI,64,10,0,1,75
BIHAR,GARHWA,MAJHIAURA,289,41,2,33,365
BIHAR,GARHWA,MEVAL,191,20,3,0,214
BIHAR,GARHWA,NAYARKTARI,99,0,0,0,99
BIHAR,GARHWA,RAMIA,233,23,1,1,258
BIHAR,GARHWA,RAMKANDA,70,3,0,0,73
BIHAR,GARHWA,RANKA,319,14,1,7,341
BIHAR,GAYA,AMAS,100,38,0,71,209
BIHAR,GAYA,ATARI,221,1,1,25,248
BIHAR,GAYA,BANROYBAZAR,156,0,0,0,156
BIHAR,GAYA,BARACHATTI,68,47,1,128,244
BIHAR,GAYA,BELAGANJ,237,108,31,8,384
BIHAR,GAYA,BODHGAYA,95,2,1,96,194
BIHAR,GAYA,DOBBI,149,14,4,23,190
BIHAR,GAYA,DUMARIA,365,33,0,38,436
BIHAR,GAYA,FETHPUR,520,209,9,56,794
BIHAR,GAYA,GARARU,225,18,17,3,263
BIHAR,GAYA,GAYA SADAR,155,3,17,13,188
BIHAR,GAYA,GURUA,439,17,3,74,533
BIHAR,GAYA,IMAMGANJ,559,106,3,99,767
BIHAR,GAYA,KHIZIRSORAI,207,34,11,18,270
BIHAR,GAYA,KONCH,314,51,34,24,423
BIHAR,GAYA,MANPUR,172,32,1,27,232
BIHAR,GAYA,MOHANPUR,222,3,7,161,393
BIHAR,GAYA,NIMCHAK BATHANI,246,0,0,0,246
BIHAR,GAYA,PARAIYA,124,41,12,3,180
BIHAR,GAYA,SHERGHATI,284,16,0,9,309
BIHAR,GAYA,TANKUPPA,418,9,5,7,439
BIHAR,GAYA,TEKARI,173,74,9,68,324
BIHAR,GAYA,WAZGANJ,635,62,6,50,753
BIHAR,GIRIDIH,BAGODAR,87,129,16,1,233
BIHAR,GIRIDIH,BENGABAD,139,68,13,17,237
BIHAR,GIRIDIH,BIRNI,107,69,0,13,189
BIHAR,GIRIDIH,DEORI,259,5,0,25,289
BIHAR,GIRIDIH,DYMIR,95,35,2,23,155
BIHAR,GIRIDIH,GANDEY,46,143,1,2,192
BIHAR,GIRIDIH,GAWAN,123,36,5,3,167
BIHAR,GIRIDIH,GIRIDIH,1,0,0,0,1
BIHAR,GIRIDIH,JAMYA,453,68,0,32,553
BIHAR,GIRIDIH,PIRTANR,127,72,1,33,233
BIHAR,GIRIDIH,RAJ DHANWAR,240,36,0,3,279
BIHAR,GIRIDIH,TISRI,127,15,0,1,143
BIHAR,GODDA,BOARIJORE,133,26,8,8,175
BIHAR,GODDA,GODDA,307,27,8,30,372
BIHAR,GODDA,MAHAGAMA,310,6,5,24,345
BIHAR,GODDA,MEHARWAN,172,1,2,53,228
BIHAR,GODDA,PATHARGAMA,244,81,51,41,417
BIHAR,GODDA,PORAIYHAT,NA,NA,NA,NA,NA
BIHAR,GODDA,SUNDAR PAHARI,57,28,0,0,85
BIHAR,GODDA,THAKUR BANGTI,6,35,2,18,61
BIHAR,GOPALGANJ,BAIKUNTHPUR,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BARAULI,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BHOREY,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BIJAIPUR,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,GOPALGANJ,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,HATHUA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KATAIYA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KUCHAIKOTE,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,MANJHA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PHULWARIYA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PUNCHDEORI,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,SIDHWALIA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,THAWE,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,UCHKAGAON,NA,NA,NA,NA,NA
BIHAR,GUMLA,BALBA,25,0,0,2,27
BIHAR,GUMLA,BANO,8,0,1,0,9
BIHAR,GUMLA,BASIA,NA,NA,NA,NA,NA
BIHAR,GUMLA,BHARNO,2,26,0,4,32
BIHAR,GUMLA,BISHUNPUR,4,23,3,4,34
BIHAR,GUMLA,CHAINPUR,0,36,16,0,52
BIHAR,GUMLA,DUMRI,7,1,0,0,8
BIHAR,GUMLA,GHAGHRA,14,9,6,0,29
BIHAR,GUMLA,GUMLA,1,0,4,0,5
BIHAR,GUMLA,JALDEGA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KANIDARA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KOLUBIRA,8,6,0,7,21
BIHAR,GUMLA,KURDEG,5,0,0,16,21
BIHAR,GUMLA,PALKOT,4,4,1,0,9
BIHAR,GUMLA,RAIDIH,5,0,0,0,5
BIHAR,GUMLA,SIMDEGA,8,1,0,0,9
BIHAR,GUMLA,SISAI,NA,NA,NA,NA,NA
BIHAR,GUMLA,THETHAITANGA,10,1,0,0,11
BIHAR,HAZARIBAG,BARHI,49,18,3,7,77
BIHAR,HAZARIBAG,BARKAGAON,0,4,0,0,4
BIHAR,HAZARIBAG,BARKATTHA,0,1,0,0,1
BIHAR,HAZARIBAG,BISHNUGARH,0,6,0,0,6
BIHAR,HAZARIBAG,CHAUPARAN,135,49,0,46,230
BIHAR,HAZARIBAG,CHURCHU,12,0,0,0,12
BIHAR,HAZARIBAG,GOLA,0,8,2,0,10
BIHAR,HAZARIBAG,HAZARIBAGH,41,7,1,0,49
BIHAR,HAZARIBAG,ICHAK,2,0,0,1,3
BIHAR,HAZARIBAG,KATKAMSANDI,2,0,0,3,5
BIHAR,HAZARIBAG,KEREDARI,14,0,0,3,17
BIHAR,HAZARIBAG,MANDY,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,PADMA,49,2,0,0,51
BIHAR,HAZARIBAG,PATRATU,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,RAMGARH,NA,NA,NA,NA,NA
BIHAR,JAMUI,ALIGANJ,135,2,21,28,186
BIHAR,JAMUI,BARHAT,9,25,2,0,36
BIHAR,JAMUI,CHAKAI,230,76,1,52,359
BIHAR,JAMUI,GIDHOUR,56,0,3,4,63
BIHAR,JAMUI,JAMUI,256,48,18,20,342
BIHAR,JAMUI,JHAJHA,42,12,57,1,112
BIHAR,JAMUI,KHAIRA,46,17,5,3,71
BIHAR,JAMUI,LAKSHMIPUR,83,33,14,0,130
BIHAR,JAMUI,SIKANDRA,225,15,0,32,272
BIHAR,JAMUI,SONO,337,41,3,8,389
BIHAR,JEHANABAD,ARWAL,22,22,0,0,44
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,GHOSI,49,11,3,0,63
BIHAR,JEHANABAD,JEHANABAD,102,0,5,2,109
BIHAR,JEHANABAD,KAKU,12,0,1,0,13
BIHAR,JEHANABAD,KALEV,12,9,15,1,37
BIHAR,JEHANABAD,KARPI,42,4,1,0,47
BIHAR,JEHANABAD,KURTHA,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,MAKHDOMPUR,158,14,26,12,210
BIHAR,JEHANABAD,RATNI FARIDPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AMDABAET,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AZAMNAGAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BALRAMPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BANPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARSOI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,DANDKHORA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,FALKA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,HASANGANJ,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KADWA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KATIHAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KORHA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KURSELA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANIHARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANSHAHI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,SAMELI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,ALAULI,0,0,2,0,2
BIHAR,KHAGARIA,BELDAUR,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,CHAUTHAM,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,GOGRI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,KHAGARIA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,MANSI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,PARBATTA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,BAHADURGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,DHIGHATBANK,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KOCHADHAMIN,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,POTHIA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,TERHAGACHH,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,THAKURGANJ,NA,NA,NA,NA,NA
BIHAR,KODARMA,CHANDWA,17,41,0,0,58
BIHAR,KODARMA,JAINAGAR,NA,NA,NA,NA,NA
BIHAR,KODARMA,KODARAMA,44,12,5,3,64
BIHAR,KODARMA,MARKACHO,62,71,0,2,135
BIHAR,KODARMA,SATGAWAN,39,15,2,0,56
BIHAR,LAKHISARAI,BARAHIYA,NA,NA,NA,NA,NA
BIHAR,LAKHISARAI,HALSI,28,0,0,0,28
BIHAR,LAKHISARAI,LOKHISARAI,122,3,2,0,127
BIHAR,LAKHISARAI,PIPARIA,4,0,0,0,4
BIHAR,LAKHISARAI,SURAJGARA,74,13,0,21,108
BIHAR,LOHARDAGA,BHANDRA,34,0,27,0,61
BIHAR,LOHARDAGA,KISKO,1,0,66,0,67
BIHAR,LOHARDAGA,KURU,2,0,0,0,2
BIHAR,LOHARDAGA,LOHARDAGA,NA,NA,NA,NA,NA
BIHAR,LOHARDAGA,SENHA,31,28,0,1,60
BIHAR,MADHEPURA,ALAMNAGAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,BIHARIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,CHAUSA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,GAWALPARA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,KUMAR KHAND,0,3,0,0,3
BIHAR,MADHEPURA,MADHEPURA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,MURLIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,PURAINI,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SHANKERPUR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SINGHESWAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,ANDHARADATHI,7,3,3,2,15
BIHAR,MADHUBANI,BABUBARHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,BASOPATTI,65,0,6,0,71
BIHAR,MADHUBANI,BENIPATTI,3,0,1,0,4
BIHAR,MADHUBANI,BISFI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,GHOGARDIHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,HARLAKHI,1,0,0,3,4
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,1,1,0,0,2
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,0,5,0,0,5
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,277,2,8,21,308
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,1,6,105,0,112
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,2,0,51,0,53
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,2,0,0,0,2
BIHAR,MUZAFFARPUR,BOCHAHA,1,0,0,0,1
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,1,0,0,0,1
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,4,0,0,0,4
BIHAR,NALANDA,BEN,23,3,0,0,26
BIHAR,NALANDA,BIHARSARIF,0,4,0,0,4
BIHAR,NALANDA,BIND,7,0,1,0,8
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,23,13,5,16,57
BIHAR,NALANDA,GIRIAK,19,9,0,3,31
BIHAR,NALANDA,HARNAUT,11,0,0,0,11
BIHAR,NALANDA,HILSA,2,15,55,4,76
BIHAR,NALANDA,ISLAMPUR,24,16,26,1,67
BIHAR,NALANDA,KARAI PARSURAI,18,9,8,0,35
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,17,26,15,8,66
BIHAR,NALANDA,PARWALPUR,29,30,2,1,62
BIHAR,NALANDA,RAHUI,2,2,9,0,13
BIHAR,NALANDA,RAJGIR,26,2,0,3,31
BIHAR,NALANDA,SARMERA,0,5,0,0,5
BIHAR,NALANDA,SILAO,0,0,29,0,29
BIHAR,NALANDA,THARTHARI,0,1,6,0,7
BIHAR,NAWADA,AKBARPUR,321,55,5,32,413
BIHAR,NAWADA,GOBINDPUR,223,15,5,6,249
BIHAR,NAWADA,HISUA,26,0,0,1,27
BIHAR,NAWADA,KANWAKOL,243,17,0,24,284
BIHAR,NAWADA,KASHICHOK,30,31,8,0,69
BIHAR,NAWADA,MESKAUR,180,48,0,149,377
BIHAR,NAWADA,NARDIGANJ,84,0,1,0,85
BIHAR,NAWADA,NARHAT,54,2,0,21,77
BIHAR,NAWADA,NAWADA,150,9,24,0,183
BIHAR,NAWADA,PAKRIWARAMA,192,60,10,25,287
BIHAR,NAWADA,RAJANLI,99,26,2,2,129
BIHAR,NAWADA,ROH,283,17,3,20,323
BIHAR,NAWADA,SIRDOLA,295,13,6,30,344
BIHAR,NAWADA,WARSHALAGANJ,102,36,18,1,157
BIHAR,PAKUR,AMRAPARA,288,3,0,12,303
BIHAR,PAKUR,HIRANPUR,383,32,2,34,451
BIHAR,PAKUR,LITIPARA,348,53,1,161,563
BIHAR,PAKUR,MAHESHPUR,1192,4,6,0,1202
BIHAR,PAKUR,PAKUR,142,0,0,0,142
BIHAR,PAKUR,PAKURIA,502,20,8,41,571
BIHAR,PALAMU,BALUMATH,597,31,0,36,664
BIHAR,PALAMU,BARWADIH,219,82,2,4,307
BIHAR,PALAMU,BISHRAMPUR,799,185,6,60,1050
BIHAR,PALAMU,CHAINPUR,782,44,20,114,960
BIHAR,PALAMU,CHANDWA,78,6,1,19,104
BIHAR,PALAMU,CHHALAPUR,767,98,6,0,871
BIHAR,PALAMU,DALTENGANJ,39,61,9,0,109
BIHAR,PALAMU,GARU,263,1,20,2,286
BIHAR,PALAMU,HARIHARGANJ,191,16,12,4,223
BIHAR,PALAMU,HUSAINABAD,441,31,2,17,491
BIHAR,PALAMU,LATEHAR,803,3,13,13,832
BIHAR,PALAMU,LESTIGANJ,466,22,1,5,494
BIHAR,PALAMU,MAHUADANR,61,53,0,5,119
BIHAR,PALAMU,MANATU,501,116,0,0,617
BIHAR,PALAMU,MANIKA,360,2,0,143,505
BIHAR,PALAMU,PANKI,463,56,0,13,532
BIHAR,PALAMU,PATAN,862,47,3,51,963
BIHAR,PALAMU,SATWARWH,102,39,0,1,142
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,4,33,0,0,37
BIHAR,PATNA,BIKRAM,0,0,0,2,2
BIHAR,PATNA,DANAPUR,0,1,0,0,1
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,MANER,26,0,0,2,28
BIHAR,PATNA,MASAURHI,2,0,0,0,2
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,12,2,0,0,14
BIHAR,PATNA,PALIGANJ,75,51,0,0,126
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA,NA
BIHAR,PURNIA,AMOUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAMNANKHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BARAHARAKOTHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BHAWANIPUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,DAGARUA,NA,NA,NA,NA,NA
BIHAR,PURNIA,DHAMDAHA,NA,NA,NA,NA,NA
BIHAR,PURNIA,JALALGARH,NA,NA,NA,NA,NA
BIHAR,PURNIA,KASBA,NA,NA,NA,NA,NA
BIHAR,PURNIA,KRITYANANDNAGAR,NA,NA,NA,NA,NA
BIHAR,PURNIA,PURNIA EAST,17,33,0,0,50
BIHAR,PURNIA,RUPAULI,NA,NA,NA,NA,NA
BIHAR,PURNIA,SOINAGAR,NA,NA,NA,NA,NA
BIHAR,RANCHI,ANGARA,19,7,0,21,47
BIHAR,RANCHI,ARKI,15,5,0,0,20
BIHAR,RANCHI,BERO,1,0,0,1,2
BIHAR,RANCHI,BUNDU,NA,NA,NA,NA,NA
BIHAR,RANCHI,BURMU,0,1,0,0,1
BIHAR,RANCHI,CHANHO,2,7,0,0,9
BIHAR,RANCHI,KANKE,NA,NA,NA,NA,NA
BIHAR,RANCHI,KARRA,1,159,0,0,160
BIHAR,RANCHI,KHUNTI,1,5,0,0,6
BIHAR,RANCHI,LAPUNG,0,8,0,0,8
BIHAR,RANCHI,MANDAR,3,0,0,0,3
BIHAR,RANCHI,MURHU,16,5,0,0,21
BIHAR,RANCHI,NAMKUM,17,0,0,2,19
BIHAR,RANCHI,ORMANJI,NA,NA,NA,NA,NA
BIHAR,RANCHI,RANIA,1,0,0,0,1
BIHAR,RANCHI,RATU,43,21,1,9,74
BIHAR,RANCHI,SILLI,50,1,3,6,60
BIHAR,RANCHI,SONAHATU,112,45,0,24,181
BIHAR,RANCHI,TAMAR,0,2,0,0,2
BIHAR,RANCHI,TORPA,0,10,0,0,10
BIHAR,ROHTAS,AKORHIGOLA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,BIKRAMGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,CHENARI,131,2,3,0,136
BIHAR,ROHTAS,DAWATH,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DEHRI,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DINARA,0,7,0,0,7
BIHAR,ROHTAS,KARAKAT,5,23,0,0,28
BIHAR,ROHTAS,KARGHAHAR,NA,NA,NA,NA,NA
BIHAR,ROHTAS,KUCHAI,4,0,0,0,4
BIHAR,ROHTAS,NASHRIGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,NAWHATTA,44,49,0,8,101
BIHAR,ROHTAS,NOKHA,2,0,0,0,2
BIHAR,ROHTAS,RAJPUR,NA,NA,NA,NA,NA
BIHAR,ROHTAS,ROHTAS,39,0,2,4,45
BIHAR,ROHTAS,SANJHANLI,0,1,0,0,1
BIHAR,ROHTAS,SASARAM,158,0,0,4,162
BIHAR,ROHTAS,SHEOSAGAR,179,5,0,0,184
BIHAR,ROHTAS,SURJPURA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,TELAUTHU,NA,NA,NA,NA,NA
BIHAR,SAHARSA,BANMA ITAHARI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,KAHRA,0,3,0,0,3
BIHAR,SAHARSA,MAHISHI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,NAUHATTA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,PATARGHAT,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SALAKHUA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SATTAR KATAIYA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SAUR BAZAR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SONBARSA,NA,NA,NA,NA,NA
BIHAR,SAHEBGANJ,BARHAIT,334,57,0,83,474
