-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.6.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.9.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.9.csv"
}
-----
"State","District","Block","Horse Power (0-6)","Horse Power (6 - 12)","Horse Power (12 - 18)","Horse Power (Above 18)","Total"
"BIHAR","CHAMPARAN WEST","THAKRAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","YOGAPATTI",NA,NA,NA,NA,NA
"BIHAR","CHATRA","CHATRA",NA,NA,NA,NA,NA
"BIHAR","CHATRA","GIDDHAUR",NA,NA,NA,NA,NA
"BIHAR","CHATRA","HUNTERGANJ",NA,NA,NA,NA,NA
"BIHAR","CHATRA","ITKHORI",NA,NA,NA,NA,NA
"BIHAR","CHATRA","KUNDA",NA,NA,NA,NA,NA
"BIHAR","CHATRA","LAVALONG",NA,NA,NA,NA,NA
"BIHAR","CHATRA","PATTHERGARHA",NA,NA,NA,NA,NA
"BIHAR","CHATRA","PRATAP PUR",NA,NA,NA,NA,NA
"BIHAR","CHATRA","SEMARIA",NA,NA,NA,NA,NA
"BIHAR","CHATRA","TANDAWA",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","AUNAGAR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHADURPUR",1,4,3,7,15
"BIHAR","DARBHANGA","BAHERI",0,0,3,11,14
"BIHAR","DARBHANGA","BENIPUR",0,2,1,10,13
"BIHAR","DARBHANGA","BIRAUL",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","DARBHANGA",14,5,5,5,29
"BIHAR","DARBHANGA","GHANSHYAMPUR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","GORA BOURAM",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","HAYAGHAT",1,2,4,20,27
"BIHAR","DARBHANGA","JALE",6,4,8,10,28
"BIHAR","DARBHANGA","KEOTI(RANWAY)",0,0,11,7,18
"BIHAR","DARBHANGA","KIRATPUR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KUSHESHWAR ASTHAN-EA",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",1,0,0,1,2
"BIHAR","DARBHANGA","MANIGACHHI",0,0,9,7,16
"BIHAR","DARBHANGA","SINGHWARA",0,0,12,21,33
"BIHAR","DEOGHAR","DEOGHAR",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","DEVIPUR",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","KARON",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","MADHUPUR",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","MOHANPUR",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","PALAJORI",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","SARATH",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","SARWAN",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","BAGHMARA",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","BALIAPUR",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","DHANBAD",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","GOBINDPUR",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","JHARIA",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","NIRSA",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","TOPCHACHI",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","TUNDI",NA,NA,NA,NA,NA
"BIHAR","DUMKA","DUMKA",0,1,0,0,1
"BIHAR","DUMKA","GOPIKANDAR",NA,NA,NA,NA,NA
"BIHAR","DUMKA","JAMA",NA,NA,NA,NA,NA
"BIHAR","DUMKA","JAMTARA",NA,NA,NA,NA,NA
"BIHAR","DUMKA","JARMUNDI",NA,NA,NA,NA,NA
"BIHAR","DUMKA","KATHIKUND",NA,NA,NA,NA,NA
"BIHAR","DUMKA","KUNDHIT",NA,NA,NA,NA,NA
"BIHAR","DUMKA","MASALIA",NA,NA,NA,NA,NA
"BIHAR","DUMKA","NALA",NA,NA,NA,NA,NA
"BIHAR","DUMKA","NARAYANPUR",NA,NA,NA,NA,NA
"BIHAR","DUMKA","RAMGARH",NA,NA,NA,NA,NA
"BIHAR","DUMKA","RANESHWAR",NA,NA,NA,NA,NA
"BIHAR","DUMKA","SARAIYAHAT",NA,NA,NA,NA,NA
"BIHAR","DUMKA","SHIKARIPARA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","BHANDARIA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","BHAWNATHPUR",NA,NA,NA,NA,NA
"BIHAR","GARHWA","CHIRIA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","DANDAI",NA,NA,NA,NA,NA
"BIHAR","GARHWA","DHURKI",NA,NA,NA,NA,NA
"BIHAR","GARHWA","GARHWA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","KHARAUNDHI",NA,NA,NA,NA,NA
"BIHAR","GARHWA","MAJHIAURA",11,0,0,0,11
"BIHAR","GARHWA","MEVAL",NA,NA,NA,NA,NA
"BIHAR","GARHWA","NAYARKTARI",NA,NA,NA,NA,NA
"BIHAR","GARHWA","RAMIA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","RAMKANDA",NA,NA,NA,NA,NA
"BIHAR","GARHWA","RANKA",NA,NA,NA,NA,NA
"BIHAR","GAYA","AMAS",NA,NA,NA,NA,NA
"BIHAR","GAYA","ATARI",NA,NA,NA,NA,NA
"BIHAR","GAYA","BANROYBAZAR",NA,NA,NA,NA,NA
"BIHAR","GAYA","BARACHATTI",NA,NA,NA,NA,NA
"BIHAR","GAYA","BELAGANJ",4,0,4,19,27
"BIHAR","GAYA","BODHGAYA",NA,NA,NA,NA,NA
"BIHAR","GAYA","DOBBI",NA,NA,NA,NA,NA
"BIHAR","GAYA","DUMARIA",NA,NA,NA,NA,NA
"BIHAR","GAYA","FETHPUR",NA,NA,NA,NA,NA
"BIHAR","GAYA","GARARU",NA,NA,NA,NA,NA
"BIHAR","GAYA","GAYA SADAR",1,0,0,1,2
"BIHAR","GAYA","GURUA",NA,NA,NA,NA,NA
"BIHAR","GAYA","IMAMGANJ",NA,NA,NA,NA,NA
"BIHAR","GAYA","KHIZIRSORAI",NA,NA,NA,NA,NA
"BIHAR","GAYA","KONCH",NA,NA,NA,NA,NA
"BIHAR","GAYA","MANPUR",0,1,0,0,1
"BIHAR","GAYA","MOHANPUR",NA,NA,NA,NA,NA
"BIHAR","GAYA","NIMCHAK BATHANI",NA,NA,NA,NA,NA
"BIHAR","GAYA","PARAIYA",0,0,1,0,1
"BIHAR","GAYA","SHERGHATI",2,0,0,0,2
"BIHAR","GAYA","TANKUPPA",NA,NA,NA,NA,NA
"BIHAR","GAYA","TEKARI",5,0,0,0,5
"BIHAR","GAYA","WAZGANJ",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","BAGODAR",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","BENGABAD",0,1,0,0,1
"BIHAR","GIRIDIH","BIRNI",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","DEORI",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","DYMIR",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","GANDEY",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","GAWAN",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","GIRIDIH",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","JAMYA",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","PIRTANR",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","RAJ DHANWAR",NA,NA,NA,NA,NA
"BIHAR","GIRIDIH","TISRI",NA,NA,NA,NA,NA
"BIHAR","GODDA","BOARIJORE",NA,NA,NA,NA,NA
"BIHAR","GODDA","GODDA",NA,NA,NA,NA,NA
"BIHAR","GODDA","MAHAGAMA",NA,NA,NA,NA,NA
"BIHAR","GODDA","MEHARWAN",NA,NA,NA,NA,NA
"BIHAR","GODDA","PATHARGAMA",NA,NA,NA,NA,NA
"BIHAR","GODDA","PORAIYHAT",NA,NA,NA,NA,NA
"BIHAR","GODDA","SUNDAR PAHARI",NA,NA,NA,NA,NA
"BIHAR","GODDA","THAKUR BANGTI",NA,NA,NA,NA,NA
"BIHAR","GOPALGANJ","BAIKUNTHPUR",0,3,0,0,3
"BIHAR","GOPALGANJ","BARAULI",0,0,0,2,2
"BIHAR","GOPALGANJ","BHOREY",0,0,1,2,3
"BIHAR","GOPALGANJ","BIJAIPUR",1,2,23,4,30
"BIHAR","GOPALGANJ","GOPALGANJ",0,2,5,1,8
"BIHAR","GOPALGANJ","HATHUA",8,0,3,0,11
"BIHAR","GOPALGANJ","KATAIYA",NA,NA,NA,NA,NA
"BIHAR","GOPALGANJ","KUCHAIKOTE",0,1,1,2,4
"BIHAR","GOPALGANJ","MANJHA",0,1,4,0,5
"BIHAR","GOPALGANJ","PHULWARIYA",0,1,1,4,6
"BIHAR","GOPALGANJ","PUNCHDEORI",4,0,0,0,4
"BIHAR","GOPALGANJ","SIDHWALIA",0,0,2,2,4
"BIHAR","GOPALGANJ","THAWE",0,2,8,0,10
"BIHAR","GOPALGANJ","UCHKAGAON",0,0,6,0,6
"BIHAR","GUMLA","BALBA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","BANO",NA,NA,NA,NA,NA
"BIHAR","GUMLA","BASIA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","BHARNO",NA,NA,NA,NA,NA
"BIHAR","GUMLA","BISHUNPUR",NA,NA,NA,NA,NA
"BIHAR","GUMLA","CHAINPUR",NA,NA,NA,NA,NA
"BIHAR","GUMLA","DUMRI",NA,NA,NA,NA,NA
"BIHAR","GUMLA","GHAGHRA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","GUMLA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","JALDEGA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","KANIDARA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","KOLUBIRA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","KURDEG",NA,NA,NA,NA,NA
"BIHAR","GUMLA","PALKOT",NA,NA,NA,NA,NA
"BIHAR","GUMLA","RAIDIH",NA,NA,NA,NA,NA
"BIHAR","GUMLA","SIMDEGA",NA,NA,NA,NA,NA
"BIHAR","GUMLA","SISAI",NA,NA,NA,NA,NA
"BIHAR","GUMLA","THETHAITANGA",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARHI",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKAGAON",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKATTHA",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","BISHNUGARH",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHAUPARAN",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHURCHU",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","GOLA",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","HAZARIBAGH",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","ICHAK",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","KATKAMSANDI",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","KEREDARI",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","MANDY",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","PADMA",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","PATRATU",NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG","RAMGARH",NA,NA,NA,NA,NA
"BIHAR","JAMUI","ALIGANJ",NA,NA,NA,NA,NA
"BIHAR","JAMUI","BARHAT",0,1,0,1,2
"BIHAR","JAMUI","CHAKAI",NA,NA,NA,NA,NA
"BIHAR","JAMUI","GIDHOUR",NA,NA,NA,NA,NA
"BIHAR","JAMUI","JAMUI",NA,NA,NA,NA,NA
"BIHAR","JAMUI","JHAJHA",0,2,2,0,4
"BIHAR","JAMUI","KHAIRA",NA,NA,NA,NA,NA
"BIHAR","JAMUI","LAKSHMIPUR",NA,NA,NA,NA,NA
"BIHAR","JAMUI","SIKANDRA",3,0,0,0,3
"BIHAR","JAMUI","SONO",NA,NA,NA,NA,NA
"BIHAR","JEHANABAD","ARWAL",NA,NA,NA,NA,NA
"BIHAR","JEHANABAD","BANSI SURUJPUR",NA,NA,NA,NA,NA
"BIHAR","JEHANABAD","GHOSI",NA,NA,NA,NA,NA
"BIHAR","JEHANABAD","JEHANABAD",1,0,35,2,38
"BIHAR","JEHANABAD","KAKU",0,0,3,1,4
"BIHAR","JEHANABAD","KALEV",NA,NA,NA,NA,NA
"BIHAR","JEHANABAD","KARPI",0,0,19,0,19
"BIHAR","JEHANABAD","KURTHA",3,0,1,0,4
"BIHAR","JEHANABAD","MAKHDOMPUR",1,1,30,10,42
"BIHAR","JEHANABAD","RATNI FARIDPUR",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","AMDABAET",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","AZAMNAGAR",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","BALRAMPUR",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","BANPUR",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","BARARI",0,2,20,0,22
"BIHAR","KATIHAR","BARSOI",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","DANDKHORA",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","FALKA",0,0,1,0,1
"BIHAR","KATIHAR","HASANGANJ",0,0,7,0,7
"BIHAR","KATIHAR","KADWA",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","KATIHAR",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","KORHA",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","KURSELA",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","MANIHARI",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","MANSHAHI",NA,NA,NA,NA,NA
"BIHAR","KATIHAR","SAMELI",NA,NA,NA,NA,NA
"BIHAR","KHAGARIA","ALAULI",0,10,3,8,21
"BIHAR","KHAGARIA","BELDAUR",NA,NA,NA,NA,NA
"BIHAR","KHAGARIA","CHAUTHAM",1,0,7,9,17
"BIHAR","KHAGARIA","GOGRI",0,0,23,5,28
"BIHAR","KHAGARIA","KHAGARIA",0,2,11,8,21
"BIHAR","KHAGARIA","MANSI",0,0,0,6,6
"BIHAR","KHAGARIA","PARBATTA",0,0,12,17,29
"BIHAR","KISHANGANJ","BAHADURGANJ",0,1,4,0,5
"BIHAR","KISHANGANJ","DHIGHATBANK",NA,NA,NA,NA,NA
"BIHAR","KISHANGANJ","KISHANGANJ",0,0,0,5,5
"BIHAR","KISHANGANJ","KOCHADHAMIN",0,0,7,0,7
"BIHAR","KISHANGANJ","POTHIA",0,1,0,0,1
"BIHAR","KISHANGANJ","TERHAGACHH",NA,NA,NA,NA,NA
"BIHAR","KISHANGANJ","THAKURGANJ",0,1,0,1,2
"BIHAR","KODARMA","CHANDWA",NA,NA,NA,NA,NA
"BIHAR","KODARMA","JAINAGAR",NA,NA,NA,NA,NA
"BIHAR","KODARMA","KODARAMA",NA,NA,NA,NA,NA
"BIHAR","KODARMA","MARKACHO",16,0,0,0,16
"BIHAR","KODARMA","SATGAWAN",NA,NA,NA,NA,NA
"BIHAR","LAKHISARAI","BARAHIYA",2,0,0,4,6
"BIHAR","LAKHISARAI","HALSI",0,0,0,1,1
"BIHAR","LAKHISARAI","LOKHISARAI",0,0,6,3,9
"BIHAR","LAKHISARAI","PIPARIA",0,0,0,1,1
"BIHAR","LAKHISARAI","SURAJGARA",0,0,0,14,14
"BIHAR","LOHARDAGA","BHANDRA",NA,NA,NA,NA,NA
"BIHAR","LOHARDAGA","KISKO",NA,NA,NA,NA,NA
"BIHAR","LOHARDAGA","KURU",NA,NA,NA,NA,NA
"BIHAR","LOHARDAGA","LOHARDAGA",NA,NA,NA,NA,NA
"BIHAR","LOHARDAGA","SENHA",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","ALAMNAGAR",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","BIHARIGANJ",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","CHAUSA",0,0,9,9,18
"BIHAR","MADHEPURA","GAWALPARA",0,2,0,0,2
"BIHAR","MADHEPURA","KUMAR KHAND",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","MADHEPURA",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","MURLIGANJ",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","PURAINI",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","SHANKERPUR",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","SINGHESWAR",NA,NA,NA,NA,NA
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,0,1,0,1
"BIHAR","MADHUBANI","ANDHARADATHI",0,0,0,2,2
"BIHAR","MADHUBANI","BABUBARHI",0,3,0,0,3
"BIHAR","MADHUBANI","BASOPATTI",2,0,9,0,11
"BIHAR","MADHUBANI","BENIPATTI",0,0,6,1,7
"BIHAR","MADHUBANI","BISFI",0,4,2,0,6
"BIHAR","MADHUBANI","GHOGARDIHA",NA,NA,NA,NA,NA
"BIHAR","MADHUBANI","HARLAKHI",325,2,1,0,328
"BIHAR","MADHUBANI","JAITYAGAR",0,0,6,2,8
"BIHAR","MADHUBANI","JHANJHARPUR",0,18,0,5,23
"BIHAR","MADHUBANI","KHAJAULI",0,0,0,11,11
"BIHAR","MADHUBANI","LADANIA",2,5,0,0,7
"BIHAR","MADHUBANI","LAKHNAUR",0,0,0,1,1
"BIHAR","MADHUBANI","LAUKAHA",91,0,2,0,93
"BIHAR","MADHUBANI","LAUKAHI",1,0,0,0,1
"BIHAR","MADHUBANI","MADHAWAPUR",NA,NA,NA,NA,NA
"BIHAR","MADHUBANI","MADUBANI",394,4,22,0,420
"BIHAR","MADHUBANI","MEDEPUR",0,0,4,0,4
"BIHAR","MADHUBANI","PANDAUL",0,0,3,18,21
"BIHAR","MADHUBANI","PHULPARAS",12,1,4,0,17
"BIHAR","MADHUBANI","RAJNAGAR",8,0,2,2,12
"BIHAR","MUNGER","BARIAPUR",NA,NA,NA,NA,NA
"BIHAR","MUNGER","DHARHARA",NA,NA,NA,NA,NA
"BIHAR","MUNGER","JAMALPUR",2,0,0,0,2
"BIHAR","MUNGER","KHARAGPUR",NA,NA,NA,NA,NA
"BIHAR","MUNGER","MUNGER",NA,NA,NA,NA,NA
"BIHAR","MUNGER","SANGRAMPUR",NA,NA,NA,NA,NA
"BIHAR","MUNGER","TARAPUR",NA,NA,NA,NA,NA
"BIHAR","MUNGER","TETIA BUMBER",NA,NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","AURAI",0,0,3,0,3
"BIHAR","MUZAFFARPUR","BANDRA",2,1,9,0,12
"BIHAR","MUZAFFARPUR","BOCHAHA",17,14,22,3,56
"BIHAR","MUZAFFARPUR","GAIGHAT",0,31,0,1,32
"BIHAR","MUZAFFARPUR","KANTI",0,0,0,10,10
"BIHAR","MUZAFFARPUR","KATRA",0,0,12,9,21
"BIHAR","MUZAFFARPUR","KURHANI",0,0,5,1,6
"BIHAR","MUZAFFARPUR","MINAPUR",0,0,10,1,11
"BIHAR","MUZAFFARPUR","MORAUL",0,1,12,0,13
"BIHAR","MUZAFFARPUR","MOTIPUR",0,0,20,5,25
"BIHAR","MUZAFFARPUR","MUSHAHARI",11,9,28,3,51
"BIHAR","MUZAFFARPUR","PAROO",2,0,3,0,5
"BIHAR","MUZAFFARPUR","SAHEBGANJ",0,0,5,0,5
"BIHAR","MUZAFFARPUR","SAKRA",2,0,22,1,25
"BIHAR","MUZAFFARPUR","SARAIYA",3,0,5,13,21
"BIHAR","NALANDA","ASTHAWAN",3,0,2,24,29
"BIHAR","NALANDA","BEN",4,1,0,0,5
"BIHAR","NALANDA","BIHARSARIF",28,40,6,2,76
"BIHAR","NALANDA","BIND",2,0,0,1,3
"BIHAR","NALANDA","CHANDI",6,0,1,1,8
"BIHAR","NALANDA","EKANGARSARAI",13,22,2,13,50
"BIHAR","NALANDA","GIRIAK",10,0,0,2,12
"BIHAR","NALANDA","HARNAUT",4,2,9,3,18
"BIHAR","NALANDA","HILSA",0,2,6,6,14
"BIHAR","NALANDA","ISLAMPUR",10,2,3,6,21
"BIHAR","NALANDA","KARAI PARSURAI",NA,NA,NA,NA,NA
"BIHAR","NALANDA","KATRISARAI",14,0,0,2,16
"BIHAR","NALANDA","NAGAR NAUSA",0,0,0,4,4
"BIHAR","NALANDA","NOORSARAI",6,0,11,7,24
"BIHAR","NALANDA","PARWALPUR",4,0,0,1,5
"BIHAR","NALANDA","RAHUI",0,1,29,2,32
"BIHAR","NALANDA","RAJGIR",NA,NA,NA,NA,NA
"BIHAR","NALANDA","SARMERA",3,0,1,3,7
"BIHAR","NALANDA","SILAO",NA,NA,NA,NA,NA
"BIHAR","NALANDA","THARTHARI",6,0,2,0,8
"BIHAR","NAWADA","AKBARPUR",NA,NA,NA,NA,NA
"BIHAR","NAWADA","GOBINDPUR",NA,NA,NA,NA,NA
"BIHAR","NAWADA","HISUA",0,0,0,1,1
"BIHAR","NAWADA","KANWAKOL",NA,NA,NA,NA,NA
"BIHAR","NAWADA","KASHICHOK",37,11,0,12,60
"BIHAR","NAWADA","MESKAUR",NA,NA,NA,NA,NA
"BIHAR","NAWADA","NARDIGANJ",NA,NA,NA,NA,NA
"BIHAR","NAWADA","NARHAT",NA,NA,NA,NA,NA
"BIHAR","NAWADA","NAWADA",17,4,14,13,48
"BIHAR","NAWADA","PAKRIWARAMA",8,8,0,8,24
"BIHAR","NAWADA","RAJANLI",0,0,0,1,1
"BIHAR","NAWADA","ROH",0,0,2,0,2
"BIHAR","NAWADA","SIRDOLA",0,0,0,1,1
"BIHAR","NAWADA","WARSHALAGANJ",49,4,4,20,77
"BIHAR","PAKUR","AMRAPARA",NA,NA,NA,NA,NA
"BIHAR","PAKUR","HIRANPUR",NA,NA,NA,NA,NA
"BIHAR","PAKUR","LITIPARA",NA,NA,NA,NA,NA
"BIHAR","PAKUR","MAHESHPUR",NA,NA,NA,NA,NA
"BIHAR","PAKUR","PAKUR",22,0,0,0,22
"BIHAR","PAKUR","PAKURIA",NA,NA,NA,NA,NA
"BIHAR","PALAMU","BALUMATH",NA,NA,NA,NA,NA
"BIHAR","PALAMU","BARWADIH",NA,NA,NA,NA,NA
"BIHAR","PALAMU","BISHRAMPUR",NA,NA,NA,NA,NA
"BIHAR","PALAMU","CHAINPUR",NA,NA,NA,NA,NA
"BIHAR","PALAMU","CHANDWA",NA,NA,NA,NA,NA
"BIHAR","PALAMU","CHHALAPUR",NA,NA,NA,NA,NA
"BIHAR","PALAMU","DALTENGANJ",NA,NA,NA,NA,NA
"BIHAR","PALAMU","GARU",NA,NA,NA,NA,NA
"BIHAR","PALAMU","HARIHARGANJ",NA,NA,NA,NA,NA
"BIHAR","PALAMU","HUSAINABAD",NA,NA,NA,NA,NA
"BIHAR","PALAMU","LATEHAR",NA,NA,NA,NA,NA
"BIHAR","PALAMU","LESTIGANJ",NA,NA,NA,NA,NA
"BIHAR","PALAMU","MAHUADANR",NA,NA,NA,NA,NA
"BIHAR","PALAMU","MANATU",NA,NA,NA,NA,NA
"BIHAR","PALAMU","MANIKA",NA,NA,NA,NA,NA
"BIHAR","PALAMU","PANKI",NA,NA,NA,NA,NA
"BIHAR","PALAMU","PATAN",NA,NA,NA,NA,NA
"BIHAR","PALAMU","SATWARWH",NA,NA,NA,NA,NA
"BIHAR","PATNA","ATHMAL GOLA",0,0,2,13,15
"BIHAR","PATNA","BAKHTIARPUR",0,1,17,3,21
"BIHAR","PATNA","BARH",19,2,4,11,36
"BIHAR","PATNA","BELCHI",NA,NA,NA,NA,NA
"BIHAR","PATNA","BIHTA",2,2,16,35,55
"BIHAR","PATNA","BIKRAM",0,0,3,1,4
"BIHAR","PATNA","DANAPUR",21,6,0,1,28
"BIHAR","PATNA","DANIAWAN",0,1,2,0,3
"BIHAR","PATNA","DHANARUA",0,0,7,26,33
"BIHAR","PATNA","DULHAN BAZAR",7,0,2,2,11
"BIHAR","PATNA","FATUHA",0,4,2,2,8
"BIHAR","PATNA","GHOSWARI",NA,NA,NA,NA,NA
"BIHAR","PATNA","KHUSRUPUR",0,4,3,0,7
"BIHAR","PATNA","MANER",10,0,4,27,41
"BIHAR","PATNA","MASAURHI",0,0,10,23,33
"BIHAR","PATNA","MOKAMAH",3,0,18,0,21
"BIHAR","PATNA","NAUBATPUR",5,6,16,4,31
"BIHAR","PATNA","PALIGANJ",0,1,1,23,25
"BIHAR","PATNA","PANDARAK",0,0,0,1,1
"BIHAR","PATNA","PATNA SADAR",1,0,4,7,12
"BIHAR","PATNA","PHULWARISARIF",1,1,1,5,8
"BIHAR","PATNA","PUNPUN",2,1,22,2,27
"BIHAR","PATNA","SAMPATCHAK",0,5,3,6,14
"BIHAR","PURNIA","AMOUR",NA,NA,NA,NA,NA
"BIHAR","PURNIA","BAISA",NA,NA,NA,NA,NA
"BIHAR","PURNIA","BAISI",NA,NA,NA,NA,NA
"BIHAR","PURNIA","BAMNANKHI",NA,NA,NA,NA,NA
"BIHAR","PURNIA","BARAHARAKOTHI",NA,NA,NA,NA,NA
"BIHAR","PURNIA","BHAWANIPUR",NA,NA,NA,NA,NA
"BIHAR","PURNIA","DAGARUA",NA,NA,NA,NA,NA
"BIHAR","PURNIA","DHAMDAHA",NA,NA,NA,NA,NA
"BIHAR","PURNIA","JALALGARH",NA,NA,NA,NA,NA
"BIHAR","PURNIA","KASBA",NA,NA,NA,NA,NA
"BIHAR","PURNIA","KRITYANANDNAGAR",NA,NA,NA,NA,NA
"BIHAR","PURNIA","PURNIA EAST",0,0,1,3,4
"BIHAR","PURNIA","RUPAULI",0,0,3,0,3
"BIHAR","PURNIA","SOINAGAR",NA,NA,NA,NA,NA
"BIHAR","RANCHI","ANGARA",NA,NA,NA,NA,NA
"BIHAR","RANCHI","ARKI",NA,NA,NA,NA,NA
"BIHAR","RANCHI","BERO",NA,NA,NA,NA,NA
"BIHAR","RANCHI","BUNDU",NA,NA,NA,NA,NA
"BIHAR","RANCHI","BURMU",NA,NA,NA,NA,NA
"BIHAR","RANCHI","CHANHO",NA,NA,NA,NA,NA
"BIHAR","RANCHI","KANKE",NA,NA,NA,NA,NA
"BIHAR","RANCHI","KARRA",NA,NA,NA,NA,NA
"BIHAR","RANCHI","KHUNTI",NA,NA,NA,NA,NA
"BIHAR","RANCHI","LAPUNG",NA,NA,NA,NA,NA
"BIHAR","RANCHI","MANDAR",NA,NA,NA,NA,NA
"BIHAR","RANCHI","MURHU",NA,NA,NA,NA,NA
"BIHAR","RANCHI","NAMKUM",NA,NA,NA,NA,NA
"BIHAR","RANCHI","ORMANJI",NA,NA,NA,NA,NA
"BIHAR","RANCHI","RANIA",NA,NA,NA,NA,NA
