-----
{
 "description": "The table refers to block wise potential utilized through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to constraints. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.16.csv", 
 "title": "Download CSV for Block wise Dugwells according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.16.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.1.csv", 
 "title": "Download CSV for Village wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.1.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.10_1.csv", 
 "title": "Download CSV for Block wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.10_1.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.2.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to average length of water conveyance channel. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.12.csv", 
 "title": "Download CSV for Block wise Dugwells Average length of water conveyance channel for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.12.csv"
}
-----
"State","District","Block","Total number of dugwells","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"BIHAR","LOHARDAGA","BHANDRA",2495,0,32,0
"BIHAR","LOHARDAGA","KISKO",2258,0,30,0
"BIHAR","LOHARDAGA","KURU",4746,0,38,0
"BIHAR","LOHARDAGA","LOHARDAGA",2633,0,21,0
"BIHAR","LOHARDAGA","SENHA",3480,0,27,0
"BIHAR","MADHEPURA","ALAMNAGAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","BIHARIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","CHAUSA",NA,NA,NA,NA
"BIHAR","MADHEPURA","GAWALPARA",NA,NA,NA,NA
"BIHAR","MADHEPURA","KUMAR KHAND",2,0,0,0
"BIHAR","MADHEPURA","MADHEPURA",NA,NA,NA,NA
"BIHAR","MADHEPURA","MURLIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","PURAINI",NA,NA,NA,NA
"BIHAR","MADHEPURA","SHANKERPUR",NA,NA,NA,NA
"BIHAR","MADHEPURA","SINGHESWAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","UDA KISHANGANJ",NA,NA,NA,NA
"BIHAR","MADHUBANI","ANDHARADATHI",NA,NA,NA,NA
"BIHAR","MADHUBANI","BABUBARHI",NA,NA,NA,NA
"BIHAR","MADHUBANI","BASOPATTI",NA,NA,NA,NA
"BIHAR","MADHUBANI","BENIPATTI",4,0,100,0
"BIHAR","MADHUBANI","BISFI",NA,NA,NA,NA
"BIHAR","MADHUBANI","GHOGARDIHA",NA,NA,NA,NA
"BIHAR","MADHUBANI","HARLAKHI",29,0,24,0
"BIHAR","MADHUBANI","JAITYAGAR",NA,NA,NA,NA
"BIHAR","MADHUBANI","JHANJHARPUR",8,0,162,0
"BIHAR","MADHUBANI","KHAJAULI",NA,NA,NA,NA
"BIHAR","MADHUBANI","LADANIA",NA,NA,NA,NA
"BIHAR","MADHUBANI","LAKHNAUR",NA,NA,NA,NA
"BIHAR","MADHUBANI","LAUKAHA",NA,NA,NA,NA
"BIHAR","MADHUBANI","LAUKAHI",NA,NA,NA,NA
"BIHAR","MADHUBANI","MADHAWAPUR",NA,NA,NA,NA
"BIHAR","MADHUBANI","MADUBANI",NA,NA,NA,NA
"BIHAR","MADHUBANI","MEDEPUR",18,6,17,0
"BIHAR","MADHUBANI","PANDAUL",NA,NA,NA,NA
"BIHAR","MADHUBANI","PHULPARAS",NA,NA,NA,NA
"BIHAR","MADHUBANI","RAJNAGAR",NA,NA,NA,NA
"BIHAR","MUNGER","BARIAPUR",14,0,76,0
"BIHAR","MUNGER","DHARHARA",675,0,101,1
"BIHAR","MUNGER","JAMALPUR",204,3,90,0
"BIHAR","MUNGER","KHARAGPUR",577,0,19,1
"BIHAR","MUNGER","MUNGER",248,0,12,0
"BIHAR","MUNGER","SANGRAMPUR",208,0,114,0
"BIHAR","MUNGER","TARAPUR",47,2,15,0
"BIHAR","MUNGER","TETIA BUMBER",155,0,16,1
"BIHAR","MUZAFFARPUR","AURAI",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","BANDRA",108,0,0,0
"BIHAR","MUZAFFARPUR","BOCHAHA",13,0,128,0
"BIHAR","MUZAFFARPUR","GAIGHAT",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","KANTI",49,0,73,0
"BIHAR","MUZAFFARPUR","KATRA",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","KURHANI",793,0,101,0
"BIHAR","MUZAFFARPUR","MINAPUR",12,0,93,0
"BIHAR","MUZAFFARPUR","MORAUL",123,0,0,0
"BIHAR","MUZAFFARPUR","MOTIPUR",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","MUSHAHARI",4,0,100,0
"BIHAR","MUZAFFARPUR","PAROO",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","SAHEBGANJ",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","SAKRA",358,0,0,0
"BIHAR","MUZAFFARPUR","SARAIYA",NA,NA,NA,NA
"BIHAR","NALANDA","ASTHAWAN",1209,0,36,0
"BIHAR","NALANDA","BEN",677,0,81,0
"BIHAR","NALANDA","BIHARSARIF",2197,0,163,10
"BIHAR","NALANDA","BIND",370,0,44,7
"BIHAR","NALANDA","CHANDI",1630,2,96,2
"BIHAR","NALANDA","EKANGARSARAI",1965,2,52,0
"BIHAR","NALANDA","GIRIAK",838,1,73,0
"BIHAR","NALANDA","HARNAUT",1250,2,20,0
"BIHAR","NALANDA","HILSA",1392,0,24,0
"BIHAR","NALANDA","ISLAMPUR",1241,0,90,1
"BIHAR","NALANDA","KARAI PARSURAI",797,0,62,0
"BIHAR","NALANDA","KATRISARAI",320,0,75,0
"BIHAR","NALANDA","NAGAR NAUSA",663,2,85,1
"BIHAR","NALANDA","NOORSARAI",2561,2,54,0
"BIHAR","NALANDA","PARWALPUR",818,0,37,0
"BIHAR","NALANDA","RAHUI",1471,0,29,6
"BIHAR","NALANDA","RAJGIR",499,0,67,0
"BIHAR","NALANDA","SARMERA",263,0,36,0
"BIHAR","NALANDA","SILAO",1367,1,99,5
"BIHAR","NALANDA","THARTHARI",927,1,65,0
"BIHAR","NAWADA","AKBARPUR",394,3,88,0
"BIHAR","NAWADA","GOBINDPUR",474,0,32,0
"BIHAR","NAWADA","HISUA",363,0,22,0
"BIHAR","NAWADA","KANWAKOL",484,0,12,0
"BIHAR","NAWADA","KASHICHOK",90,0,94,0
"BIHAR","NAWADA","MESKAUR",706,0,36,0
"BIHAR","NAWADA","NARDIGANJ",323,11,57,0
"BIHAR","NAWADA","NARHAT",253,0,37,0
"BIHAR","NAWADA","NAWADA",399,0,38,3
"BIHAR","NAWADA","PAKRIWARAMA",240,1,21,0
"BIHAR","NAWADA","RAJANLI",253,0,45,2
"BIHAR","NAWADA","ROH",410,3,43,0
"BIHAR","NAWADA","SIRDOLA",912,0,63,1
"BIHAR","NAWADA","WARSHALAGANJ",586,0,26,0
"BIHAR","PAKUR","AMRAPARA",116,0,39,0
"BIHAR","PAKUR","HIRANPUR",224,0,64,0
"BIHAR","PAKUR","LITIPARA",279,1,66,0
"BIHAR","PAKUR","MAHESHPUR",169,0,58,0
"BIHAR","PAKUR","PAKUR",76,0,42,0
"BIHAR","PAKUR","PAKURIA",18,0,27,0
"BIHAR","PALAMU","BALUMATH",1645,0,42,0
"BIHAR","PALAMU","BARWADIH",809,0,19,0
"BIHAR","PALAMU","BISHRAMPUR",3216,0,12,0
"BIHAR","PALAMU","CHAINPUR",1868,0,32,0
"BIHAR","PALAMU","CHANDWA",1188,0,6,0
"BIHAR","PALAMU","CHHALAPUR",1695,0,34,0
"BIHAR","PALAMU","DALTENGANJ",768,0,156,0
"BIHAR","PALAMU","GARU",629,0,10,0
"BIHAR","PALAMU","HARIHARGANJ",760,0,102,0
"BIHAR","PALAMU","HUSAINABAD",926,1,56,0
"BIHAR","PALAMU","LATEHAR",1446,0,34,0
"BIHAR","PALAMU","LESTIGANJ",1208,0,53,0
"BIHAR","PALAMU","MAHUADANR",636,0,40,0
"BIHAR","PALAMU","MANATU",1195,0,11,0
"BIHAR","PALAMU","MANIKA",1167,0,11,0
"BIHAR","PALAMU","PANKI",954,0,18,0
"BIHAR","PALAMU","PATAN",2006,0,70,0
"BIHAR","PALAMU","SATWARWH",669,0,15,4
"BIHAR","PATNA","ATHMAL GOLA",56,0,55,0
"BIHAR","PATNA","BAKHTIARPUR",175,0,42,0
"BIHAR","PATNA","BARH",178,0,26,0
"BIHAR","PATNA","BELCHI",150,19,51,1
"BIHAR","PATNA","BIHTA",85,4,68,1
"BIHAR","PATNA","BIKRAM",153,0,11,0
"BIHAR","PATNA","DANAPUR",24,0,53,0
"BIHAR","PATNA","DANIAWAN",137,0,291,8
"BIHAR","PATNA","DHANARUA",496,0,63,0
"BIHAR","PATNA","DULHAN BAZAR",266,2,76,0
"BIHAR","PATNA","FATUHA",353,1,222,2
"BIHAR","PATNA","GHOSWARI",89,3,18,3
"BIHAR","PATNA","KHUSRUPUR",141,8,489,0
"BIHAR","PATNA","MANER",235,3,71,0
"BIHAR","PATNA","MASAURHI",302,0,61,0
"BIHAR","PATNA","MOKAMAH",56,0,62,0
"BIHAR","PATNA","NAUBATPUR",661,0,64,0
"BIHAR","PATNA","PALIGANJ",848,0,10,0
"BIHAR","PATNA","PANDARAK",29,0,20,0
"BIHAR","PATNA","PATNA SADAR",1096,0,31,0
"BIHAR","PATNA","PHULWARISARIF",241,9,69,1
"BIHAR","PATNA","PUNPUN",627,35,124,0
"BIHAR","PATNA","SAMPATCHAK",660,0,84,0
"BIHAR","PURNIA","AMOUR",NA,NA,NA,NA
"BIHAR","PURNIA","BAISA",NA,NA,NA,NA
"BIHAR","PURNIA","BAISI",NA,NA,NA,NA
"BIHAR","PURNIA","BAMNANKHI",NA,NA,NA,NA
"BIHAR","PURNIA","BARAHARAKOTHI",NA,NA,NA,NA
"BIHAR","PURNIA","BHAWANIPUR",NA,NA,NA,NA
"BIHAR","PURNIA","DAGARUA",NA,NA,NA,NA
"BIHAR","PURNIA","DHAMDAHA",NA,NA,NA,NA
"BIHAR","PURNIA","JALALGARH",NA,NA,NA,NA
"BIHAR","PURNIA","KASBA",NA,NA,NA,NA
"BIHAR","PURNIA","KRITYANANDNAGAR",NA,NA,NA,NA
"BIHAR","PURNIA","PURNIA EAST",3,0,15,0
"BIHAR","PURNIA","RUPAULI",NA,NA,NA,NA
"BIHAR","PURNIA","SOINAGAR",NA,NA,NA,NA
"BIHAR","RANCHI","ANGARA",2702,0,29,0
"BIHAR","RANCHI","ARKI",238,0,4,0
"BIHAR","RANCHI","BERO",2232,0,37,0
"BIHAR","RANCHI","BUNDU",795,0,17,0
"BIHAR","RANCHI","BURMU",1796,1,19,2
"BIHAR","RANCHI","CHANHO",2650,0,23,3
"BIHAR","RANCHI","KANKE",2224,1,40,0
"BIHAR","RANCHI","KARRA",2873,0,34,0
"BIHAR","RANCHI","KHUNTI",2206,5,36,1
"BIHAR","RANCHI","LAPUNG",2588,0,117,0
"BIHAR","RANCHI","MANDAR",3956,0,33,0
"BIHAR","RANCHI","MURHU",1268,2,38,0
"BIHAR","RANCHI","NAMKUM",1230,1,25,0
"BIHAR","RANCHI","ORMANJI",1889,0,18,0
"BIHAR","RANCHI","RANIA",765,0,50,0
"BIHAR","RANCHI","RATU",5454,0,35,0
"BIHAR","RANCHI","SILLI",1118,0,19,0
"BIHAR","RANCHI","SONAHATU",998,0,26,0
"BIHAR","RANCHI","TAMAR",673,0,21,0
"BIHAR","RANCHI","TORPA",1716,0,8,0
"BIHAR","ROHTAS","AKORHIGOLA",136,0,38,1
"BIHAR","ROHTAS","BIKRAMGANJ",241,0,41,1
"BIHAR","ROHTAS","CHENARI",1165,1,45,1
"BIHAR","ROHTAS","DAWATH",200,0,71,0
"BIHAR","ROHTAS","DEHRI",178,0,80,0
"BIHAR","ROHTAS","DINARA",401,0,29,1
"BIHAR","ROHTAS","KARAKAT",565,0,25,0
"BIHAR","ROHTAS","KARGHAHAR",354,0,24,0
"BIHAR","ROHTAS","KUCHAI",49,0,12,0
"BIHAR","ROHTAS","NASHRIGANJ",58,1,16,0
"BIHAR","ROHTAS","NAWHATTA",753,0,24,0
"BIHAR","ROHTAS","NOKHA",50,0,77,0
"BIHAR","ROHTAS","RAJPUR",68,0,33,0
"BIHAR","ROHTAS","ROHTAS",725,1,39,0
"BIHAR","ROHTAS","SANJHANLI",106,0,6,0
"BIHAR","ROHTAS","SASARAM",989,2,40,0
"BIHAR","ROHTAS","SHEOSAGAR",765,0,29,0
"BIHAR","ROHTAS","SURJPURA",233,0,2,2
"BIHAR","ROHTAS","TELAUTHU",49,0,77,0
"BIHAR","SAHARSA","BANMA ITAHARI",NA,NA,NA,NA
"BIHAR","SAHARSA","KAHRA",NA,NA,NA,NA
"BIHAR","SAHARSA","MAHISHI",NA,NA,NA,NA
"BIHAR","SAHARSA","NAUHATTA",NA,NA,NA,NA
"BIHAR","SAHARSA","PATARGHAT",NA,NA,NA,NA
"BIHAR","SAHARSA","SALAKHUA",NA,NA,NA,NA
"BIHAR","SAHARSA","SATTAR KATAIYA",NA,NA,NA,NA
"BIHAR","SAHARSA","SAUR BAZAR",NA,NA,NA,NA
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",NA,NA,NA,NA
"BIHAR","SAHARSA","SONBARSA",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","BARHAIT",470,0,9,0
"BIHAR","SAHEBGANJ","BARHARWA",228,0,27,0
"BIHAR","SAHEBGANJ","BORIO",286,0,22,2
"BIHAR","SAHEBGANJ","MANDRO",356,0,10,0
"BIHAR","SAHEBGANJ","PATHNA",353,0,42,0
"BIHAR","SAHEBGANJ","RAJMAHAL",107,0,18,0
"BIHAR","SAHEBGANJ","SAHEBGANJ",5,0,35,0
"BIHAR","SAHEBGANJ","TALJHARI",219,0,49,0
"BIHAR","SAHEBGANJ","UDHUWA",80,0,85,0
"BIHAR","SAMASTIPUR","BIBHUTIPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","BITHAN",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","DALSINGHSARAI",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","HASANPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","KALYANPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","KHANPUR",1,0,100,0
"BIHAR","SAMASTIPUR","MOHANPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","MOHIUDDIN NAGAR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","MORWA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","PATORI",22,0,281,0
"BIHAR","SAMASTIPUR","PUSA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","ROSERA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","SAMASTIPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","SARAIRANJAN",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","SHIWAJINAGAR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","SINGHIYA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","TAJPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","UJIARPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","WARISNAGAR",NA,NA,NA,NA
"BIHAR","SARAN","AMNOUR",474,0,12,0
"BIHAR","SARAN","BANIAPUR",NA,NA,NA,NA
"BIHAR","SARAN","CHAPRA",229,0,11,0
"BIHAR","SARAN","DARIYAPUR",45,1,45,0
"BIHAR","SARAN","DIGHWARA",19,1,69,0
"BIHAR","SARAN","EKMA",300,0,37,0
"BIHAR","SARAN","GARKHA",326,4,25,3
"BIHAR","SARAN","ISUAPUR",8,0,3500,2800
"BIHAR","SARAN","JALALPUR",899,0,21,0
"BIHAR","SARAN","LAHLADPUR JANTA BAZA",NA,NA,NA,NA
"BIHAR","SARAN","MAKER",NA,NA,NA,NA
"BIHAR","SARAN","MANJHI",6,0,73,0
"BIHAR","SARAN","MARHAURA",61,0,85,0
"BIHAR","SARAN","MASARAKH",NA,NA,NA,NA
"BIHAR","SARAN","NAGRA",454,0,18,0
"BIHAR","SARAN","PANAPUR",2,0,10,0
"BIHAR","SARAN","PARSA",NA,NA,NA,NA
"BIHAR","SARAN","RIVILGANJ",NA,NA,NA,NA
"BIHAR","SARAN","SONEPUR",59,0,66,0
"BIHAR","SARAN","TARAIYA",NA,NA,NA,NA
"BIHAR","SHEIKHPURA","ARIARI",175,0,30,0
"BIHAR","SHEIKHPURA","BARBIGHA",99,0,134,0
"BIHAR","SHEIKHPURA","CHEBARA",61,0,25,0
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",4,0,30,0
"BIHAR","SHEIKHPURA","SHEIKHPURA",127,1,54,0
"BIHAR","SHEIKHPURA","SHEKHOPURSARAI",78,0,11,0
"BIHAR","SHEOHAR","DUMARI KATSARI",NA,NA,NA,NA
"BIHAR","SHEOHAR","PIPRAHI",NA,NA,NA,NA
"BIHAR","SHEOHAR","PURNAHIA",NA,NA,NA,NA
"BIHAR","SHEOHAR","SHEOHAR",NA,NA,NA,NA
"BIHAR","SHEOHAR","TARIYANI",NA,NA,NA,NA
"BIHAR","SINGHBHUM EAST","BAHARAGORA",751,0,124,1
"BIHAR","SINGHBHUM EAST","CHAKULIA",220,0,41,0
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",314,0,21,0
"BIHAR","SINGHBHUM EAST","DUMARIA",186,0,13,0
"BIHAR","SINGHBHUM EAST","GHATSHILA",63,0,7,0
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",65,0,41,1
"BIHAR","SINGHBHUM EAST","MUSABANI",75,0,14,0
"BIHAR","SINGHBHUM EAST","PATAMDA",340,0,11,1
"BIHAR","SINGHBHUM EAST","POTKA",335,0,23,0
"BIHAR","SINGHBHUM WEST","BANDGAON",406,0,17,0
"BIHAR","SINGHBHUM WEST","CHAIBASA",107,0,12,0
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",87,0,8,0
"BIHAR","SINGHBHUM WEST","CHANDIL",268,0,9,0
"BIHAR","SINGHBHUM WEST","GELKERA",214,0,7,0
"BIHAR","SINGHBHUM WEST","GUNHARIA",109,0,22,0
"BIHAR","SINGHBHUM WEST","ICHAGANHI",255,2,45,0
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",221,0,7,0
"BIHAR","SINGHBHUM WEST","JHINIKPANI",80,0,3,0
"BIHAR","SINGHBHUM WEST","KHANSOWAN",195,0,31,0
"BIHAR","SINGHBHUM WEST","KHUNTPANI",113,0,55,0
"BIHAR","SINGHBHUM WEST","KUCHAI",246,0,12,0
"BIHAR","SINGHBHUM WEST","KUMARDUNGI",318,0,0,0
"BIHAR","SINGHBHUM WEST","MAJHGAON",293,0,0,0
"BIHAR","SINGHBHUM WEST","MANJHARI",100,1,0,0
"BIHAR","SINGHBHUM WEST","MANOHARPUR",415,0,24,0
"BIHAR","SINGHBHUM WEST","NIMDIH",401,0,60,0
"BIHAR","SINGHBHUM WEST","NOAMUNDI",57,0,1,0
"BIHAR","SINGHBHUM WEST","RAJNAGAR",297,0,17,0
"BIHAR","SINGHBHUM WEST","SARAIKELA",284,0,10,0
"BIHAR","SINGHBHUM WEST","SONUA",194,0,4,0
"BIHAR","SINGHBHUM WEST","TANTNAGAR",58,6,96,0
"BIHAR","SINGHBHUM WEST","TONTO",44,0,11,0
"BIHAR","SITAMARHI","BAIRBANJYA",NA,NA,NA,NA
"BIHAR","SITAMARHI","BAJAPATTI",NA,NA,NA,NA
"BIHAR","SITAMARHI","BATHNAHA",3,0,132,0
"BIHAR","SITAMARHI","BELSAND",NA,NA,NA,NA
"BIHAR","SITAMARHI","BOKHARA",NA,NA,NA,NA
"BIHAR","SITAMARHI","CHURAUT",NA,NA,NA,NA
"BIHAR","SITAMARHI","DUMRA",1,0,10,0
"BIHAR","SITAMARHI","MEJARGANJ",NA,NA,NA,NA
"BIHAR","SITAMARHI","NANPUR",1,0,10,0
"BIHAR","SITAMARHI","PARIHAR",NA,NA,NA,NA
"BIHAR","SITAMARHI","PARSAUNI",NA,NA,NA,NA
"BIHAR","SITAMARHI","PUPARI",NA,NA,NA,NA
"BIHAR","SITAMARHI","RIGA",NA,NA,NA,NA
"BIHAR","SITAMARHI","RUNISAIDPUR",NA,NA,NA,NA
"BIHAR","SITAMARHI","SONBARSA",5,0,23,0
"BIHAR","SITAMARHI","SUPPI",NA,NA,NA,NA
"BIHAR","SITAMARHI","SURSAND",NA,NA,NA,NA
"BIHAR","SIWAN","ANDAR",1130,0,125,0
"BIHAR","SIWAN","BARHARIA",644,0,66,0
"BIHAR","SIWAN","BASANTPUR",295,0,80,0
"BIHAR","SIWAN","BHAGWANPUR GHAT",617,0,34,0
"BIHAR","SIWAN","DARAULI",739,0,46,0
"BIHAR","SIWAN","DARAUNDHA",806,0,32,0
"BIHAR","SIWAN","GORAIKOTHI",600,0,93,0
"BIHAR","SIWAN","GUTHANI",963,0,82,0
"BIHAR","SIWAN","HUSSAINGANJ",680,0,45,0
"BIHAR","SIWAN","LAKRI NABIGANJ",560,1,23,0
"BIHAR","SIWAN","MAHRAJGANJ",701,0,27,0
"BIHAR","SIWAN","MAIRWA",943,0,33,0
"BIHAR","SIWAN","PACHRUKHI",306,0,26,0
"BIHAR","SIWAN","RAGHUNATHPUR",686,0,34,0
"BIHAR","SIWAN","SISWAN",807,0,87,0
"BIHAR","SIWAN","SIWAN",534,0,52,0
"BIHAR","SUPAUL","BASANTPUR",NA,NA,NA,NA
"BIHAR","SUPAUL","CHHATAPUR",NA,NA,NA,NA
"BIHAR","SUPAUL","KISHANPUR",NA,NA,NA,NA
"BIHAR","SUPAUL","MARAUNA",NA,NA,NA,NA
"BIHAR","SUPAUL","NIRMALI",NA,NA,NA,NA
"BIHAR","SUPAUL","PIPRA",NA,NA,NA,NA
"BIHAR","SUPAUL","PRATAPGANJ",NA,NA,NA,NA
"BIHAR","SUPAUL","RAGHOPUR",NA,NA,NA,NA
"BIHAR","SUPAUL","SARAIGARH",NA,NA,NA,NA
"BIHAR","SUPAUL","SUPAUL",NA,NA,NA,NA
"BIHAR","SUPAUL","TRIBANIGANJ",NA,NA,NA,NA
"BIHAR","VAISHALI","BHAGWANPUR",5,0,48,0
"BIHAR","VAISHALI","BIDUPUR",1185,2,86,0
"BIHAR","VAISHALI","CHEHRALALA",NA,NA,NA,NA
"BIHAR","VAISHALI","GORAUL",NA,NA,NA,NA
"BIHAR","VAISHALI","HAJIPUR",123,0,137,78
"BIHAR","VAISHALI","JANDAHA",10,0,64,0
"BIHAR","VAISHALI","LALGANJ",NA,NA,NA,NA
"BIHAR","VAISHALI","MAHNAR",46,0,63,0
"BIHAR","VAISHALI","MAHUA",38,1,42,0
"BIHAR","VAISHALI","PATEHRIBELSAR",NA,NA,NA,NA
"BIHAR","VAISHALI","PATEPUR",13,0,113,0
"BIHAR","VAISHALI","PREMRAJ",1,0,50,0
"BIHAR","VAISHALI","RAGHOPUR",NA,NA,NA,NA
"BIHAR","VAISHALI","RAJAPAKAR",2,0,50,0
"BIHAR","VAISHALI","SAHDAI BUZURG",159,1,112,0
"BIHAR","VAISHALI","VAISHALI",NA,NA,NA,NA
"GOA","NORTH GOA","BARDEZ",659,1,29,0
"GOA","NORTH GOA","BICHOLIM",330,0,88,36
"GOA","NORTH GOA","PERNEM",586,39,77,13
"GOA","NORTH GOA","PONDA",502,29,89,60
"GOA","NORTH GOA","SATARI",279,12,64,75
"GOA","NORTH GOA","TISWADI",497,15,31,2
"GOA","SOUTH GOA","CANACONA",451,14,44,1
"GOA","SOUTH GOA","MORMUGAO",81,1,59,49
"GOA","SOUTH GOA","QUEPEM",114,42,103,161
"GOA","SOUTH GOA","SALCETE",114,38,43,0
"GOA","SOUTH GOA","SANGUEM",362,56,114,56
"GUJARAT","","",NA,NA,NA,NA
"HARYANA","AMBALA","AMBALA",873,7,172,0
"HARYANA","AMBALA","BARARA",421,2,176,0
"HARYANA","AMBALA","BARWALA",NA,NA,NA,NA
"HARYANA","AMBALA","NARAINGARH",437,11,208,0
"HARYANA","AMBALA","RAIPUR RANI",NA,NA,NA,NA
"HARYANA","BHIWANI","BADHRA",NA,NA,NA,NA
"HARYANA","BHIWANI","BAWANI KHERA",296,9,1,14
"HARYANA","BHIWANI","BHIWANI KHERA",245,42,48,0
"HARYANA","BHIWANI","DADRI",3365,30,6,21
"HARYANA","BHIWANI","DADRI-II",NA,NA,NA,NA
"HARYANA","BHIWANI","LOHARU",606,58,0,22
"HARYANA","BHIWANI","TOSHAM",NA,NA,NA,NA
"HARYANA","FARIDABAD","BALLABHGARH",NA,NA,NA,NA
"HARYANA","FARIDABAD","FARIDABAD",NA,NA,NA,NA
"HARYANA","FARIDABAD","HATHIN",NA,NA,NA,NA
"HARYANA","FARIDABAD","HODAL",NA,NA,NA,NA
"HARYANA","FARIDABAD","PALWAL",NA,NA,NA,NA
"HARYANA","GURGAON","FARUKH NAGAR",NA,NA,NA,NA
"HARYANA","GURGAON","FEROZEPUR JHARIKA",807,1,290,1
"HARYANA","GURGAON","GURGAON",1365,3,118,44
"HARYANA","GURGAON","NAGINA",NA,NA,NA,NA
"HARYANA","GURGAON","NUH",1761,6,155,16
"HARYANA","GURGAON","PATAUDI",NA,NA,NA,NA
"HARYANA","GURGAON","PUNHANA",173,3,158,2
"HARYANA","GURGAON","SOHNA",NA,NA,NA,NA
"HARYANA","GURGAON","THORU",NA,NA,NA,NA
"HARYANA","HISAR","ADAMPUR",NA,NA,NA,NA
"HARYANA","HISAR","FATEHABAD",6,0,4,7
"HARYANA","HISAR","HANSI I",NA,NA,NA,NA
"HARYANA","HISAR","HISAR I",7,0,111,0
"HARYANA","HISAR","NARNAUND",NA,NA,NA,NA
"HARYANA","HISAR","RATIA",97,5,194,0
"HARYANA","HISAR","SIWANI",NA,NA,NA,NA
"HARYANA","HISAR","TOHANA",45,0,500,0
"HARYANA","JIND","ALEWA",NA,NA,NA,NA
"HARYANA","JIND","JIND",NA,NA,NA,NA
"HARYANA","JIND","JULANA",NA,NA,NA,NA
