-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.5.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.5.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.12.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.12.csv"
}
-----
"State","District","Block","Total","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"MANIPUR","IMPHAL","IRILBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","SWOMBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","WAQNGOI(I-W)",NA,NA,NA,NA
"MANIPUR","SENAPATI","KANGPOKPI",NA,NA,NA,NA
"MANIPUR","SENAPATI","PAOMATA",NA,NA,NA,NA
"MANIPUR","SENAPATI","PURUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","SAIKHUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","TADUBI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","NUNGBA",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMEI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMENGLONG",NA,NA,NA,NA
"MANIPUR","THOUBAL","KAKCHING",NA,NA,NA,NA
"MANIPUR","THOUBAL","THOUBAL",NA,NA,NA,NA
"MANIPUR","UKHRUL","CHINGAI",NA,NA,NA,NA
"MANIPUR","UKHRUL","KAMJONG",NA,NA,NA,NA
"MANIPUR","UKHRUL","PHUNGYAR",NA,NA,NA,NA
"MANIPUR","UKHRUL","UKHRUL",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","DAMBO RONGJENG",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","RESU-BELPARA",1,0,320,0
"MEGHALAYA","EAST GARO HILLS","SAMANDA.",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SONGSAK",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWKYNREW",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWPHLANG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWRYNGKNENG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWSYNRAM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MYLLIEM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","PYNURSLA",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","SHELLA BHOLAGANGH",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","AMLAREM",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","LASKEIN",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMLING  C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","CHOKPOT",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","BETASING",1,999,0,0
"MEGHALAYA","WEST GARO HILLS","DADENGGIRI",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","DALUS",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","RONGRAM",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","SELSELLA",1,500,0,32
"MEGHALAYA","WEST GARO HILLS","TIKKIRKILLA",2,250,60,0
"MEGHALAYA","WEST GARO HILLS","ZIKZAK",2,0,0,0
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWKYRWAT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWSHYNRUT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","NONGSTOIN",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","RANIKOR",NA,NA,NA,NA
"MIZORAM","AIZAWL","AIBAWK",NA,NA,NA,NA
"MIZORAM","AIZAWL","DARLAWN",NA,NA,NA,NA
"MIZORAM","AIZAWL","KHAWZAWL",NA,NA,NA,NA
"MIZORAM","AIZAWL","LUNGDAR 'E'",NA,NA,NA,NA
"MIZORAM","AIZAWL","NGOPA",NA,NA,NA,NA
"MIZORAM","AIZAWL","PHAILENG 'W'",NA,NA,NA,NA
"MIZORAM","AIZAWL","REIEK",NA,NA,NA,NA
"MIZORAM","AIZAWL","SERCHHIP",NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGDAWL",NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGSULTHLIAH",NA,NA,NA,NA
"MIZORAM","AIZAWL","TLANGNUAM",NA,NA,NA,NA
"MIZORAM","AIZAWL","ZAWLNUAM",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","CHAWNGTE",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","LAWNGTLAI",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","SANGAU",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","TUIPANG",NA,NA,NA,NA
"MIZORAM","LUNGLEI","BUNGHMUN",NA,NA,NA,NA
"MIZORAM","LUNGLEI","HNAHTHIAL",NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGLEI",NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGSEN",NA,NA,NA,NA
"MIZORAM","LUNGLEI","VILL1",NA,NA,NA,NA
"NAGALAND","KOHIMA","JALUKIE",NA,NA,NA,NA
"NAGALAND","KOHIMA","KOHIMA",NA,NA,NA,NA
"NAGALAND","KOHIMA","KUHUBOTO",NA,NA,NA,NA
"NAGALAND","KOHIMA","MEDZIPHEMA",3,0,0,0
"NAGALAND","KOHIMA","TSEMINYU",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","CHANGTONGYA",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","MANGOLEMBA",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","ONGPANGKONG",NA,NA,NA,NA
"NAGALAND","MON","CHEN",NA,NA,NA,NA
"NAGALAND","MON","MON",NA,NA,NA,NA
"NAGALAND","MON","TOBU",NA,NA,NA,NA
"NAGALAND","MON","WAKCHING",NA,NA,NA,NA
"NAGALAND","PHEK","KIKRUMA",NA,NA,NA,NA
"NAGALAND","PHEK","MELURI",NA,NA,NA,NA
"NAGALAND","PHEK","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG","KIPHIRE",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGKHIM",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGLENG",NA,NA,NA,NA
"NAGALAND","TUENSANG","NOKLAK",NA,NA,NA,NA
"NAGALAND","TUENSANG","SANGSANGYU",NA,NA,NA,NA
"NAGALAND","TUENSANG","SHAMATOR",NA,NA,NA,NA
"NAGALAND","TUENSANG","SITIMI",NA,NA,NA,NA
"NAGALAND","WOKHA","BAGHTY",NA,NA,NA,NA
"NAGALAND","WOKHA","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","AKULUTO",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","GHATASHI",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","TOKIYE",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL","ANUGUL",NA,NA,NA,NA
"ORISSA","ANGUL","ATHAMALLICK",NA,NA,NA,NA
"ORISSA","ANGUL","BANANPULA",NA,NA,NA,NA
"ORISSA","ANGUL","CHHENDIAPADA",NA,NA,NA,NA
"ORISSA","ANGUL","KANIHA",NA,NA,NA,NA
"ORISSA","ANGUL","KISONAGAR",NA,NA,NA,NA
"ORISSA","ANGUL","PALALAHARA",NA,NA,NA,NA
"ORISSA","ANGUL","TALCHER",NA,NA,NA,NA
"ORISSA","BALASORE","BAHANAGA",186,43,159,16
"ORISSA","BALASORE","BALASORE",172,104,247,69
"ORISSA","BALASORE","BALIPAL",109,52,160,91
"ORISSA","BALASORE","BASTA",207,90,41,106
"ORISSA","BALASORE","BHOGARAI",115,19,90,85
"ORISSA","BALASORE","JALESWAR",202,116,238,101
"ORISSA","BALASORE","JILGIRI",14,64,65,54
"ORISSA","BALASORE","KHAIRA",28,162,214,0
"ORISSA","BALASORE","OUPADA",30,61,51,28
"ORISSA","BALASORE","REMUNA",244,155,150,46
"ORISSA","BALASORE","SIMULIA",10,170,193,0
"ORISSA","BALASORE","SORO",156,111,123,27
"ORISSA","BARAGARH","AMBABHANA",NA,NA,NA,NA
"ORISSA","BARAGARH","ATABIRA",NA,NA,NA,NA
"ORISSA","BARAGARH","BARAGARH",2,5,28,15
"ORISSA","BARAGARH","BARAPALI",NA,NA,NA,NA
"ORISSA","BARAGARH","BHATALI",9,0,204,0
"ORISSA","BARAGARH","BHENDENI",NA,NA,NA,NA
"ORISSA","BARAGARH","BIJEPUR",NA,NA,NA,NA
"ORISSA","BARAGARH","GAISILAT",NA,NA,NA,NA
"ORISSA","BARAGARH","JHARABANDHA",3,0,83,20
"ORISSA","BARAGARH","PADMAPUR",NA,NA,NA,NA
"ORISSA","BARAGARH","PAIKMAL",NA,NA,NA,NA
"ORISSA","BARAGARH","SOHELA",2,0,55,270
"ORISSA","BHADRAK","BASUDEVPUR",101,25,104,63
"ORISSA","BHADRAK","BHADRAK",57,95,144,45
"ORISSA","BHADRAK","BHANDARIPOKHARI",108,26,54,10
"ORISSA","BHADRAK","BONTH",37,17,182,14
"ORISSA","BHADRAK","CHANDABALI",8,140,43,13
"ORISSA","BHADRAK","DHAMANAGAR",138,109,111,51
"ORISSA","BHADRAK","TIHIDI",29,39,133,34
"ORISSA","BOLANGIR","AGALPUR",NA,NA,NA,NA
"ORISSA","BOLANGIR","BALANGIR",1,0,0,0
"ORISSA","BOLANGIR","BELPARA",NA,NA,NA,NA
"ORISSA","BOLANGIR","BONGOMUNDA",NA,NA,NA,NA
"ORISSA","BOLANGIR","DEOGAN",1,0,0,0
"ORISSA","BOLANGIR","KHAPRA KHOL",NA,NA,NA,NA
"ORISSA","BOLANGIR","LOUSINGHA",NA,NA,NA,NA
"ORISSA","BOLANGIR","MURIBAHAL",NA,NA,NA,NA
"ORISSA","BOLANGIR","PATANAGARH",NA,NA,NA,NA
"ORISSA","BOLANGIR","PUINTALA",NA,NA,NA,NA
"ORISSA","BOLANGIR","SAINTALA",NA,NA,NA,NA
"ORISSA","BOLANGIR","TENTULIKHUNTI",NA,NA,NA,NA
"ORISSA","BOLANGIR","TITILAGARH",NA,NA,NA,NA
"ORISSA","BOLANGIR","TUREKELA",NA,NA,NA,NA
"ORISSA","BOUDH","BOUDH",1,0,0,0
"ORISSA","BOUDH","GHARABHANGA",NA,NA,NA,NA
"ORISSA","BOUDH","KANTAMAL",NA,NA,NA,NA
"ORISSA","CUTTACK","ATHGARH",NA,NA,NA,NA
"ORISSA","CUTTACK","BANKI",NA,NA,NA,NA
"ORISSA","CUTTACK","BARANGA",NA,NA,NA,NA
"ORISSA","CUTTACK","BARMBA",1,0,1,0
"ORISSA","CUTTACK","CUTTACK(SADAR)",92,233,122,162
"ORISSA","CUTTACK","DOMAPARA",NA,NA,NA,NA
"ORISSA","CUTTACK","KANTAPARA",3,0,198,36
"ORISSA","CUTTACK","MAHANGA",62,74,55,7
"ORISSA","CUTTACK","NARASINGHPUR",NA,NA,NA,NA
"ORISSA","CUTTACK","NIALI",NA,NA,NA,NA
"ORISSA","CUTTACK","NISCHINTAKOILI",2,50,200,0
"ORISSA","CUTTACK","SALIPUR",NA,NA,NA,NA
"ORISSA","CUTTACK","TANGI-CHOUDWAR",NA,NA,NA,NA
"ORISSA","CUTTACK","TIGIRIA",NA,NA,NA,NA
"ORISSA","DEOGARH","REAMAL",NA,NA,NA,NA
"ORISSA","DEOGARH","SARKOTE",NA,NA,NA,NA
"ORISSA","DEOGARH","TILEIBANI",NA,NA,NA,NA
"ORISSA","DHENKANAL","BHUBAN",NA,NA,NA,NA
"ORISSA","DHENKANAL","DHENKANAL",NA,NA,NA,NA
"ORISSA","DHENKANAL","GANDIA",1,0,600,0
"ORISSA","DHENKANAL","HINDOL",NA,NA,NA,NA
"ORISSA","DHENKANAL","KAMAKHYANAGAR",NA,NA,NA,NA
"ORISSA","DHENKANAL","KANKADAHAD",NA,NA,NA,NA
"ORISSA","DHENKANAL","ODAPADA",NA,NA,NA,NA
"ORISSA","DHENKANAL","PALAJANGA",NA,NA,NA,NA
"ORISSA","GAJAPATI","GUMMA",NA,NA,NA,NA
"ORISSA","GAJAPATI","KASINAGAR",1,0,40,0
"ORISSA","GAJAPATI","MOHANA",NA,NA,NA,NA
"ORISSA","GAJAPATI","NUAGADA",NA,NA,NA,NA
"ORISSA","GAJAPATI","PARALAKHEMUNDI",1,0,0,0
"ORISSA","GAJAPATI","R.UDAYAGIRI",NA,NA,NA,NA
"ORISSA","GAJAPATI","RAYAGADA",NA,NA,NA,NA
"ORISSA","GANJAM","ASKA",NA,NA,NA,NA
"ORISSA","GANJAM","BELAGUNTHA",2,50,175,0
"ORISSA","GANJAM","BHANJANAGAR",NA,NA,NA,NA
"ORISSA","GANJAM","BUGUDA",NA,NA,NA,NA
"ORISSA","GANJAM","CHATRAPUR",NA,NA,NA,NA
"ORISSA","GANJAM","CHIKITI",4,100,10,0
"ORISSA","GANJAM","DHARAKOT",NA,NA,NA,NA
"ORISSA","GANJAM","DIGAPAHANDI",NA,NA,NA,NA
"ORISSA","GANJAM","GANJAM",NA,NA,NA,NA
"ORISSA","GANJAM","HINJILIKUT",NA,NA,NA,NA
"ORISSA","GANJAM","J.N.PRASAD",NA,NA,NA,NA
"ORISSA","GANJAM","K.KHANDI",NA,NA,NA,NA
"ORISSA","GANJAM","K.S.NAGAR",NA,NA,NA,NA
"ORISSA","GANJAM","KHALLIKOT",NA,NA,NA,NA
"ORISSA","GANJAM","KODALA",NA,NA,NA,NA
"ORISSA","GANJAM","P.PUR",NA,NA,NA,NA
"ORISSA","GANJAM","PATRAPUR",1,350,0,0
"ORISSA","GANJAM","POLASARA",NA,NA,NA,NA
"ORISSA","GANJAM","R.LUNDA",NA,NA,NA,NA
"ORISSA","GANJAM","S.KHEMUNDI",NA,NA,NA,NA
"ORISSA","GANJAM","SHERAGADA",NA,NA,NA,NA
"ORISSA","GANJAM","SORADA",NA,NA,NA,NA
"ORISSA","JAGATSINGHPUR","BALIKUDA",2,112,150,0
"ORISSA","JAGATSINGHPUR","BIRIDI",26,26,267,22
"ORISSA","JAGATSINGHPUR","ERASAMA",2,0,163,0
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",3,8,115,0
"ORISSA","JAGATSINGHPUR","KUNJANG",4,16,55,0
"ORISSA","JAGATSINGHPUR","NAUGAON",NA,NA,NA,NA
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",47,18,129,78
"ORISSA","JAGATSINGHPUR","TRITOL",NA,NA,NA,NA
"ORISSA","JAJPUR","BARACHAN",24,26,73,26
"ORISSA","JAJPUR","BARI",23,49,7,54
"ORISSA","JAJPUR","BINJHARPUR",30,206,151,87
"ORISSA","JAJPUR","DANAGADI",NA,NA,NA,NA
"ORISSA","JAJPUR","DASARATHPUR",24,61,53,94
"ORISSA","JAJPUR","DHARAMASALA",2,0,0,276
"ORISSA","JAJPUR","JAJPUR",92,39,64,73
"ORISSA","JAJPUR","KOREI",112,65,126,38
"ORISSA","JAJPUR","RASULPUR",46,222,19,204
"ORISSA","JAJPUR","SUKINDA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","JHARSUGUDA",1,0,250,0
"ORISSA","JHARSUGUDA","KIRIMIRA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","KOLABIRA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","LAIKERA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","LAKHANPUR",10,0,496,0
"ORISSA","KALAHANDI","BHABANI PATANA",2,23,40,0
"ORISSA","KALAHANDI","DHARMGARH",NA,NA,NA,NA
"ORISSA","KALAHANDI","GOLAMUNDA",NA,NA,NA,NA
"ORISSA","KALAHANDI","JAIPATANA",NA,NA,NA,NA
"ORISSA","KALAHANDI","JUNAGARH",1,0,180,0
"ORISSA","KALAHANDI","KALAMPUR",NA,NA,NA,NA
"ORISSA","KALAHANDI","KARLAMUNDA",NA,NA,NA,NA
"ORISSA","KALAHANDI","KESINGA",NA,NA,NA,NA
"ORISSA","KALAHANDI","KOKASARA",NA,NA,NA,NA
"ORISSA","KALAHANDI","LANGIGARH",NA,NA,NA,NA
"ORISSA","KALAHANDI","M.RAMPUR",NA,NA,NA,NA
"ORISSA","KALAHANDI","NARALA",NA,NA,NA,NA
"ORISSA","KALAHANDI","TH.RAMPUR",NA,NA,NA,NA
"ORISSA","KENDRAPARA","AUL",2,0,150,0
"ORISSA","KENDRAPARA","DERABISI",6,208,192,0
"ORISSA","KENDRAPARA","GARADPUR",NA,NA,NA,NA
"ORISSA","KENDRAPARA","KENDRAPARA",NA,NA,NA,NA
"ORISSA","KENDRAPARA","MAHAKALAPADA",1,0,200,0
"ORISSA","KENDRAPARA","MARSAGHAI",6,42,90,266
"ORISSA","KENDRAPARA","PATAMUNDAI",5,109,125,100
"ORISSA","KENDRAPARA","RAJKANIKA",4,0,103,25
"ORISSA","KENDRAPARA","RAJNAGAR",16,39,115,63
"ORISSA","KEONJHAR","ANANDAPUR",2,16,0,15
"ORISSA","KEONJHAR","BANASPAL",NA,NA,NA,NA
"ORISSA","KEONJHAR","CHAMPUA",NA,NA,NA,NA
"ORISSA","KEONJHAR","GHASIPURA",NA,NA,NA,NA
"ORISSA","KEONJHAR","GHATAGAON",NA,NA,NA,NA
"ORISSA","KEONJHAR","HARICHANDANPUR",NA,NA,NA,NA
"ORISSA","KEONJHAR","HATADIHI",3,155,0,15
"ORISSA","KEONJHAR","JHUMPURA",NA,NA,NA,NA
"ORISSA","KEONJHAR","JODA",NA,NA,NA,NA
"ORISSA","KEONJHAR","PATANA",NA,NA,NA,NA
"ORISSA","KEONJHAR","SADAR",NA,NA,NA,NA
"ORISSA","KEONJHAR","SAHARAPARA",NA,NA,NA,NA
"ORISSA","KEONJHAR","TELKOI",NA,NA,NA,NA
"ORISSA","KHURDA","BALIANTA",1,480,0,0
"ORISSA","KHURDA","BALIPATANA",2,85,50,375
"ORISSA","KHURDA","BANAPUR",NA,NA,NA,NA
"ORISSA","KHURDA","BEGUNIA",NA,NA,NA,NA
"ORISSA","KHURDA","BHUBANESWAR",10,35,165,92
"ORISSA","KHURDA","BOLAGARH",NA,NA,NA,NA
"ORISSA","KHURDA","CHILIKA",NA,NA,NA,NA
"ORISSA","KHURDA","JATNI",NA,NA,NA,NA
"ORISSA","KHURDA","KHURDA",NA,NA,NA,NA
"ORISSA","KHURDA","TANGI",NA,NA,NA,NA
"ORISSA","KORAPUT","BAIPARIGUDA",NA,NA,NA,NA
"ORISSA","KORAPUT","BANDHUGOAN",NA,NA,NA,NA
"ORISSA","KORAPUT","BORIGUMMA",NA,NA,NA,NA
"ORISSA","KORAPUT","DASAMANTAPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","JEYPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","KORAPUT",NA,NA,NA,NA
"ORISSA","KORAPUT","KOTAPAD",NA,NA,NA,NA
"ORISSA","KORAPUT","KUNDURA",NA,NA,NA,NA
"ORISSA","KORAPUT","LAMATAPUT",NA,NA,NA,NA
"ORISSA","KORAPUT","LAXMIPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","NANDAPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","NARAYANPATNA",NA,NA,NA,NA
"ORISSA","KORAPUT","POTTANGI",NA,NA,NA,NA
"ORISSA","KORAPUT","SIMILIGUDA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KALIMELA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KHAIRAPUT",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KONKUNDA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KUDUMULUGUMMA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","MALKANAGIRI",NA,NA,NA,NA
"ORISSA","MALKANGIRI","MATHILI",NA,NA,NA,NA
"ORISSA","MALKANGIRI","PODIA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BAHALADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BANGIRIPOSI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BARIPADA",3,0,217,208
"ORISSA","MAYURBHANJ","BARSAHI",40,234,90,18
"ORISSA","MAYURBHANJ","BETANATI",28,148,81,84
"ORISSA","MAYURBHANJ","BIJATOLA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BISOI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",3,138,140,0
"ORISSA","MAYURBHANJ","JAMADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","JASIPUR",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KAPTIPADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KARANJIA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KHUNTA",13,158,119,15
"ORISSA","MAYURBHANJ","KULIANA",10,202,263,284
"ORISSA","MAYURBHANJ","KUSUMI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","MORADA",24,239,83,7
"ORISSA","MAYURBHANJ","RAIRANGPUR",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","RARUAN",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","RASGOVINDPUR",82,101,50,40
"ORISSA","MAYURBHANJ","SAMAKHUNTA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","SARASKANA",3,207,8,135
"ORISSA","MAYURBHANJ","SUKRULI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","SULIAPADA",24,136,107,18
"ORISSA","MAYURBHANJ","THAKURMUNDA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","TIRINGI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","UDALA",NA,NA,NA,NA
"ORISSA","NAYAGARH","BHAPUR",NA,NA,NA,NA
"ORISSA","NAYAGARH","DASPALLA",NA,NA,NA,NA
"ORISSA","NAYAGARH","GANIA",NA,NA,NA,NA
"ORISSA","NAYAGARH","KHANDAPADA",NA,NA,NA,NA
"ORISSA","NAYAGARH","NAYAGARH",2,0,20,0
"ORISSA","NAYAGARH","NUAGAON",NA,NA,NA,NA
"ORISSA","NAYAGARH","ODOGAON",NA,NA,NA,NA
"ORISSA","NAYAGARH","RANPUR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","CHANDAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","DABUGAON",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","JHARIGAON",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","KUSAGUMUDA",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","NANDAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","NAWARANGPUR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","PAPADAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","RAIGHAR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","UMERKOT",NA,NA,NA,NA
"ORISSA","NUAPADA","BODEN",NA,NA,NA,NA
"ORISSA","NUAPADA","KHARIAR",NA,NA,NA,NA
"ORISSA","NUAPADA","KOMANA",NA,NA,NA,NA
"ORISSA","NUAPADA","NUAPARA",1,0,0,0
"ORISSA","NUAPADA","SINAPALLI",NA,NA,NA,NA
"ORISSA","PHULBANI","BALIGUDA",NA,NA,NA,NA
"ORISSA","PHULBANI","CHAKAPAD",NA,NA,NA,NA
"ORISSA","PHULBANI","DARINGIBADI",NA,NA,NA,NA
"ORISSA","PHULBANI","G.UDAYAGIRI",NA,NA,NA,NA
"ORISSA","PHULBANI","JUMUDIBANDHA",NA,NA,NA,NA
"ORISSA","PHULBANI","KHAJURIPADA",NA,NA,NA,NA
"ORISSA","PHULBANI","KOTAGARH",NA,NA,NA,NA
"ORISSA","PHULBANI","NUAGAON",NA,NA,NA,NA
"ORISSA","PHULBANI","PHIRINGIA",NA,NA,NA,NA
"ORISSA","PHULBANI","PHULBANI",NA,NA,NA,NA
"ORISSA","PHULBANI","RAIKIA",NA,NA,NA,NA
"ORISSA","PHULBANI","TIKABALI",NA,NA,NA,NA
"ORISSA","PURI","ASTARANG",NA,NA,NA,NA
"ORISSA","PURI","BRAHMAGIRI",NA,NA,NA,NA
"ORISSA","PURI","DELANG",NA,NA,NA,NA
"ORISSA","PURI","GOP",11,3,148,1
"ORISSA","PURI","KAKATPUR",NA,NA,NA,NA
"ORISSA","PURI","KANAS",NA,NA,NA,NA
"ORISSA","PURI","KRISHNAPRASAD",NA,NA,NA,NA
"ORISSA","PURI","NIMAPARA",14,0,58,42
"ORISSA","PURI","PIPILI",3,175,25,50
"ORISSA","PURI","PURISADAR",NA,NA,NA,NA
"ORISSA","PURI","SATYABADI",NA,NA,NA,NA
"ORISSA","RAYAGADA","BISAMACUTTACK",NA,NA,NA,NA
"ORISSA","RAYAGADA","CHANDRAPOR",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUDARI",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUNUPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KALYANSINGPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KASHIPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KOUNARA",NA,NA,NA,NA
"ORISSA","RAYAGADA","MUNIGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","PADAMPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAMANGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAYAGADA",1,0,300,0
"ORISSA","SAMBALPUR","DHANKAUDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","GOVINDPUR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JAMANKIRA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JUJUMURA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KANESWAR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KUCHINDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","NAKTIDEUL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RAIRAKHOL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RENGALI",NA,NA,NA,NA
"ORISSA","SONEPUR","BINIKA",NA,NA,NA,NA
"ORISSA","SONEPUR","BIRMAHARAJPUR",NA,NA,NA,NA
