-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
"State","District","Block","Total Number of Schemes","Average length - Pucca channel","Average length - Kutcha channel","Average length - Underground channel"
"TAMIL NADU","ERODE","MODA KURICHI",65,6,26,9
"TAMIL NADU","ERODE","MOOLANUR",305,7,22,118
"TAMIL NADU","ERODE","NAMBIYUR",35,9,18,3
"TAMIL NADU","ERODE","PERUNDURAI",70,32,1,0
"TAMIL NADU","ERODE","SATHYAMANGALAM",128,14,32,19
"TAMIL NADU","ERODE","T.N.PALAYAM",28,0,35,0
"TAMIL NADU","ERODE","THALAVADI",219,0,32,0
"TAMIL NADU","ERODE","UTHUKUZLI",97,18,38,0
"TAMIL NADU","ERODE","VELLAKOIL",127,3,6,33
"TAMIL NADU","KANCHIPURAM","CHITHAMUR",2,0,0,0
"TAMIL NADU","KANCHIPURAM","MADURANTHAGAM",4,0,25,0
"TAMIL NADU","KANCHIPURAM","SRIPERUMBUDUR",4,0,67,0
"TAMIL NADU","KANCHIPURAM","THIRUKKALUKUNDRAM",22,0,122,0
"TAMIL NADU","KANCHIPURAM","UTHIRAMERUR",1,0,8,0
"TAMIL NADU","KARUR","K.PARAMATHI",3,70,0,125
"TAMIL NADU","KARUR","KRISHNARAYAPURAM",10,0,305,0
"TAMIL NADU","KARUR","THANTHONI",4,48,0,33
"TAMIL NADU","NAGAPATTINAM","THALANAYAR",3,525,0,0
"TAMIL NADU","NAGAPATTINAM","VEDARANYAM",3,390,0,0
"TAMIL NADU","NAMAKKAL","ERUMAPPATTI",79,0,0,0
"TAMIL NADU","NAMAKKAL","KABILAR MALAI",2183,14,1,1
"TAMIL NADU","NAMAKKAL","MALLASAMUDRAM",7,0,30,0
"TAMIL NADU","NAMAKKAL","MOHANUR",170,31,0,58
"TAMIL NADU","NAMAKKAL","PALLIPALAYAM",121,5,1,333
"TAMIL NADU","NAMAKKAL","PARAMATHY",696,8,10,20
"TAMIL NADU","NAMAKKAL","TIRUNCHENGODE",37,11,67,80
"TAMIL NADU","PERAMBALUR","ALATHUR",698,0,229,0
"TAMIL NADU","PERAMBALUR","ANDIMADAM",34,0,57,0
"TAMIL NADU","PERAMBALUR","ARIYALUR",261,0,26,0
"TAMIL NADU","PERAMBALUR","JAYANKONDAM",24,0,0,0
"TAMIL NADU","PERAMBALUR","SENTHURAI",12,12,0,0
"TAMIL NADU","PUDUKOTTAI","ARANTHANGI",9,0,350,0
"TAMIL NADU","RAMNATHAPURAM","KADALADI",12,0,63,0
"TAMIL NADU","SALEM","ATTUR",15,208,20,0
"TAMIL NADU","SALEM","AYOTHIYAPATTANAM",13,0,48,0
"TAMIL NADU","SALEM","KOLATHUR",17,0,0,40
"TAMIL NADU","SALEM","OMALUR",6,0,0,0
"TAMIL NADU","SALEM","PEDDANAICKENPALAYAM",1,0,0,0
"TAMIL NADU","SALEM","THALAIVASAL",18,73,9,16
"TAMIL NADU","SIVAGANGA","KALAIYARKOIL",1,0,0,0
"TAMIL NADU","SIVAGANGA","KALLAL",36,8,12,3
"TAMIL NADU","SIVAGANGA","SAKKOTTAI",4,51,0,0
"TAMIL NADU","SIVAGANGA","THIRUPPUVANAM",1,0,0,0
"TAMIL NADU","THANJAVUR","ORATHANAD",2,0,0,0
"TAMIL NADU","THANJAVUR","PERAVURANI",1,240,0,0
"TAMIL NADU","THANJAVUR","SETHUBASATHIRAM",1,0,0,0
"TAMIL NADU","THANJAVUR","THIRUVONAM",1,0,0,0
"TAMIL NADU","THENI","BODI",69,12,23,20
"TAMIL NADU","TIRUVALLUR","EEKKADU",4,0,122,0
"TAMIL NADU","TIRUVALLUR","GUMMIDIPOONDI",16,3,154,0
"TAMIL NADU","TIRUVALLUR","MINJUR",19,71,162,71
"TAMIL NADU","TIRUVALLUR","PALLIPATTU",12,125,154,154
"TAMIL NADU","TIRUVALLUR","POONAMALLEE",3,0,23,0
"TAMIL NADU","TIRUVALLUR","POONDI",1,0,0,0
"TAMIL NADU","TIRUVALLUR","POONDI",1,40,96,60
"TAMIL NADU","TIRUVALLUR","SOZHAVARAM",25,0,33,91
"TAMIL NADU","TIRUVALLUR","THIRUVAALANGADU",10,0,64,0
"TAMIL NADU","TIRUVARUR","MUTHUPETTAI",8,805,0,0
"TAMIL NADU","TIRUVARUR","THIRUTHURAIPOONDI",11,429,523,200
"TAMIL NADU","TRICHIRAPPALLI","PULLAMBADI",20,0,0,0
"TAMIL NADU","VILLUPURAM","CHINNA SALEM",1,0,0,0
"TAMIL NADU","VILLUPURAM","KALLAKURICHI",2,2,3,0
"TAMIL NADU","VILLUPURAM","KALRAYAN HILLS",13,8,0,0
"TAMIL NADU","VILLUPURAM","KOLIYANUR",1,0,388,229
"TAMIL NADU","VILLUPURAM","MARAKKANAM",20,28,3,0
"TAMIL NADU","VILLUPURAM","MAYILAM",1,0,0,0
"TAMIL NADU","VILLUPURAM","MUGAIYUR",135,65,34,2
"TAMIL NADU","VILLUPURAM","OLAKKUR",36,19,3,0
"TAMIL NADU","VILLUPURAM","RISHIVANTHAYAM",6,0,239,0
"TAMIL NADU","VILLUPURAM","SANKARAPURAM",15,121,72,0
"TAMIL NADU","VILLUPURAM","THIRUNAVALUR",3,3,1,0
"TAMIL NADU","VILLUPURAM","ULUNDURPET",2,250,0,0
"TAMIL NADU","VILLUPURAM","VAANOOR",3,17,0,0
"TAMIL NADU","VILLUPURAM","VIKKIRAVANDI",1,0,2,0
"TRIPURA","DHALAI","CHAWMANU",1,0,2000,0
"TRIPURA","DHALAI","DAMBURNAGAR",3,67,33,0
"TRIPURA","DHALAI","MANU",33,33,220,787
"TRIPURA","DHALAI","SALEMA",72,141,420,419
"TRIPURA","NORTH","DASDA",7,100,0,3779
"TRIPURA","NORTH","KADAMTALA",46,13,239,1492
"TRIPURA","NORTH","KUMARGHAT",38,0,629,1969
"TRIPURA","NORTH","PANISAGAR",46,131,26,2312
"TRIPURA","NORTH","PECHARTHAL",9,0,25,3588
"TRIPURA","SOUTH","AMARPUR",10,63,115,2430
"TRIPURA","SOUTH","BAGAFA",95,31,149,1000
"TRIPURA","SOUTH","KARBOK",9,0,0,2908
"TRIPURA","SOUTH","KILLA",21,0,294,655
"TRIPURA","SOUTH","MATABARI",139,71,232,543
"TRIPURA","SOUTH","RAJNAGAR",495,0,235,1086
"TRIPURA","SOUTH","RAPAICHARI",5,1200,75,1623
"TRIPURA","SOUTH","SATCHAND",13,0,0,4440
"TRIPURA","WEST","BISHALGARH",28,127,265,1989
"TRIPURA","WEST","DUKLI",15,30,0,3159
"TRIPURA","WEST","JAMPAIJALA",4,250,0,1750
"TRIPURA","WEST","JIRANIA",8,0,714,2857
"TRIPURA","WEST","KHOWAI",3,733,0,2426
"TRIPURA","WEST","MANDAI",2,1000,0,3000
"TRIPURA","WEST","MELAGHAR",58,50,86,281
"TRIPURA","WEST","MOHANPUR",30,194,79,764
"TRIPURA","WEST","TELIAMURA",21,558,42,3074
"TRIPURA","WEST","TULASIKHAR",4,500,0,2075
"UTTAR PRADESH","AGRA","BICHPURI",34,0,0,0
"UTTAR PRADESH","AGRA","FATEHABAD",12,0,0,0
"UTTAR PRADESH","ALLAHABAD","CHAKA",2,0,2,0
"UTTAR PRADESH","ALLAHABAD","HANDIA",2,0,50,0
"UTTAR PRADESH","ALLAHABAD","KORAON",306,0,85,0
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",13,0,119,0
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",2,0,40,0
"UTTAR PRADESH","ALLAHABAD","MEJA",95,0,0,0
"UTTAR PRADESH","ALLAHABAD","NEWADA",1,200,150,0
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",90,0,600,0
"UTTAR PRADESH","ALMORA","BAGESHWAR",19,270,174,94
"UTTAR PRADESH","ALMORA","BHAISIACHHANA",3,283,8,100
"UTTAR PRADESH","ALMORA","BHIKIASAIN",9,660,0,0
"UTTAR PRADESH","ALMORA","CHAUKHUTIA",12,548,136,30
"UTTAR PRADESH","ALMORA","DHAULADEVI",1,400,0,0
"UTTAR PRADESH","ALMORA","DWARAHAT",5,125,167,13
"UTTAR PRADESH","ALMORA","GARUR",25,374,57,0
"UTTAR PRADESH","ALMORA","HAWALBAG",14,373,85,0
"UTTAR PRADESH","ALMORA","KAPKOT",4,933,817,1
"UTTAR PRADESH","ALMORA","SALT",2,300,250,0
"UTTAR PRADESH","ALMORA","SYALDE",2,999,351,45
"UTTAR PRADESH","ALMORA","TAKULA",3,433,133,67
"UTTAR PRADESH","AZAMGARH","AHIROLA",10,0,10,0
"UTTAR PRADESH","AZAMGARH","AZAMATGARH",1,3,8,0
"UTTAR PRADESH","AZAMGARH","JAHANA JANJ",31,13,196,0
"UTTAR PRADESH","AZAMGARH","PAWAI",1227,0,15,0
"UTTAR PRADESH","BALLIA","CHILKHAR",1,0,150,0
"UTTAR PRADESH","BALLIA","GARWARH",82,0,291,1
"UTTAR PRADESH","BALLIA","HANUMANGANJ",19,34,242,47
"UTTAR PRADESH","BALLIA","NAWANAGAR",54,18,282,0
"UTTAR PRADESH","BALLIA","SEAR",44,60,301,0
"UTTAR PRADESH","BALLIA","SOHAON",8,113,131,0
"UTTAR PRADESH","BANDA","BABERU",16,0,92,0
"UTTAR PRADESH","BANDA","BISANDA",3,0,0,0
"UTTAR PRADESH","BANDA","JASPURA",6,33,119,0
"UTTAR PRADESH","BANDA","KAMASIN",5,33,80,0
"UTTAR PRADESH","BANDA","MAHUVA",42,0,147,0
"UTTAR PRADESH","BANDA","MANIKPUR",18,0,94,0
"UTTAR PRADESH","BANDA","MAU",65,0,30,0
"UTTAR PRADESH","BANDA","NARAINI",162,0,100,0
"UTTAR PRADESH","BANDA","PAHADI",38,0,44,59
"UTTAR PRADESH","BANDA","RAM NAGAR",86,0,34,0
"UTTAR PRADESH","BANDA","TINDWARI",7,0,371,0
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",1,100,900,0
"UTTAR PRADESH","DEHRADUN","CHAKRATA",243,76,283,0
"UTTAR PRADESH","DEHRADUN","DOIWALA",3,173,303,0
"UTTAR PRADESH","DEHRADUN","KALSI",1,500,0,0
"UTTAR PRADESH","DEHRADUN","RAIPUR",200,227,177,0
"UTTAR PRADESH","DEHRADUN","SAHASPUR",17,299,29,12
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",1,265,0,0
"UTTAR PRADESH","DEORIA","SALEMPUR",3,133,30,0
"UTTAR PRADESH","ETAWAH","AJEETMAL",18,0,108,0
"UTTAR PRADESH","FARUKHABAD","SAURIKH",17,0,49,0
"UTTAR PRADESH","FATEHPUR","AMAULI",22,0,190,22
"UTTAR PRADESH","GONDA","BALRAMPUR",150,160,135,0
"UTTAR PRADESH","GONDA","GAISARI",62,0,94,0
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",62,1,83,0
"UTTAR PRADESH","GONDA","PACHPARWA",230,0,16,0
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",7,0,0,0
"UTTAR PRADESH","JALAUN","DAKOR",95,5,52,0
"UTTAR PRADESH","JALAUN","JALAUN",2,0,30,0
"UTTAR PRADESH","JALAUN","KADAURA",198,0,166,0
"UTTAR PRADESH","JALAUN","KUTHAUND",42,0,14,1
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",16,0,9,0
"UTTAR PRADESH","JAUNPUR","DOBHI",1,0,100,0
"UTTAR PRADESH","JAUNPUR","KERAKAT",2,175,167,0
"UTTAR PRADESH","JAUNPUR","RAMPUR",24,33,280,0
"UTTAR PRADESH","JHANSI","BADAGAON",34,29,37,0
"UTTAR PRADESH","JHANSI","CHIRGAON",125,0,107,0
"UTTAR PRADESH","KANPUR DEHAT","PATARA",5,0,105,0
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",7,0,52,0
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",1,0,400,500
"UTTAR PRADESH","LALITPUR","BAR",1,0,0,0
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",1,0,50,0
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",10,0,12,0
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",2,0,40,0
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",1,0,0,0
"UTTAR PRADESH","MIRZAPUR","CITY",2,0,28,0
"UTTAR PRADESH","MIRZAPUR","HALIYA",188,3,234,0
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",1,0,32,0
"UTTAR PRADESH","MIRZAPUR","LALGANJ",37,0,101,0
"UTTAR PRADESH","MIRZAPUR","PAHARI",38,0,51,0
"UTTAR PRADESH","NAINITAL","BAITALGHAT",15,338,63,0
"UTTAR PRADESH","NAINITAL","BHIMTAL",5,197,17,0
"UTTAR PRADESH","NAINITAL","RAMGARH",6,800,100,0
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",2,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",10,40,30,0
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",4,55,0,0
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",3,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",8,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",5,20,0,0
"UTTAR PRADESH","PAURI GARHWAL","KOT",2,100,100,0
"UTTAR PRADESH","PAURI GARHWAL","PABO",8,131,375,0
"UTTAR PRADESH","PAURI GARHWAL","PAURI",6,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",4,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",6,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",2,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",2,0,100,0
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",5,188,0,0
"UTTAR PRADESH","RAEBARELY","UCHAHAR",1,0,50,0
"UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI",40,0,78,0
"UTTAR PRADESH","TEHRI GARHWAL","CHAMBA",2,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL","JAKHOLI",15,51,0,333
"UTTAR PRADESH","TEHRI GARHWAL","JAUNPUR",2,75,100,0
"UTTAR PRADESH","TEHRI GARHWAL","KIRTI NAGAR",9,113,0,0
"UTTAR PRADESH","TEHRI GARHWAL","NARENDRA NAGAR",1,400,0,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","JASPUR",2,50,400,50
"UTTAR PRADESH","UDHAMSINGH NAGAR","KASHIPUR",14,0,391,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","RUDRAPUR",42,2,114,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","SITARGANJ",3,0,250,0
"UTTAR PRADESH","UTTARKASHI","BHATWARI",3,167,0,0
"UTTAR PRADESH","UTTARKASHI","CHINYALISAOR",6,127,0,0
"UTTAR PRADESH","UTTARKASHI","DUNDA",4,33,125,0
"UTTAR PRADESH","UTTARKASHI","NAUGAON",139,301,25,163
"UTTAR PRADESH","UTTARKASHI","PURAULA",8,0,0,0
"UTTAR PRADESH","VARANASI","BARAHNI",14,0,214,0
"UTTAR PRADESH","VARANASI","CHAKIYA",1,0,300,0
"UTTAR PRADESH","VARANASI","CHANDOULI",2,450,140,0
"UTTAR PRADESH","VARANASI","DHANAPUR",3,0,467,0
"UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH",7,0,300,0
"UTTAR PRADESH","VARANASI","SAKELDIHA",55,0,327,0
"WEST BENGAL","BANKURA","BANKURA  - I",16,216,1409,1143
"WEST BENGAL","BANKURA","BANKURA - II",124,58,88,0
"WEST BENGAL","BANKURA","BARJORA",406,2,256,38
"WEST BENGAL","BANKURA","BISHNUPUR",65,9,154,407
"WEST BENGAL","BANKURA","CHHATNA",36,31,1805,1000
"WEST BENGAL","BANKURA","GANGAJALGHATI",639,0,172,0
"WEST BENGAL","BANKURA","INDAS",748,0,170,15
"WEST BENGAL","BANKURA","INDPUR",16,208,210,123
"WEST BENGAL","BANKURA","JOYPUR",50,25,306,196
"WEST BENGAL","BANKURA","KHATRA - I",30,4,474,289
"WEST BENGAL","BANKURA","KHATRA - II",53,3,266,404
"WEST BENGAL","BANKURA","KOTALPUR",57,0,909,1397
"WEST BENGAL","BANKURA","MEJHIA",99,1,132,145
"WEST BENGAL","BANKURA","ONDA",293,3,225,91
"WEST BENGAL","BANKURA","PATRASAYER",10,0,800,1999
"WEST BENGAL","BANKURA","RAIPUR - I",46,0,65,328
"WEST BENGAL","BANKURA","RAIPUR - II",66,29,290,71
"WEST BENGAL","BANKURA","RANIBANDH",5,0,200,1366
"WEST BENGAL","BANKURA","SALTORA",53,0,118,782
"WEST BENGAL","BANKURA","SIMLAPAL",20,57,323,475
"WEST BENGAL","BANKURA","SONAMUKHI",20,0,219,577
"WEST BENGAL","BANKURA","TALDANGRA",207,8,277,209
"WEST BENGAL","BIRBHUM","BOLPUR-SRINIKETAN",1331,0,78,0
"WEST BENGAL","BIRBHUM","DUBRAJPUR",1783,6,84,1
"WEST BENGAL","BIRBHUM","ILLAMBAZAR",159,2,86,123
"WEST BENGAL","BIRBHUM","KHAYRASOLE",1019,0,83,1
"WEST BENGAL","BIRBHUM","LABPUR",1271,0,45,7
"WEST BENGAL","BIRBHUM","MAYURESWAR-I",1812,0,73,0
"WEST BENGAL","BIRBHUM","MAYURESWAR-II",1136,0,133,4
"WEST BENGAL","BIRBHUM","MD.BAZAR",1182,0,23,5
"WEST BENGAL","BIRBHUM","MURARAI II",4,0,250,2900
"WEST BENGAL","BIRBHUM","MURARAI-I",677,0,96,15
"WEST BENGAL","BIRBHUM","NALHATI-I",23,0,509,1053
"WEST BENGAL","BIRBHUM","NALHATI-II",249,0,95,19
"WEST BENGAL","BIRBHUM","NANUR",1043,0,155,14
"WEST BENGAL","BIRBHUM","RAJNAGAR",495,0,26,0
"WEST BENGAL","BIRBHUM","RAMPURHAT-I",912,2,37,69
"WEST BENGAL","BIRBHUM","RAMPURHAT-II",766,0,98,0
"WEST BENGAL","BIRBHUM","SAINTHIA",1471,0,125,5
"WEST BENGAL","BIRBHUM","SURI-I",897,0,136,8
"WEST BENGAL","BIRBHUM","SURI-II",660,4,243,0
"WEST BENGAL","BURDWAN","ANDAL",35,3,235,21
"WEST BENGAL","BURDWAN","AUSGRAM - II",10,0,175,3154
"WEST BENGAL","BURDWAN","BARABONI",6,0,333,400
"WEST BENGAL","BURDWAN","BHATAR",1302,0,45,45
"WEST BENGAL","BURDWAN","BURDWAN - I",488,0,64,70
"WEST BENGAL","BURDWAN","BURDWAN - II",46,11,22,328
"WEST BENGAL","BURDWAN","DURGAPUR-FARIDPUR",3,0,12,0
"WEST BENGAL","BURDWAN","GALSI - I",134,0,60,0
"WEST BENGAL","BURDWAN","JAMALPUR",1,0,18,222
"WEST BENGAL","BURDWAN","JAMURIA",2,0,5,0
"WEST BENGAL","BURDWAN","KALNA - I",43,27,3281,597
"WEST BENGAL","BURDWAN","KALNA - II",277,0,728,70
"WEST BENGAL","BURDWAN","KANKSA",339,3,240,279
"WEST BENGAL","BURDWAN","KATWA - I",568,1,84,20
"WEST BENGAL","BURDWAN","KATWA - II",19,0,79,2779
"WEST BENGAL","BURDWAN","KETUGRAM - I",680,0,152,8
"WEST BENGAL","BURDWAN","KETUGRAM - II",360,0,80,469
"WEST BENGAL","BURDWAN","KHANDAGHOSH",381,0,55,30
"WEST BENGAL","BURDWAN","MEMARI - I",555,1,151,16
"WEST BENGAL","BURDWAN","MEMARI - II",551,0,118,55
"WEST BENGAL","BURDWAN","MONGALKOTE",43,76,55,264
"WEST BENGAL","BURDWAN","MONTESWAR",95,0,14,916
"WEST BENGAL","BURDWAN","PANDAVASWAR",13,0,89,0
"WEST BENGAL","BURDWAN","PURBASTHALI - I",84,41,43,1321
"WEST BENGAL","BURDWAN","PURBASTHALI - II",24,0,565,864
"WEST BENGAL","BURDWAN","RAINA - I",17,0,24,875
"WEST BENGAL","BURDWAN","RAINA - II",10,0,6,802
"WEST BENGAL","BURDWAN","RANIGANJ",2,0,0,1467
"WEST BENGAL","BURDWAN","SALANPUR",10,0,1,0
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - I",151,1,11,75
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - II",211,0,13,64
"WEST BENGAL","COOCHBEHAR","DINHATA - I",235,1,13,71
"WEST BENGAL","COOCHBEHAR","DINHATA - II",156,5,24,171
"WEST BENGAL","COOCHBEHAR","HALDIBARI",61,0,5,100
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - I",624,2,34,78
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - II",258,13,38,108
"WEST BENGAL","COOCHBEHAR","MEKLIGANJ",240,8,17,71
"WEST BENGAL","COOCHBEHAR","SITAI",170,5,81,123
"WEST BENGAL","COOCHBEHAR","SITALKUCHI",213,25,20,106
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - I",68,14,5,96
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - II",50,0,63,306
"WEST BENGAL","DAKSHIN DINAJPUR","BALURGHAT",620,1,91,386
"WEST BENGAL","DAKSHIN DINAJPUR","BANSHIHARI",76,27,133,188
"WEST BENGAL","DAKSHIN DINAJPUR","GANGARAMPUR",104,0,336,1490
"WEST BENGAL","DAKSHIN DINAJPUR","HILI",30,0,32,333
"WEST BENGAL","DAKSHIN DINAJPUR","KUMARGANJ",67,0,1299,1575
"WEST BENGAL","DAKSHIN DINAJPUR","KUSHMANDI",32,9,520,386
"WEST BENGAL","DAKSHIN DINAJPUR","TAPAN",804,0,244,175
"WEST BENGAL","DARJEELING","JOREBUNGLOW SUKHIAPE",1,0,0,200
"WEST BENGAL","DARJEELING","KHONBANI",6,555,0,1731
"WEST BENGAL","DARJEELING","KURSEONG",1,0,0,0
"WEST BENGAL","DARJEELING","MATIGARA",13,47,83,0
"WEST BENGAL","DARJEELING","NAXAL BARI",32,96,0,544
"WEST BENGAL","DARJEELING","PHANSIDEOA",10,334,0,1220
"WEST BENGAL","HOOGLY","ARAMBAGH",60,4,226,881
"WEST BENGAL","HOOGLY","BALAGARH",103,8,190,1666
"WEST BENGAL","HOOGLY","CHANDITALA - I",34,0,190,0
"WEST BENGAL","HOOGLY","CHANDITALA - II",14,0,124,0
"WEST BENGAL","HOOGLY","CHINSURAH-MOGRA",18,31,0,2190
"WEST BENGAL","HOOGLY","DHANIAKHALI",1467,0,99,72
"WEST BENGAL","HOOGLY","GOGHAT - I",13,0,0,1902
"WEST BENGAL","HOOGLY","GOGHAT - II",4,0,0,3905
"WEST BENGAL","HOOGLY","HARIPAL",743,0,336,36
"WEST BENGAL","HOOGLY","JANGIPARA",15,2,50,902
"WEST BENGAL","HOOGLY","KHANAKUL - I",822,2,128,422
"WEST BENGAL","HOOGLY","KHANAKUL - II",112,78,195,1147
"WEST BENGAL","HOOGLY","PANDUA",146,18,178,673
"WEST BENGAL","HOOGLY","POLBA-DADPUR",29,0,43,2001
"WEST BENGAL","HOOGLY","PURSURAH",25,0,0,2523
"WEST BENGAL","HOOGLY","SERAMPUR UTTARPARA",81,0,11,0
"WEST BENGAL","HOOGLY","SINGUR",24,46,281,269
"WEST BENGAL","HOOGLY","TARAKESWAR",669,0,118,0
"WEST BENGAL","HOWRAH","AMTA - I",14,0,200,1202
"WEST BENGAL","HOWRAH","AMTA - II",1242,0,150,75
"WEST BENGAL","HOWRAH","BAGNAN - I",757,1,82,1
"WEST BENGAL","HOWRAH","BAGNAN - II",701,2,14,3
"WEST BENGAL","HOWRAH","DOMJUR",921,0,11,0
"WEST BENGAL","HOWRAH","JAGATBALLAVPUR",1369,1,133,13
"WEST BENGAL","HOWRAH","PANCHLA",5,0,0,1134
"WEST BENGAL","HOWRAH","SHYAMPUR - I",1001,0,112,0
"WEST BENGAL","HOWRAH","SHYAMPUR - II",334,0,345,41
"WEST BENGAL","HOWRAH","UDAYNARAYANPUR",2117,1,104,5
"WEST BENGAL","HOWRAH","ULUBERIA - I",202,0,265,70
"WEST BENGAL","HOWRAH","ULUBERIA - II",1,0,0,0
"WEST BENGAL","JALPAIGURI","ALIPURDUAR - I",61,134,403,1102
"WEST BENGAL","JALPAIGURI","ALIPURDUAR - II",71,98,358,757
"WEST BENGAL","JALPAIGURI","DHUPGURI",42,82,87,1206
"WEST BENGAL","JALPAIGURI","FALAKATA",15,106,63,968
"WEST BENGAL","JALPAIGURI","KALCHINI",4,250,0,914
"WEST BENGAL","JALPAIGURI","KUMARGRAM",8,50,191,800
"WEST BENGAL","JALPAIGURI","MADARIHAT",6,83,0,1331
"WEST BENGAL","JALPAIGURI","MAL",78,202,27,279
"WEST BENGAL","JALPAIGURI","MATIALI",70,443,33,38
"WEST BENGAL","JALPAIGURI","MAYNAGURI",214,35,193,1091
"WEST BENGAL","JALPAIGURI","NAGRAKATA",31,83,83,279
"WEST BENGAL","JALPAIGURI","RAJGANJ",10,150,88,1523
"WEST BENGAL","JALPAIGURI","SADAR",68,159,67,1687
"WEST BENGAL","MALDA","BAMANGOLA",93,20,46,1253
"WEST BENGAL","MALDA","CHANCHAL -I",22,38,33,1348
"WEST BENGAL","MALDA","CHANCHAL II",23,17,26,1312
"WEST BENGAL","MALDA","ENGLISHBAZAR",45,13,323,1597
"WEST BENGAL","MALDA","GAZOL",836,5,52,179
"WEST BENGAL","MALDA","HABIBPUR",458,5,117,220
"WEST BENGAL","MALDA","HARISH CHANDRAPUR-II",32,0,476,385
"WEST BENGAL","MALDA","HARISHCHANDRAPUR I",10,0,20,1689
"WEST BENGAL","MALDA","KALIACHAK - I",1,0,1200,0
"WEST BENGAL","MALDA","KALIACHAK II",11,0,3446,3836
"WEST BENGAL","MALDA","KALIACHAK III",4,0,100,0
"WEST BENGAL","MALDA","MANIK CHAK",20,13,449,1346
"WEST BENGAL","MALDA","OLD MALDA",131,7,110,430
"WEST BENGAL","MALDA","RATUA-I",40,18,718,1517
"WEST BENGAL","MALDA","RATUA-II",63,0,588,503
"WEST BENGAL","MIDNAPORE","BHAGWANPUR - I",185,0,56,0
"WEST BENGAL","MIDNAPORE","BHAGWANPUR - II",188,0,33,0
"WEST BENGAL","MIDNAPORE","BINPUR - I",49,0,426,642
"WEST BENGAL","MIDNAPORE","BINPUR - II",54,13,327,98
"WEST BENGAL","MIDNAPORE","CHANDRAKONA - I",19,0,992,67
"WEST BENGAL","MIDNAPORE","CHANDRAKORA - II",513,0,257,0
"WEST BENGAL","MIDNAPORE","CONTAI - I",223,0,111,0
"WEST BENGAL","MIDNAPORE","CONTAI - II",592,2,156,0
"WEST BENGAL","MIDNAPORE","CONTAI - III",201,0,35,0
"WEST BENGAL","MIDNAPORE","DANTON - I",37,0,1115,1906
"WEST BENGAL","MIDNAPORE","DASPUR - I",81,58,778,891
"WEST BENGAL","MIDNAPORE","DASPUR - II",230,2,356,67
