-----
{
 "description": "The table refers to block wise irrigation potential utilised under surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.12.csv", 
 "title": "Download CSV for Blockwise Irrigation potential utilised under Surface Flow Schemes for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.12.csv"
}
-----
State,District,Block,Actual area irrigated (Ha) - Kharif,Actual area irrigated (Ha) - Rabi,Actual area irrigated (Ha) - Perennial,Actual area irrigated (Ha) - Others,Total
BIHAR,HAZARIBAG,BARKATTHA,40,18,0,2,60
BIHAR,HAZARIBAG,BISHNUGARH,171,64,18,0,253
BIHAR,HAZARIBAG,CHAUPARAN,1607,767,64,11,2449
BIHAR,HAZARIBAG,CHURCHU,21,2,0,0,23
BIHAR,HAZARIBAG,GOLA,7,54,0,0,61
BIHAR,HAZARIBAG,HAZARIBAGH,176,19,0,0,195
BIHAR,HAZARIBAG,ICHAK,0,0,0,0,0
BIHAR,HAZARIBAG,KATKAMSANDI,41,9,2,0,52
BIHAR,HAZARIBAG,KEREDARI,64,43,0,0,107
BIHAR,HAZARIBAG,MANDY,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,PADMA,939,295,0,0,1234
BIHAR,HAZARIBAG,PATRATU,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,RAMGARH,NA,NA,NA,NA,NA
BIHAR,JAMUI,ALIGANJ,1719,70,0,0,1789
BIHAR,JAMUI,BARHAT,28,429,40,0,497
BIHAR,JAMUI,CHAKAI,1417,196,0,0,1613
BIHAR,JAMUI,GIDHOUR,319,176,0,0,495
BIHAR,JAMUI,JAMUI,6111,1033,285,221,7650
BIHAR,JAMUI,JHAJHA,259,80,3,4,346
BIHAR,JAMUI,KHAIRA,1993,887,167,172,3219
BIHAR,JAMUI,LAKSHMIPUR,2869,157,10,8,3044
BIHAR,JAMUI,SIKANDRA,4945,850,283,0,6078
BIHAR,JAMUI,SONO,1235,1829,2,0,3066
BIHAR,JEHANABAD,ARWAL,554,364,18,11,947
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,GHOSI,1389,80,6,5,1480
BIHAR,JEHANABAD,JEHANABAD,1605,606,10,5,2226
BIHAR,JEHANABAD,KAKU,810,395,0,0,1205
BIHAR,JEHANABAD,KALEV,1192,177,0,0,1369
BIHAR,JEHANABAD,KARPI,1072,412,143,0,1627
BIHAR,JEHANABAD,KURTHA,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,MAKHDOMPUR,3550,727,3,0,4280
BIHAR,JEHANABAD,RATNI FARIDPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AMDABAET,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AZAMNAGAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BALRAMPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BANPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARSOI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,DANDKHORA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,FALKA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,HASANGANJ,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KADWA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KATIHAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KORHA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KURSELA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANIHARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANSHAHI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,SAMELI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,ALAULI,0,0,0,0,0
BIHAR,KHAGARIA,BELDAUR,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,CHAUTHAM,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,GOGRI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,KHAGARIA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,MANSI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,PARBATTA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,BAHADURGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,DHIGHATBANK,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KOCHADHAMIN,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,POTHIA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,TERHAGACHH,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,THAKURGANJ,NA,NA,NA,NA,NA
BIHAR,KODARMA,CHANDWA,220,50,4,1,275
BIHAR,KODARMA,JAINAGAR,NA,NA,NA,NA,NA
BIHAR,KODARMA,KODARAMA,357,112,0,0,469
BIHAR,KODARMA,MARKACHO,685,421,3,0,1109
BIHAR,KODARMA,SATGAWAN,150,207,2,1,360
BIHAR,LAKHISARAI,BARAHIYA,NA,NA,NA,NA,NA
BIHAR,LAKHISARAI,HALSI,118,0,0,11,129
BIHAR,LAKHISARAI,LOKHISARAI,1444,393,0,5,1842
BIHAR,LAKHISARAI,PIPARIA,54,6,0,0,60
BIHAR,LAKHISARAI,SURAJGARA,1453,781,0,155,2389
BIHAR,LOHARDAGA,BHANDRA,5,21,1,0,27
BIHAR,LOHARDAGA,KISKO,29,29,1,1,60
BIHAR,LOHARDAGA,KURU,4,8,0,0,12
BIHAR,LOHARDAGA,LOHARDAGA,NA,NA,NA,NA,NA
BIHAR,LOHARDAGA,SENHA,71,107,0,2,180
BIHAR,MADHEPURA,ALAMNAGAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,BIHARIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,CHAUSA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,GAWALPARA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,KUMAR KHAND,100,100,0,0,200
BIHAR,MADHEPURA,MADHEPURA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,MURLIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,PURAINI,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SHANKERPUR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SINGHESWAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,ANDHARADATHI,2,272,0,0,274
BIHAR,MADHUBANI,BABUBARHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,BASOPATTI,117,100,0,0,217
BIHAR,MADHUBANI,BENIPATTI,130,220,43,43,436
BIHAR,MADHUBANI,BISFI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,GHOGARDIHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,HARLAKHI,100,100,0,0,200
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,400,340,0,0,740
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,0,0,0,0,0
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,3516,3218,0,0,6734
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,5863,836,0,0,6699
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,2699,155,0,0,2854
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,0
BIHAR,MUZAFFARPUR,BOCHAHA,6,4,0,1,11
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,13,6,0,0,19
BIHAR,NALANDA,BEN,298,71,0,0,369
BIHAR,NALANDA,BIHARSARIF,24,22,5,3,54
BIHAR,NALANDA,BIND,48,40,0,5,93
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,1021,66,0,0,1087
BIHAR,NALANDA,GIRIAK,525,107,0,0,632
BIHAR,NALANDA,HARNAUT,54,16,0,0,70
BIHAR,NALANDA,HILSA,2431,255,12,2,2700
BIHAR,NALANDA,ISLAMPUR,3133,756,2,0,3891
BIHAR,NALANDA,KARAI PARSURAI,914,0,0,0,914
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,545,24,4,0,573
BIHAR,NALANDA,PARWALPUR,806,86,15,0,907
BIHAR,NALANDA,RAHUI,351,52,0,10,413
BIHAR,NALANDA,RAJGIR,583,477,0,0,1060
BIHAR,NALANDA,SARMERA,110,0,0,0,110
BIHAR,NALANDA,SILAO,235,68,0,0,303
BIHAR,NALANDA,THARTHARI,100,0,0,0,100
BIHAR,NAWADA,AKBARPUR,7258,799,41,16,8114
BIHAR,NAWADA,GOBINDPUR,4686,126,0,0,4812
BIHAR,NAWADA,HISUA,245,0,0,0,245
BIHAR,NAWADA,KANWAKOL,2961,144,4,6,3115
BIHAR,NAWADA,KASHICHOK,6234,0,0,0,6234
BIHAR,NAWADA,MESKAUR,7205,184,0,0,7389
BIHAR,NAWADA,NARDIGANJ,3771,0,0,0,3771
BIHAR,NAWADA,NARHAT,1758,91,1,3,1853
BIHAR,NAWADA,NAWADA,2466,135,0,35,2636
BIHAR,NAWADA,PAKRIWARAMA,9118,347,0,0,9465
BIHAR,NAWADA,RAJANLI,2633,48,4,3,2688
BIHAR,NAWADA,ROH,1999,148,0,0,2147
BIHAR,NAWADA,SIRDOLA,7666,1162,5,2,8835
BIHAR,NAWADA,WARSHALAGANJ,9315,113,0,0,9428
BIHAR,PAKUR,AMRAPARA,86,47,1,0,134
BIHAR,PAKUR,HIRANPUR,515,263,2,1,781
BIHAR,PAKUR,LITIPARA,542,141,0,0,683
BIHAR,PAKUR,MAHESHPUR,843,717,8,18,1586
BIHAR,PAKUR,PAKUR,35,79,0,0,114
BIHAR,PAKUR,PAKURIA,528,395,38,9,970
BIHAR,PALAMU,BALUMATH,2203,285,15,23,2526
BIHAR,PALAMU,BARWADIH,928,163,0,0,1091
BIHAR,PALAMU,BISHRAMPUR,8889,2018,230,262,11399
BIHAR,PALAMU,CHAINPUR,3583,634,100,34,4351
BIHAR,PALAMU,CHANDWA,186,106,10,4,306
BIHAR,PALAMU,CHHALAPUR,4502,32,6,0,4540
BIHAR,PALAMU,DALTENGANJ,119,57,0,0,176
BIHAR,PALAMU,GARU,639,31,0,12,682
BIHAR,PALAMU,HARIHARGANJ,843,75,3,3,924
BIHAR,PALAMU,HUSAINABAD,3046,455,90,0,3591
BIHAR,PALAMU,LATEHAR,2033,217,0,0,2250
BIHAR,PALAMU,LESTIGANJ,1754,158,2,0,1914
BIHAR,PALAMU,MAHUADANR,1198,206,0,1,1405
BIHAR,PALAMU,MANATU,1485,279,9,0,1773
BIHAR,PALAMU,MANIKA,2145,672,152,55,3024
BIHAR,PALAMU,PANKI,1809,21,0,3,1833
BIHAR,PALAMU,PATAN,3668,208,44,44,3964
BIHAR,PALAMU,SATWARWH,982,424,1,0,1407
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,97,34,2,7,140
BIHAR,PATNA,BIKRAM,10,8,0,0,18
BIHAR,PATNA,DANAPUR,0,0,0,0,0
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,MANER,452,0,0,0,452
BIHAR,PATNA,MASAURHI,0,0,0,0,0
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,5,0,0,0,5
BIHAR,PATNA,PALIGANJ,6034,3929,123,11,10097
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA,NA
BIHAR,PURNIA,AMOUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAMNANKHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BARAHARAKOTHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BHAWANIPUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,DAGARUA,NA,NA,NA,NA,NA
BIHAR,PURNIA,DHAMDAHA,NA,NA,NA,NA,NA
BIHAR,PURNIA,JALALGARH,NA,NA,NA,NA,NA
BIHAR,PURNIA,KASBA,NA,NA,NA,NA,NA
BIHAR,PURNIA,KRITYANANDNAGAR,NA,NA,NA,NA,NA
BIHAR,PURNIA,PURNIA EAST,14,14,0,0,28
BIHAR,PURNIA,RUPAULI,NA,NA,NA,NA,NA
BIHAR,PURNIA,SOINAGAR,NA,NA,NA,NA,NA
BIHAR,RANCHI,ANGARA,25,20,0,4,49
BIHAR,RANCHI,ARKI,10,8,0,0,18
BIHAR,RANCHI,BERO,31,21,0,0,52
BIHAR,RANCHI,BUNDU,NA,NA,NA,NA,NA
BIHAR,RANCHI,BURMU,10,5,0,0,15
BIHAR,RANCHI,CHANHO,217,31,6,0,254
BIHAR,RANCHI,KANKE,NA,NA,NA,NA,NA
BIHAR,RANCHI,KARRA,70,80,42,1,193
BIHAR,RANCHI,KHUNTI,64,10,0,0,74
BIHAR,RANCHI,LAPUNG,258,89,108,22,477
BIHAR,RANCHI,MANDAR,0,39,6,0,45
BIHAR,RANCHI,MURHU,0,71,0,0,71
BIHAR,RANCHI,NAMKUM,0,8,0,0,8
BIHAR,RANCHI,ORMANJI,NA,NA,NA,NA,NA
BIHAR,RANCHI,RANIA,0,0,0,0,0
BIHAR,RANCHI,RATU,8,16,2,0,26
BIHAR,RANCHI,SILLI,36,22,8,0,66
BIHAR,RANCHI,SONAHATU,105,200,57,5,367
BIHAR,RANCHI,TAMAR,10,15,0,0,25
BIHAR,RANCHI,TORPA,0,10,6,0,16
BIHAR,ROHTAS,AKORHIGOLA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,BIKRAMGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,CHENARI,858,86,0,0,944
BIHAR,ROHTAS,DAWATH,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DEHRI,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DINARA,158,95,0,0,253
BIHAR,ROHTAS,KARAKAT,433,188,0,0,621
BIHAR,ROHTAS,KARGHAHAR,NA,NA,NA,NA,NA
BIHAR,ROHTAS,KUCHAI,400,300,0,0,700
BIHAR,ROHTAS,NASHRIGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,NAWHATTA,431,69,29,8,537
BIHAR,ROHTAS,NOKHA,1,1,0,0,2
BIHAR,ROHTAS,RAJPUR,NA,NA,NA,NA,NA
BIHAR,ROHTAS,ROHTAS,170,11,0,0,181
BIHAR,ROHTAS,SANJHANLI,0,0,0,0,0
BIHAR,ROHTAS,SASARAM,972,121,0,0,1093
BIHAR,ROHTAS,SHEOSAGAR,1401,656,0,1,2058
BIHAR,ROHTAS,SURJPURA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,TELAUTHU,NA,NA,NA,NA,NA
BIHAR,SAHARSA,BANMA ITAHARI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,KAHRA,0,0,0,0,0
BIHAR,SAHARSA,MAHISHI,NA,NA,NA,NA,NA
BIHAR,SAHARSA,NAUHATTA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,PATARGHAT,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SALAKHUA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SATTAR KATAIYA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SAUR BAZAR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SONBARSA,NA,NA,NA,NA,NA
BIHAR,SAHEBGANJ,BARHAIT,479,242,0,0,721
BIHAR,SAHEBGANJ,BARHARWA,306,120,0,0,426
BIHAR,SAHEBGANJ,BORIO,325,163,1,0,489
BIHAR,SAHEBGANJ,MANDRO,146,67,3,6,222
BIHAR,SAHEBGANJ,PATHNA,469,156,0,0,625
BIHAR,SAHEBGANJ,RAJMAHAL,337,334,7,2,680
BIHAR,SAHEBGANJ,SAHEBGANJ,4,17,0,0,21
BIHAR,SAHEBGANJ,TALJHARI,123,334,6,0,463
BIHAR,SAHEBGANJ,UDHUWA,323,124,0,0,447
BIHAR,SAMASTIPUR,BIBHUTIPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,BITHAN,0,400,0,0,400
BIHAR,SAMASTIPUR,DALSINGHSARAI,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,HASANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KALYANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KHANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHANPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MORWA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,PATORI,2,2,2,2,8
BIHAR,SAMASTIPUR,PUSA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,ROSERA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SAMASTIPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SARAIRANJAN,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SHIWAJINAGAR,158,65,0,0,223
BIHAR,SAMASTIPUR,SINGHIYA,0,0,0,0,0
BIHAR,SAMASTIPUR,TAJPUR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,UJIARPUR,8,10,2,0,20
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,WARISNAGAR,NA,NA,NA,NA,NA
BIHAR,SARAN,AMNOUR,NA,NA,NA,NA,NA
BIHAR,SARAN,BANIAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,CHAPRA,NA,NA,NA,NA,NA
BIHAR,SARAN,DARIYAPUR,2,1,1,1,5
BIHAR,SARAN,DIGHWARA,NA,NA,NA,NA,NA
BIHAR,SARAN,EKMA,128,3989,90,0,4207
BIHAR,SARAN,GARKHA,NA,NA,NA,NA,NA
BIHAR,SARAN,ISUAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,JALALPUR,19,41,0,0,60
BIHAR,SARAN,LAHLADPUR JANTA BAZA,NA,NA,NA,NA,NA
BIHAR,SARAN,MAKER,NA,NA,NA,NA,NA
BIHAR,SARAN,MANJHI,NA,NA,NA,NA,NA
BIHAR,SARAN,MARHAURA,NA,NA,NA,NA,NA
BIHAR,SARAN,MASARAKH,NA,NA,NA,NA,NA
BIHAR,SARAN,NAGRA,NA,NA,NA,NA,NA
BIHAR,SARAN,PANAPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,PARSA,NA,NA,NA,NA,NA
BIHAR,SARAN,RIVILGANJ,NA,NA,NA,NA,NA
BIHAR,SARAN,SONEPUR,NA,NA,NA,NA,NA
BIHAR,SARAN,TARAIYA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,ARIARI,1667,69,14,0,1750
BIHAR,SHEIKHPURA,BARBIGHA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,CHEBARA,2795,83,0,0,2878
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,61,0,0,0,61
BIHAR,SHEIKHPURA,SHEIKHPURA,1899,190,0,0,2089
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,0,0,0,0,0
BIHAR,SHEOHAR,DUMARI KATSARI,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,PIPRAHI,42,56,10,0,108
BIHAR,SHEOHAR,PURNAHIA,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,SHEOHAR,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,TARIYANI,0,0,0,0,0
BIHAR,SINGHBHUM EAST,BAHARAGORA,213,110,8,107,438
BIHAR,SINGHBHUM EAST,CHAKULIA,11,77,2,0,90
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,465,87,3,6,561
BIHAR,SINGHBHUM EAST,DUMARIA,69,22,7,1,99
BIHAR,SINGHBHUM EAST,GHATSHILA,693,1321,7,3,2024
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,76,27,0,0,103
BIHAR,SINGHBHUM EAST,MUSABANI,143,21,0,0,164
BIHAR,SINGHBHUM EAST,PATAMDA,413,134,18,0,565
BIHAR,SINGHBHUM EAST,POTKA,428,73,21,2,524
BIHAR,SINGHBHUM WEST,BANDGAON,4,5,2,0,11
BIHAR,SINGHBHUM WEST,CHAIBASA,14,23,5,0,42
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,1764,456,1,0,2221
BIHAR,SINGHBHUM WEST,CHANDIL,227,28,4,0,259
BIHAR,SINGHBHUM WEST,GELKERA,158,56,0,0,214
BIHAR,SINGHBHUM WEST,GUNHARIA,24,11,2,0,37
BIHAR,SINGHBHUM WEST,ICHAGANHI,477,196,1,0,674
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,747,151,4,0,902
BIHAR,SINGHBHUM WEST,JHINIKPANI,31,41,1,6,79
BIHAR,SINGHBHUM WEST,KHANSOWAN,865,138,20,18,1041
BIHAR,SINGHBHUM WEST,KHUNTPANI,43,35,0,0,78
BIHAR,SINGHBHUM WEST,KUCHAI,382,68,29,0,479
BIHAR,SINGHBHUM WEST,KUMARDUNGI,240,60,33,1,334
BIHAR,SINGHBHUM WEST,MAJHGAON,396,18,0,0,414
BIHAR,SINGHBHUM WEST,MANJHARI,4,2,0,0,6
BIHAR,SINGHBHUM WEST,MANOHARPUR,583,269,44,1,897
BIHAR,SINGHBHUM WEST,NIMDIH,202,42,0,3,247
BIHAR,SINGHBHUM WEST,NOAMUNDI,328,300,0,0,628
BIHAR,SINGHBHUM WEST,RAJNAGAR,318,55,0,0,373
BIHAR,SINGHBHUM WEST,SARAIKELA,274,274,38,0,586
BIHAR,SINGHBHUM WEST,SONUA,57,7,0,0,64
BIHAR,SINGHBHUM WEST,TANTNAGAR,188,47,3,13,251
BIHAR,SINGHBHUM WEST,TONTO,9,10,3,0,22
BIHAR,SITAMARHI,BAIRBANJYA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BAJAPATTI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BATHNAHA,33,9,40,2,84
BIHAR,SITAMARHI,BELSAND,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BOKHARA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,CHURAUT,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,DUMRA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,MEJARGANJ,20,15,0,0,35
BIHAR,SITAMARHI,NANPUR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARIHAR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARSAUNI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PUPARI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RIGA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RUNISAIDPUR,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SONBARSA,484,192,0,0,676
BIHAR,SITAMARHI,SUPPI,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SURSAND,0,0,0,0,0
BIHAR,SIWAN,ANDAR,NA,NA,NA,NA,NA
BIHAR,SIWAN,BARHARIA,18,11,3,1,33
BIHAR,SIWAN,BASANTPUR,NA,NA,NA,NA,NA
BIHAR,SIWAN,BHAGWANPUR GHAT,NA,NA,NA,NA,NA
BIHAR,SIWAN,DARAULI,1,1,0,0,2
BIHAR,SIWAN,DARAUNDHA,NA,NA,NA,NA,NA
BIHAR,SIWAN,GORAIKOTHI,7,15,0,0,22
BIHAR,SIWAN,GUTHANI,NA,NA,NA,NA,NA
BIHAR,SIWAN,HUSSAINGANJ,27,48,0,0,75
BIHAR,SIWAN,LAKRI NABIGANJ,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAHRAJGANJ,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAIRWA,NA,NA,NA,NA,NA
BIHAR,SIWAN,PACHRUKHI,NA,NA,NA,NA,NA
BIHAR,SIWAN,RAGHUNATHPUR,NA,NA,NA,NA,NA
BIHAR,SIWAN,SISWAN,NA,NA,NA,NA,NA
BIHAR,SIWAN,SIWAN,NA,NA,NA,NA,NA
BIHAR,SUPAUL,BASANTPUR,30,0,0,0,30
BIHAR,SUPAUL,CHHATAPUR,NA,NA,NA,NA,NA
