-----
{
 "description": "The table refers to block wise irrigation potential utilised through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.14.csv"
}
-----
"State","District","Block","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others"
"BIHAR","DUMKA","RANESHWAR",NA,NA,NA,NA
"BIHAR","DUMKA","SARAIYAHAT",NA,NA,NA,NA
"BIHAR","DUMKA","SHIKARIPARA",NA,NA,NA,NA
"BIHAR","GARHWA","BHANDARIA",NA,NA,NA,NA
"BIHAR","GARHWA","BHAWNATHPUR",NA,NA,NA,NA
"BIHAR","GARHWA","CHIRIA",NA,NA,NA,NA
"BIHAR","GARHWA","DANDAI",NA,NA,NA,NA
"BIHAR","GARHWA","DHURKI",NA,NA,NA,NA
"BIHAR","GARHWA","GARHWA",NA,NA,NA,NA
"BIHAR","GARHWA","KHARAUNDHI",NA,NA,NA,NA
"BIHAR","GARHWA","MAJHIAURA",2,5,0,0
"BIHAR","GARHWA","MEVAL",NA,NA,NA,NA
"BIHAR","GARHWA","NAYARKTARI",NA,NA,NA,NA
"BIHAR","GARHWA","RAMIA",NA,NA,NA,NA
"BIHAR","GARHWA","RAMKANDA",NA,NA,NA,NA
"BIHAR","GARHWA","RANKA",NA,NA,NA,NA
"BIHAR","GAYA","AMAS",NA,NA,NA,NA
"BIHAR","GAYA","ATARI",NA,NA,NA,NA
"BIHAR","GAYA","BANROYBAZAR",NA,NA,NA,NA
"BIHAR","GAYA","BARACHATTI",NA,NA,NA,NA
"BIHAR","GAYA","BELAGANJ",80,30,0,0
"BIHAR","GAYA","BODHGAYA",NA,NA,NA,NA
"BIHAR","GAYA","DOBBI",NA,NA,NA,NA
"BIHAR","GAYA","DUMARIA",NA,NA,NA,NA
"BIHAR","GAYA","FETHPUR",NA,NA,NA,NA
"BIHAR","GAYA","GARARU",NA,NA,NA,NA
"BIHAR","GAYA","GAYA SADAR",4,4,0,0
"BIHAR","GAYA","GURUA",NA,NA,NA,NA
"BIHAR","GAYA","IMAMGANJ",NA,NA,NA,NA
"BIHAR","GAYA","KHIZIRSORAI",NA,NA,NA,NA
"BIHAR","GAYA","KONCH",NA,NA,NA,NA
"BIHAR","GAYA","MANPUR",0,0,0,0
"BIHAR","GAYA","MOHANPUR",NA,NA,NA,NA
"BIHAR","GAYA","NIMCHAK BATHANI",NA,NA,NA,NA
"BIHAR","GAYA","PARAIYA",10,0,0,0
"BIHAR","GAYA","SHERGHATI",3,1,0,0
"BIHAR","GAYA","TANKUPPA",NA,NA,NA,NA
"BIHAR","GAYA","TEKARI",6,0,0,0
"BIHAR","GAYA","WAZGANJ",NA,NA,NA,NA
"BIHAR","GIRIDIH","BAGODAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","BENGABAD",30,31,0,0
"BIHAR","GIRIDIH","BIRNI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DEORI",NA,NA,NA,NA
"BIHAR","GIRIDIH","DYMIR",NA,NA,NA,NA
"BIHAR","GIRIDIH","GANDEY",NA,NA,NA,NA
"BIHAR","GIRIDIH","GAWAN",NA,NA,NA,NA
"BIHAR","GIRIDIH","GIRIDIH",NA,NA,NA,NA
"BIHAR","GIRIDIH","JAMYA",NA,NA,NA,NA
"BIHAR","GIRIDIH","PIRTANR",NA,NA,NA,NA
"BIHAR","GIRIDIH","RAJ DHANWAR",NA,NA,NA,NA
"BIHAR","GIRIDIH","TISRI",NA,NA,NA,NA
"BIHAR","GODDA","BOARIJORE",NA,NA,NA,NA
"BIHAR","GODDA","GODDA",NA,NA,NA,NA
"BIHAR","GODDA","MAHAGAMA",NA,NA,NA,NA
"BIHAR","GODDA","MEHARWAN",NA,NA,NA,NA
"BIHAR","GODDA","PATHARGAMA",NA,NA,NA,NA
"BIHAR","GODDA","PORAIYHAT",NA,NA,NA,NA
"BIHAR","GODDA","SUNDAR PAHARI",NA,NA,NA,NA
"BIHAR","GODDA","THAKUR BANGTI",NA,NA,NA,NA
"BIHAR","GOPALGANJ","BAIKUNTHPUR",9,26,0,0
"BIHAR","GOPALGANJ","BARAULI",15,40,0,0
"BIHAR","GOPALGANJ","BHOREY",30,24,0,0
"BIHAR","GOPALGANJ","BIJAIPUR",316,212,108,14
"BIHAR","GOPALGANJ","GOPALGANJ",320,135,5,0
"BIHAR","GOPALGANJ","HATHUA",9,21,3,7
"BIHAR","GOPALGANJ","KATAIYA",NA,NA,NA,NA
"BIHAR","GOPALGANJ","KUCHAIKOTE",10,15,0,4
"BIHAR","GOPALGANJ","MANJHA",8,15,0,0
"BIHAR","GOPALGANJ","PHULWARIYA",121,122,0,0
"BIHAR","GOPALGANJ","PUNCHDEORI",1,2,2,0
"BIHAR","GOPALGANJ","SIDHWALIA",2,2,0,0
"BIHAR","GOPALGANJ","THAWE",0,0,0,0
"BIHAR","GOPALGANJ","UCHKAGAON",300,202,0,0
"BIHAR","GUMLA","BALBA",NA,NA,NA,NA
"BIHAR","GUMLA","BANO",NA,NA,NA,NA
"BIHAR","GUMLA","BASIA",NA,NA,NA,NA
"BIHAR","GUMLA","BHARNO",NA,NA,NA,NA
"BIHAR","GUMLA","BISHUNPUR",NA,NA,NA,NA
"BIHAR","GUMLA","CHAINPUR",NA,NA,NA,NA
"BIHAR","GUMLA","DUMRI",NA,NA,NA,NA
"BIHAR","GUMLA","GHAGHRA",NA,NA,NA,NA
"BIHAR","GUMLA","GUMLA",NA,NA,NA,NA
"BIHAR","GUMLA","JALDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","KANIDARA",NA,NA,NA,NA
"BIHAR","GUMLA","KOLUBIRA",NA,NA,NA,NA
"BIHAR","GUMLA","KURDEG",NA,NA,NA,NA
"BIHAR","GUMLA","PALKOT",NA,NA,NA,NA
"BIHAR","GUMLA","RAIDIH",NA,NA,NA,NA
"BIHAR","GUMLA","SIMDEGA",NA,NA,NA,NA
"BIHAR","GUMLA","SISAI",NA,NA,NA,NA
"BIHAR","GUMLA","THETHAITANGA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARHI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKAGAON",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BARKATTHA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","BISHNUGARH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHAUPARAN",NA,NA,NA,NA
"BIHAR","HAZARIBAG","CHURCHU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","GOLA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","HAZARIBAGH",NA,NA,NA,NA
"BIHAR","HAZARIBAG","ICHAK",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KATKAMSANDI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","KEREDARI",NA,NA,NA,NA
"BIHAR","HAZARIBAG","MANDY",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PADMA",NA,NA,NA,NA
"BIHAR","HAZARIBAG","PATRATU",NA,NA,NA,NA
"BIHAR","HAZARIBAG","RAMGARH",NA,NA,NA,NA
"BIHAR","JAMUI","ALIGANJ",NA,NA,NA,NA
"BIHAR","JAMUI","BARHAT",0,0,0,0
"BIHAR","JAMUI","CHAKAI",NA,NA,NA,NA
"BIHAR","JAMUI","GIDHOUR",NA,NA,NA,NA
"BIHAR","JAMUI","JAMUI",NA,NA,NA,NA
"BIHAR","JAMUI","JHAJHA",2,1,0,0
"BIHAR","JAMUI","KHAIRA",NA,NA,NA,NA
"BIHAR","JAMUI","LAKSHMIPUR",NA,NA,NA,NA
"BIHAR","JAMUI","SIKANDRA",3,18,0,0
"BIHAR","JAMUI","SONO",NA,NA,NA,NA
"BIHAR","JEHANABAD","ARWAL",NA,NA,NA,NA
"BIHAR","JEHANABAD","BANSI SURUJPUR",NA,NA,NA,NA
"BIHAR","JEHANABAD","GHOSI",NA,NA,NA,NA
"BIHAR","JEHANABAD","JEHANABAD",10,6,0,0
"BIHAR","JEHANABAD","KAKU",0,0,0,0
"BIHAR","JEHANABAD","KALEV",NA,NA,NA,NA
"BIHAR","JEHANABAD","KARPI",0,0,0,0
"BIHAR","JEHANABAD","KURTHA",40,40,0,0
"BIHAR","JEHANABAD","MAKHDOMPUR",289,144,0,0
"BIHAR","JEHANABAD","RATNI FARIDPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","AMDABAET",NA,NA,NA,NA
"BIHAR","KATIHAR","AZAMNAGAR",NA,NA,NA,NA
"BIHAR","KATIHAR","BALRAMPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BANPUR",NA,NA,NA,NA
"BIHAR","KATIHAR","BARARI",389,526,359,0
"BIHAR","KATIHAR","BARSOI",NA,NA,NA,NA
"BIHAR","KATIHAR","DANDKHORA",NA,NA,NA,NA
"BIHAR","KATIHAR","FALKA",10,30,0,0
"BIHAR","KATIHAR","HASANGANJ",81,81,0,0
"BIHAR","KATIHAR","KADWA",NA,NA,NA,NA
"BIHAR","KATIHAR","KATIHAR",NA,NA,NA,NA
"BIHAR","KATIHAR","KORHA",NA,NA,NA,NA
"BIHAR","KATIHAR","KURSELA",NA,NA,NA,NA
"BIHAR","KATIHAR","MANIHARI",NA,NA,NA,NA
"BIHAR","KATIHAR","MANSHAHI",NA,NA,NA,NA
"BIHAR","KATIHAR","SAMELI",NA,NA,NA,NA
"BIHAR","KHAGARIA","ALAULI",91,321,1,0
"BIHAR","KHAGARIA","BELDAUR",NA,NA,NA,NA
"BIHAR","KHAGARIA","CHAUTHAM",110,73,0,0
"BIHAR","KHAGARIA","GOGRI",115,259,42,3
"BIHAR","KHAGARIA","KHAGARIA",33,55,0,0
"BIHAR","KHAGARIA","MANSI",80,96,0,0
"BIHAR","KHAGARIA","PARBATTA",139,88,20,0
"BIHAR","KISHANGANJ","BAHADURGANJ",0,18,0,0
"BIHAR","KISHANGANJ","DHIGHATBANK",NA,NA,NA,NA
"BIHAR","KISHANGANJ","KISHANGANJ",10,25,0,0
"BIHAR","KISHANGANJ","KOCHADHAMIN",160,183,0,0
"BIHAR","KISHANGANJ","POTHIA",0,0,0,0
"BIHAR","KISHANGANJ","TERHAGACHH",NA,NA,NA,NA
"BIHAR","KISHANGANJ","THAKURGANJ",52,18,0,0
"BIHAR","KODARMA","CHANDWA",NA,NA,NA,NA
"BIHAR","KODARMA","JAINAGAR",NA,NA,NA,NA
"BIHAR","KODARMA","KODARAMA",NA,NA,NA,NA
"BIHAR","KODARMA","MARKACHO",4,4,4,4
"BIHAR","KODARMA","SATGAWAN",NA,NA,NA,NA
"BIHAR","LAKHISARAI","BARAHIYA",0,0,0,0
"BIHAR","LAKHISARAI","HALSI",0,0,0,0
"BIHAR","LAKHISARAI","LOKHISARAI",80,80,0,0
"BIHAR","LAKHISARAI","PIPARIA",0,0,0,0
"BIHAR","LAKHISARAI","SURAJGARA",255,222,0,20
"BIHAR","LOHARDAGA","BHANDRA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KISKO",NA,NA,NA,NA
"BIHAR","LOHARDAGA","KURU",NA,NA,NA,NA
"BIHAR","LOHARDAGA","LOHARDAGA",NA,NA,NA,NA
"BIHAR","LOHARDAGA","SENHA",NA,NA,NA,NA
"BIHAR","MADHEPURA","ALAMNAGAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","BIHARIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","CHAUSA",207,433,0,0
"BIHAR","MADHEPURA","GAWALPARA",0,0,0,0
"BIHAR","MADHEPURA","KUMAR KHAND",NA,NA,NA,NA
"BIHAR","MADHEPURA","MADHEPURA",NA,NA,NA,NA
"BIHAR","MADHEPURA","MURLIGANJ",NA,NA,NA,NA
"BIHAR","MADHEPURA","PURAINI",NA,NA,NA,NA
"BIHAR","MADHEPURA","SHANKERPUR",NA,NA,NA,NA
"BIHAR","MADHEPURA","SINGHESWAR",NA,NA,NA,NA
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,0,0,0
"BIHAR","MADHUBANI","ANDHARADATHI",0,80,0,0
"BIHAR","MADHUBANI","BABUBARHI",40,80,10,0
"BIHAR","MADHUBANI","BASOPATTI",40,80,20,5
"BIHAR","MADHUBANI","BENIPATTI",2,7,0,0
"BIHAR","MADHUBANI","BISFI",80,165,0,15
"BIHAR","MADHUBANI","GHOGARDIHA",NA,NA,NA,NA
"BIHAR","MADHUBANI","HARLAKHI",0,0,0,0
"BIHAR","MADHUBANI","JAITYAGAR",13,10,0,0
"BIHAR","MADHUBANI","JHANJHARPUR",112,99,4,5
"BIHAR","MADHUBANI","KHAJAULI",380,295,0,0
"BIHAR","MADHUBANI","LADANIA",118,79,13,21
"BIHAR","MADHUBANI","LAKHNAUR",3,5,2,3
"BIHAR","MADHUBANI","LAUKAHA",17,45,0,0
"BIHAR","MADHUBANI","LAUKAHI",1,3,2,2
"BIHAR","MADHUBANI","MADHAWAPUR",NA,NA,NA,NA
"BIHAR","MADHUBANI","MADUBANI",981,1288,61,41
"BIHAR","MADHUBANI","MEDEPUR",0,0,0,0
"BIHAR","MADHUBANI","PANDAUL",350,642,10,35
"BIHAR","MADHUBANI","PHULPARAS",21,57,1,5
"BIHAR","MADHUBANI","RAJNAGAR",14,53,0,3
"BIHAR","MUNGER","BARIAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","DHARHARA",NA,NA,NA,NA
"BIHAR","MUNGER","JAMALPUR",7,7,0,0
"BIHAR","MUNGER","KHARAGPUR",NA,NA,NA,NA
"BIHAR","MUNGER","MUNGER",NA,NA,NA,NA
"BIHAR","MUNGER","SANGRAMPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TARAPUR",NA,NA,NA,NA
"BIHAR","MUNGER","TETIA BUMBER",NA,NA,NA,NA
"BIHAR","MUZAFFARPUR","AURAI",0,0,0,0
"BIHAR","MUZAFFARPUR","BANDRA",0,0,0,0
"BIHAR","MUZAFFARPUR","BOCHAHA",272,295,0,3
"BIHAR","MUZAFFARPUR","GAIGHAT",115,1358,115,22
"BIHAR","MUZAFFARPUR","KANTI",0,30,0,0
"BIHAR","MUZAFFARPUR","KATRA",50,200,25,0
"BIHAR","MUZAFFARPUR","KURHANI",0,5,0,0
"BIHAR","MUZAFFARPUR","MINAPUR",2,9,0,0
"BIHAR","MUZAFFARPUR","MORAUL",2,43,0,2
"BIHAR","MUZAFFARPUR","MOTIPUR",197,276,23,30
"BIHAR","MUZAFFARPUR","MUSHAHARI",20,38,0,0
"BIHAR","MUZAFFARPUR","PAROO",0,0,0,0
"BIHAR","MUZAFFARPUR","SAHEBGANJ",1,8,0,0
"BIHAR","MUZAFFARPUR","SAKRA",104,216,10,6
"BIHAR","MUZAFFARPUR","SARAIYA",108,163,41,10
"BIHAR","NALANDA","ASTHAWAN",101,110,15,5
"BIHAR","NALANDA","BEN",14,5,1,0
"BIHAR","NALANDA","BIHARSARIF",175,152,33,11
"BIHAR","NALANDA","BIND",0,0,0,0
"BIHAR","NALANDA","CHANDI",0,0,0,0
"BIHAR","NALANDA","EKANGARSARAI",198,137,7,11
"BIHAR","NALANDA","GIRIAK",60,41,0,0
"BIHAR","NALANDA","HARNAUT",102,22,20,10
"BIHAR","NALANDA","HILSA",135,112,0,0
"BIHAR","NALANDA","ISLAMPUR",283,247,15,0
"BIHAR","NALANDA","KARAI PARSURAI",NA,NA,NA,NA
"BIHAR","NALANDA","KATRISARAI",29,30,0,0
"BIHAR","NALANDA","NAGAR NAUSA",0,0,0,0
"BIHAR","NALANDA","NOORSARAI",258,228,62,0
"BIHAR","NALANDA","PARWALPUR",24,24,4,6
"BIHAR","NALANDA","RAHUI",169,131,4,27
"BIHAR","NALANDA","RAJGIR",NA,NA,NA,NA
"BIHAR","NALANDA","SARMERA",12,3,0,0
"BIHAR","NALANDA","SILAO",NA,NA,NA,NA
"BIHAR","NALANDA","THARTHARI",23,18,1,2
"BIHAR","NAWADA","AKBARPUR",NA,NA,NA,NA
"BIHAR","NAWADA","GOBINDPUR",NA,NA,NA,NA
"BIHAR","NAWADA","HISUA",15,12,0,0
"BIHAR","NAWADA","KANWAKOL",NA,NA,NA,NA
"BIHAR","NAWADA","KASHICHOK",45,40,24,22
"BIHAR","NAWADA","MESKAUR",NA,NA,NA,NA
"BIHAR","NAWADA","NARDIGANJ",NA,NA,NA,NA
"BIHAR","NAWADA","NARHAT",NA,NA,NA,NA
"BIHAR","NAWADA","NAWADA",664,501,44,0
"BIHAR","NAWADA","PAKRIWARAMA",306,285,90,72
"BIHAR","NAWADA","RAJANLI",0,0,0,0
"BIHAR","NAWADA","ROH",69,50,26,0
"BIHAR","NAWADA","SIRDOLA",24,16,0,0
"BIHAR","NAWADA","WARSHALAGANJ",25,162,29,6
"BIHAR","PAKUR","AMRAPARA",NA,NA,NA,NA
"BIHAR","PAKUR","HIRANPUR",NA,NA,NA,NA
"BIHAR","PAKUR","LITIPARA",NA,NA,NA,NA
"BIHAR","PAKUR","MAHESHPUR",NA,NA,NA,NA
"BIHAR","PAKUR","PAKUR",0,18,0,0
"BIHAR","PAKUR","PAKURIA",NA,NA,NA,NA
"BIHAR","PALAMU","BALUMATH",NA,NA,NA,NA
"BIHAR","PALAMU","BARWADIH",NA,NA,NA,NA
"BIHAR","PALAMU","BISHRAMPUR",NA,NA,NA,NA
"BIHAR","PALAMU","CHAINPUR",NA,NA,NA,NA
"BIHAR","PALAMU","CHANDWA",NA,NA,NA,NA
"BIHAR","PALAMU","CHHALAPUR",NA,NA,NA,NA
"BIHAR","PALAMU","DALTENGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","GARU",NA,NA,NA,NA
"BIHAR","PALAMU","HARIHARGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","HUSAINABAD",NA,NA,NA,NA
"BIHAR","PALAMU","LATEHAR",NA,NA,NA,NA
"BIHAR","PALAMU","LESTIGANJ",NA,NA,NA,NA
"BIHAR","PALAMU","MAHUADANR",NA,NA,NA,NA
"BIHAR","PALAMU","MANATU",NA,NA,NA,NA
"BIHAR","PALAMU","MANIKA",NA,NA,NA,NA
"BIHAR","PALAMU","PANKI",NA,NA,NA,NA
"BIHAR","PALAMU","PATAN",NA,NA,NA,NA
"BIHAR","PALAMU","SATWARWH",NA,NA,NA,NA
"BIHAR","PATNA","ATHMAL GOLA",160,228,29,31
"BIHAR","PATNA","BAKHTIARPUR",214,361,0,0
"BIHAR","PATNA","BARH",117,142,11,25
"BIHAR","PATNA","BELCHI",NA,NA,NA,NA
"BIHAR","PATNA","BIHTA",404,429,10,0
"BIHAR","PATNA","BIKRAM",130,77,0,2
"BIHAR","PATNA","DANAPUR",148,170,41,0
"BIHAR","PATNA","DANIAWAN",4,4,4,0
"BIHAR","PATNA","DHANARUA",164,143,32,15
"BIHAR","PATNA","DULHAN BAZAR",48,43,0,5
"BIHAR","PATNA","FATUHA",80,75,10,25
"BIHAR","PATNA","GHOSWARI",NA,NA,NA,NA
"BIHAR","PATNA","KHUSRUPUR",8,8,0,0
"BIHAR","PATNA","MANER",217,222,30,29
"BIHAR","PATNA","MASAURHI",302,212,6,3
"BIHAR","PATNA","MOKAMAH",3,2,0,0
"BIHAR","PATNA","NAUBATPUR",0,0,0,0
"BIHAR","PATNA","PALIGANJ",166,90,34,0
"BIHAR","PATNA","PANDARAK",0,0,0,0
"BIHAR","PATNA","PATNA SADAR",120,105,0,0
"BIHAR","PATNA","PHULWARISARIF",385,117,0,0
"BIHAR","PATNA","PUNPUN",60,18,0,0
"BIHAR","PATNA","SAMPATCHAK",60,26,5,0
"BIHAR","PURNIA","AMOUR",NA,NA,NA,NA
"BIHAR","PURNIA","BAISA",NA,NA,NA,NA
"BIHAR","PURNIA","BAISI",NA,NA,NA,NA
"BIHAR","PURNIA","BAMNANKHI",NA,NA,NA,NA
"BIHAR","PURNIA","BARAHARAKOTHI",NA,NA,NA,NA
"BIHAR","PURNIA","BHAWANIPUR",NA,NA,NA,NA
"BIHAR","PURNIA","DAGARUA",NA,NA,NA,NA
"BIHAR","PURNIA","DHAMDAHA",NA,NA,NA,NA
"BIHAR","PURNIA","JALALGARH",NA,NA,NA,NA
"BIHAR","PURNIA","KASBA",NA,NA,NA,NA
"BIHAR","PURNIA","KRITYANANDNAGAR",NA,NA,NA,NA
"BIHAR","PURNIA","PURNIA EAST",40,55,10,0
"BIHAR","PURNIA","RUPAULI",0,0,0,0
"BIHAR","PURNIA","SOINAGAR",NA,NA,NA,NA
"BIHAR","RANCHI","ANGARA",NA,NA,NA,NA
"BIHAR","RANCHI","ARKI",NA,NA,NA,NA
"BIHAR","RANCHI","BERO",NA,NA,NA,NA
"BIHAR","RANCHI","BUNDU",NA,NA,NA,NA
"BIHAR","RANCHI","BURMU",NA,NA,NA,NA
"BIHAR","RANCHI","CHANHO",NA,NA,NA,NA
"BIHAR","RANCHI","KANKE",NA,NA,NA,NA
"BIHAR","RANCHI","KARRA",NA,NA,NA,NA
"BIHAR","RANCHI","KHUNTI",NA,NA,NA,NA
"BIHAR","RANCHI","LAPUNG",NA,NA,NA,NA
"BIHAR","RANCHI","MANDAR",NA,NA,NA,NA
"BIHAR","RANCHI","MURHU",NA,NA,NA,NA
"BIHAR","RANCHI","NAMKUM",NA,NA,NA,NA
"BIHAR","RANCHI","ORMANJI",NA,NA,NA,NA
"BIHAR","RANCHI","RANIA",NA,NA,NA,NA
"BIHAR","RANCHI","RATU",NA,NA,NA,NA
"BIHAR","RANCHI","SILLI",NA,NA,NA,NA
"BIHAR","RANCHI","SONAHATU",NA,NA,NA,NA
"BIHAR","RANCHI","TAMAR",NA,NA,NA,NA
"BIHAR","RANCHI","TORPA",NA,NA,NA,NA
"BIHAR","ROHTAS","AKORHIGOLA",100,99,30,0
"BIHAR","ROHTAS","BIKRAMGANJ",NA,NA,NA,NA
"BIHAR","ROHTAS","CHENARI",5,4,0,0
"BIHAR","ROHTAS","DAWATH",NA,NA,NA,NA
"BIHAR","ROHTAS","DEHRI",125,89,46,0
"BIHAR","ROHTAS","DINARA",NA,NA,NA,NA
"BIHAR","ROHTAS","KARAKAT",NA,NA,NA,NA
"BIHAR","ROHTAS","KARGHAHAR",NA,NA,NA,NA
"BIHAR","ROHTAS","KUCHAI",NA,NA,NA,NA
"BIHAR","ROHTAS","NASHRIGANJ",NA,NA,NA,NA
"BIHAR","ROHTAS","NAWHATTA",0,0,0,0
"BIHAR","ROHTAS","NOKHA",0,1,0,0
"BIHAR","ROHTAS","RAJPUR",NA,NA,NA,NA
"BIHAR","ROHTAS","ROHTAS",0,0,0,0
"BIHAR","ROHTAS","SANJHANLI",NA,NA,NA,NA
"BIHAR","ROHTAS","SASARAM",30,30,0,0
"BIHAR","ROHTAS","SHEOSAGAR",NA,NA,NA,NA
"BIHAR","ROHTAS","SURJPURA",NA,NA,NA,NA
"BIHAR","ROHTAS","TELAUTHU",315,282,13,1
"BIHAR","SAHARSA","BANMA ITAHARI",NA,NA,NA,NA
"BIHAR","SAHARSA","KAHRA",0,0,0,0
"BIHAR","SAHARSA","MAHISHI",NA,NA,NA,NA
"BIHAR","SAHARSA","NAUHATTA",NA,NA,NA,NA
"BIHAR","SAHARSA","PATARGHAT",NA,NA,NA,NA
"BIHAR","SAHARSA","SALAKHUA",NA,NA,NA,NA
"BIHAR","SAHARSA","SATTAR KATAIYA",35,50,0,0
"BIHAR","SAHARSA","SAUR BAZAR",54,143,0,0
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",NA,NA,NA,NA
"BIHAR","SAHARSA","SONBARSA",9,7,0,4
"BIHAR","SAHEBGANJ","BARHAIT",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","BARHARWA",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","BORIO",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","MANDRO",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","PATHNA",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","RAJMAHAL",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","SAHEBGANJ",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","TALJHARI",NA,NA,NA,NA
"BIHAR","SAHEBGANJ","UDHUWA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0
"BIHAR","SAMASTIPUR","BITHAN",0,0,0,0
"BIHAR","SAMASTIPUR","DALSINGHSARAI",0,0,0,0
"BIHAR","SAMASTIPUR","HASANPUR",170,347,17,13
"BIHAR","SAMASTIPUR","KALYANPUR",188,297,22,6
"BIHAR","SAMASTIPUR","KHANPUR",153,389,33,5
"BIHAR","SAMASTIPUR","MOHANPUR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","MOHIUDDIN NAGAR",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","MORWA",NA,NA,NA,NA
"BIHAR","SAMASTIPUR","PATORI",28,37,0,20
"BIHAR","SAMASTIPUR","PUSA",315,319,89,4
"BIHAR","SAMASTIPUR","ROSERA",40,208,0,0
"BIHAR","SAMASTIPUR","SAMASTIPUR",195,390,79,23
"BIHAR","SAMASTIPUR","SARAIRANJAN",0,0,0,0
"BIHAR","SAMASTIPUR","SHIWAJINAGAR",0,0,0,0
"BIHAR","SAMASTIPUR","SINGHIYA",0,0,0,0
"BIHAR","SAMASTIPUR","TAJPUR",33,84,22,10
"BIHAR","SAMASTIPUR","UJIARPUR",85,329,3,1
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",5,5,0,0
"BIHAR","SAMASTIPUR","WARISNAGAR",79,228,69,33
"BIHAR","SARAN","AMNOUR",3,4,0,0
"BIHAR","SARAN","BANIAPUR",NA,NA,NA,NA
"BIHAR","SARAN","CHAPRA",10,65,0,0
"BIHAR","SARAN","DARIYAPUR",13,15,2,11
"BIHAR","SARAN","DIGHWARA",0,18,0,0
"BIHAR","SARAN","EKMA",0,0,0,0
"BIHAR","SARAN","GARKHA",32,71,6,0
"BIHAR","SARAN","ISUAPUR",NA,NA,NA,NA
"BIHAR","SARAN","JALALPUR",16,39,0,0
"BIHAR","SARAN","LAHLADPUR JANTA BAZA",NA,NA,NA,NA
"BIHAR","SARAN","MAKER",NA,NA,NA,NA
"BIHAR","SARAN","MANJHI",11,21,0,4
"BIHAR","SARAN","MARHAURA",2,7,0,0
"BIHAR","SARAN","MASARAKH",0,0,0,0
"BIHAR","SARAN","NAGRA",0,0,0,0
"BIHAR","SARAN","PANAPUR",NA,NA,NA,NA
"BIHAR","SARAN","PARSA",3,4,0,0
"BIHAR","SARAN","RIVILGANJ",0,0,0,0
"BIHAR","SARAN","SONEPUR",24,31,9,0
"BIHAR","SARAN","TARAIYA",0,0,0,0
"BIHAR","SHEIKHPURA","ARIARI",NA,NA,NA,NA
"BIHAR","SHEIKHPURA","BARBIGHA",803,751,323,0
"BIHAR","SHEIKHPURA","CHEBARA",NA,NA,NA,NA
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",50,50,0,0
"BIHAR","SHEIKHPURA","SHEIKHPURA",471,558,0,0
"BIHAR","SHEIKHPURA","SHEKHOPURSARAI",64,64,32,0
"BIHAR","SHEOHAR","DUMARI KATSARI",NA,NA,NA,NA
"BIHAR","SHEOHAR","PIPRAHI",NA,NA,NA,NA
"BIHAR","SHEOHAR","PURNAHIA",NA,NA,NA,NA
"BIHAR","SHEOHAR","SHEOHAR",NA,NA,NA,NA
"BIHAR","SHEOHAR","TARIYANI",0,0,0,0
