-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
BIHAR,LOHARDAGA,LOHARDAGA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,LOHARDAGA,SENHA,54,4,0,2,0,0,6,60
BIHAR,MADHEPURA,ALAMNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,BIHARIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,CHAUSA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,GAWALPARA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,KUMAR KHAND,2,0,0,0,0,1,1,3
BIHAR,MADHEPURA,MADHEPURA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,MURLIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,PURAINI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SHANKERPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SINGHESWAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,ANDHARADATHI,15,0,0,0,0,0,0,15
BIHAR,MADHUBANI,BABUBARHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,BASOPATTI,65,6,0,0,0,0,6,71
BIHAR,MADHUBANI,BENIPATTI,4,0,0,0,0,0,0,4
BIHAR,MADHUBANI,BISFI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,GHOGARDIHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,HARLAKHI,4,0,0,0,0,0,0,4
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,1,1,0,0,0,0,1,2
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,0,0,0,0,3,2,5,5
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,302,1,0,5,0,0,6,308
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,111,0,0,0,0,1,1,112
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,51,1,1,0,0,0,2,53
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,0,2,0,0,0,0,2,2
BIHAR,MUZAFFARPUR,BOCHAHA,1,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,1,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,3,0,0,1,0,0,1,4
BIHAR,NALANDA,BEN,25,1,0,0,0,0,1,26
BIHAR,NALANDA,BIHARSARIF,4,0,0,0,0,0,0,4
BIHAR,NALANDA,BIND,8,0,0,0,0,0,0,8
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,51,5,0,1,0,0,6,57
BIHAR,NALANDA,GIRIAK,29,0,0,1,0,1,2,31
BIHAR,NALANDA,HARNAUT,10,0,0,0,1,0,1,11
BIHAR,NALANDA,HILSA,76,0,0,0,0,0,0,76
BIHAR,NALANDA,ISLAMPUR,64,3,0,0,0,0,3,67
BIHAR,NALANDA,KARAI PARSURAI,18,7,0,10,0,0,17,35
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,66,0,0,0,0,0,0,66
BIHAR,NALANDA,PARWALPUR,55,6,0,1,0,0,7,62
BIHAR,NALANDA,RAHUI,13,0,0,0,0,0,0,13
BIHAR,NALANDA,RAJGIR,31,0,0,0,0,0,0,31
BIHAR,NALANDA,SARMERA,2,0,0,0,3,0,3,5
BIHAR,NALANDA,SILAO,13,0,0,16,0,0,16,29
BIHAR,NALANDA,THARTHARI,1,6,0,0,0,0,6,7
BIHAR,NAWADA,AKBARPUR,389,22,0,0,0,2,24,413
BIHAR,NAWADA,GOBINDPUR,248,0,0,1,0,0,1,249
BIHAR,NAWADA,HISUA,27,0,0,0,0,0,0,27
BIHAR,NAWADA,KANWAKOL,284,0,0,0,0,0,0,284
BIHAR,NAWADA,KASHICHOK,65,0,0,4,0,0,4,69
BIHAR,NAWADA,MESKAUR,375,0,0,2,0,0,2,377
BIHAR,NAWADA,NARDIGANJ,66,0,0,18,0,1,19,85
BIHAR,NAWADA,NARHAT,71,0,0,6,0,0,6,77
BIHAR,NAWADA,NAWADA,134,20,0,16,13,0,49,183
BIHAR,NAWADA,PAKRIWARAMA,281,0,0,6,0,0,6,287
BIHAR,NAWADA,RAJANLI,105,10,0,11,3,0,24,129
BIHAR,NAWADA,ROH,124,12,0,187,0,0,199,323
BIHAR,NAWADA,SIRDOLA,265,11,0,65,3,0,79,344
BIHAR,NAWADA,WARSHALAGANJ,120,2,0,23,11,1,37,157
BIHAR,PAKUR,AMRAPARA,296,7,0,0,0,0,7,303
BIHAR,PAKUR,HIRANPUR,451,0,0,0,0,0,0,451
BIHAR,PAKUR,LITIPARA,559,3,0,1,0,0,4,563
BIHAR,PAKUR,MAHESHPUR,1202,0,0,0,0,0,0,1202
BIHAR,PAKUR,PAKUR,131,11,0,0,0,0,11,142
BIHAR,PAKUR,PAKURIA,551,13,0,4,1,2,20,571
BIHAR,PALAMU,BALUMATH,592,49,0,10,12,1,72,664
BIHAR,PALAMU,BARWADIH,274,23,0,9,1,0,33,307
BIHAR,PALAMU,BISHRAMPUR,991,23,0,5,29,2,59,1050
BIHAR,PALAMU,CHAINPUR,895,38,0,17,4,6,65,960
BIHAR,PALAMU,CHANDWA,100,3,0,1,0,0,4,104
BIHAR,PALAMU,CHHALAPUR,845,12,0,8,5,1,26,871
BIHAR,PALAMU,DALTENGANJ,108,0,0,1,0,0,1,109
BIHAR,PALAMU,GARU,284,1,0,0,0,1,2,286
BIHAR,PALAMU,HARIHARGANJ,207,15,0,1,0,0,16,223
BIHAR,PALAMU,HUSAINABAD,478,10,0,1,2,0,13,491
BIHAR,PALAMU,LATEHAR,642,166,0,22,2,0,190,832
BIHAR,PALAMU,LESTIGANJ,486,6,0,2,0,0,8,494
BIHAR,PALAMU,MAHUADANR,86,27,0,5,0,1,33,119
BIHAR,PALAMU,MANATU,596,4,0,17,0,0,21,617
BIHAR,PALAMU,MANIKA,489,0,0,1,15,0,16,505
BIHAR,PALAMU,PANKI,488,30,0,13,1,0,44,532
BIHAR,PALAMU,PATAN,934,9,0,12,7,1,29,963
BIHAR,PALAMU,SATWARWH,138,1,0,3,0,0,4,142
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,4,33,0,0,0,0,33,37
BIHAR,PATNA,BIKRAM,2,0,0,0,0,0,0,2
BIHAR,PATNA,DANAPUR,1,0,0,0,0,0,0,1
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,MANER,24,4,0,0,0,0,4,28
BIHAR,PATNA,MASAURHI,0,0,0,2,0,0,2,2
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,2,8,0,4,0,0,12,14
BIHAR,PATNA,PALIGANJ,125,1,0,0,0,0,1,126
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,AMOUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAMNANKHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BARAHARAKOTHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BHAWANIPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,DAGARUA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,DHAMDAHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,JALALGARH,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,KASBA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,KRITYANANDNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,PURNIA EAST,50,0,0,0,0,0,0,50
BIHAR,PURNIA,RUPAULI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PURNIA,SOINAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,RANCHI,ANGARA,45,2,0,0,0,0,2,47
BIHAR,RANCHI,ARKI,16,0,0,4,0,0,4,20
BIHAR,RANCHI,BERO,2,0,0,0,0,0,0,2
BIHAR,RANCHI,BUNDU,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,RANCHI,BURMU,1,0,0,0,0,0,0,1
BIHAR,RANCHI,CHANHO,9,0,0,0,0,0,0,9
BIHAR,RANCHI,KANKE,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,RANCHI,KARRA,160,0,0,0,0,0,0,160
BIHAR,RANCHI,KHUNTI,6,0,0,0,0,0,0,6
BIHAR,RANCHI,LAPUNG,8,0,0,0,0,0,0,8
BIHAR,RANCHI,MANDAR,3,0,0,0,0,0,0,3
BIHAR,RANCHI,MURHU,21,0,0,0,0,0,0,21
BIHAR,RANCHI,NAMKUM,16,0,0,3,0,0,3,19
BIHAR,RANCHI,ORMANJI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,RANCHI,RANIA,1,0,0,0,0,0,0,1
BIHAR,RANCHI,RATU,44,19,0,8,1,2,30,74
BIHAR,RANCHI,SILLI,22,15,0,23,0,0,38,60
BIHAR,RANCHI,SONAHATU,179,0,0,2,0,0,2,181
BIHAR,RANCHI,TAMAR,1,1,0,0,0,0,1,2
BIHAR,RANCHI,TORPA,8,0,0,2,0,0,2,10
BIHAR,ROHTAS,AKORHIGOLA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,BIKRAMGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,CHENARI,128,8,0,0,0,0,8,136
BIHAR,ROHTAS,DAWATH,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DEHRI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,DINARA,7,0,0,0,0,0,0,7
BIHAR,ROHTAS,KARAKAT,28,0,0,0,0,0,0,28
BIHAR,ROHTAS,KARGHAHAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,KUCHAI,4,0,0,0,0,0,0,4
BIHAR,ROHTAS,NASHRIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,NAWHATTA,101,0,0,0,0,0,0,101
BIHAR,ROHTAS,NOKHA,2,0,0,0,0,0,0,2
BIHAR,ROHTAS,RAJPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,ROHTAS,45,0,0,0,0,0,0,45
BIHAR,ROHTAS,SANJHANLI,0,0,0,0,1,0,1,1
BIHAR,ROHTAS,SASARAM,162,0,0,0,0,0,0,162
BIHAR,ROHTAS,SHEOSAGAR,180,0,0,1,0,3,4,184
BIHAR,ROHTAS,SURJPURA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,TELAUTHU,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,BANMA ITAHARI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,KAHRA,0,3,0,0,0,0,3,3
BIHAR,SAHARSA,MAHISHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,NAUHATTA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,PATARGHAT,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SALAKHUA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SATTAR KATAIYA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SAUR BAZAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHARSA,SONBARSA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAHEBGANJ,BARHAIT,411,3,0,60,0,0,63,474
BIHAR,SAHEBGANJ,BARHARWA,185,1,0,3,5,0,9,194
BIHAR,SAHEBGANJ,BORIO,341,42,0,28,0,5,75,416
BIHAR,SAHEBGANJ,MANDRO,36,3,0,0,0,0,3,39
BIHAR,SAHEBGANJ,PATHNA,325,86,0,44,3,2,135,460
BIHAR,SAHEBGANJ,RAJMAHAL,414,11,0,12,0,2,25,439
BIHAR,SAHEBGANJ,SAHEBGANJ,7,0,0,0,0,0,0,7
BIHAR,SAHEBGANJ,TALJHARI,334,17,0,2,1,0,20,354
BIHAR,SAHEBGANJ,UDHUWA,223,0,0,4,2,5,11,234
BIHAR,SAMASTIPUR,BIBHUTIPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,BITHAN,1,0,0,0,0,0,0,1
BIHAR,SAMASTIPUR,DALSINGHSARAI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,HASANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KALYANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,KHANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,MORWA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,PATORI,1,0,0,0,0,0,0,1
BIHAR,SAMASTIPUR,PUSA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,ROSERA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SAMASTIPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SARAIRANJAN,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,SHIWAJINAGAR,4,0,0,0,0,1,1,5
BIHAR,SAMASTIPUR,SINGHIYA,1,0,0,0,0,0,0,1
BIHAR,SAMASTIPUR,TAJPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,UJIARPUR,1,0,0,0,0,0,0,1
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SAMASTIPUR,WARISNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,AMNOUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,BANIAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,CHAPRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,DARIYAPUR,2,0,0,0,0,0,0,2
BIHAR,SARAN,DIGHWARA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,EKMA,33,0,0,0,0,0,0,33
BIHAR,SARAN,GARKHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,ISUAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,JALALPUR,19,2,0,2,0,0,4,23
BIHAR,SARAN,LAHLADPUR JANTA BAZA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,MAKER,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,MANJHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,MARHAURA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,MASARAKH,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,NAGRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,PANAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,PARSA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,RIVILGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,SONEPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SARAN,TARAIYA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,ARIARI,159,0,0,3,0,0,3,162
BIHAR,SHEIKHPURA,BARBIGHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SHEIKHPURA,CHEBARA,138,6,0,0,0,0,6,144
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,8,0,0,0,0,0,0,8
BIHAR,SHEIKHPURA,SHEIKHPURA,118,0,0,0,0,0,0,118
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,11,12,0,0,0,0,12,23
BIHAR,SHEOHAR,DUMARI KATSARI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,PIPRAHI,8,0,0,0,1,0,1,9
BIHAR,SHEOHAR,PURNAHIA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,SHEOHAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SHEOHAR,TARIYANI,0,1,0,0,2,0,3,3
BIHAR,SINGHBHUM EAST,BAHARAGORA,62,2,0,1,0,0,3,65
BIHAR,SINGHBHUM EAST,CHAKULIA,22,31,0,84,0,0,115,137
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,207,49,0,12,4,1,66,273
BIHAR,SINGHBHUM EAST,DUMARIA,24,40,0,4,0,0,44,68
BIHAR,SINGHBHUM EAST,GHATSHILA,170,20,0,24,3,1,48,218
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,63,5,0,0,0,0,5,68
BIHAR,SINGHBHUM EAST,MUSABANI,125,24,0,0,0,0,24,149
BIHAR,SINGHBHUM EAST,PATAMDA,123,14,0,0,2,0,16,139
BIHAR,SINGHBHUM EAST,POTKA,309,80,0,25,1,9,115,424
BIHAR,SINGHBHUM WEST,BANDGAON,58,1,0,12,4,0,17,75
BIHAR,SINGHBHUM WEST,CHAIBASA,163,120,0,10,7,0,137,300
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,81,12,0,5,1,0,18,99
BIHAR,SINGHBHUM WEST,CHANDIL,97,0,0,1,0,0,1,98
BIHAR,SINGHBHUM WEST,GELKERA,33,17,0,13,1,0,31,64
BIHAR,SINGHBHUM WEST,GUNHARIA,82,80,0,10,0,0,90,172
BIHAR,SINGHBHUM WEST,ICHAGANHI,445,0,0,0,3,0,3,448
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,387,37,0,2,4,1,44,431
BIHAR,SINGHBHUM WEST,JHINIKPANI,81,36,0,2,0,0,38,119
BIHAR,SINGHBHUM WEST,KHANSOWAN,230,62,0,8,0,27,97,327
BIHAR,SINGHBHUM WEST,KHUNTPANI,144,77,0,5,1,0,83,227
BIHAR,SINGHBHUM WEST,KUCHAI,127,57,0,7,5,0,69,196
BIHAR,SINGHBHUM WEST,KUMARDUNGI,318,62,0,4,0,0,66,384
BIHAR,SINGHBHUM WEST,MAJHGAON,58,4,0,0,48,2,54,112
BIHAR,SINGHBHUM WEST,MANJHARI,69,47,0,8,2,0,57,126
BIHAR,SINGHBHUM WEST,MANOHARPUR,326,7,0,3,6,1,17,343
BIHAR,SINGHBHUM WEST,NIMDIH,39,0,0,0,0,0,0,39
BIHAR,SINGHBHUM WEST,NOAMUNDI,7,48,0,39,0,45,132,139
BIHAR,SINGHBHUM WEST,RAJNAGAR,174,24,0,0,13,0,37,211
BIHAR,SINGHBHUM WEST,SARAIKELA,170,34,0,2,34,0,70,240
BIHAR,SINGHBHUM WEST,SONUA,13,4,0,0,0,0,4,17
BIHAR,SINGHBHUM WEST,TANTNAGAR,60,5,0,1,0,0,6,66
BIHAR,SINGHBHUM WEST,TONTO,74,19,0,0,0,40,59,133
BIHAR,SITAMARHI,BAIRBANJYA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BAJAPATTI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BATHNAHA,5,5,0,0,0,0,5,10
BIHAR,SITAMARHI,BELSAND,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,BOKHARA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,CHURAUT,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,DUMRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,MEJARGANJ,1,0,0,0,0,0,0,1
BIHAR,SITAMARHI,NANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARIHAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PARSAUNI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,PUPARI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RIGA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,RUNISAIDPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SONBARSA,8,4,0,2,0,0,6,14
BIHAR,SITAMARHI,SUPPI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SITAMARHI,SURSAND,0,1,0,1,0,0,2,2
BIHAR,SIWAN,ANDAR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,BARHARIA,3,0,0,0,0,0,0,3
BIHAR,SIWAN,BASANTPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,BHAGWANPUR GHAT,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,DARAULI,1,0,0,0,0,0,0,1
BIHAR,SIWAN,DARAUNDHA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,GORAIKOTHI,1,0,0,0,0,0,0,1
BIHAR,SIWAN,GUTHANI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,HUSSAINGANJ,3,0,0,0,0,0,0,3
BIHAR,SIWAN,LAKRI NABIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAHRAJGANJ,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,MAIRWA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,PACHRUKHI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,RAGHUNATHPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,SISWAN,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SIWAN,SIWAN,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,BASANTPUR,2,0,0,0,0,0,0,2
BIHAR,SUPAUL,CHHATAPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,KISHANPUR,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,MARAUNA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,NIRMALI,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,PIPRA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,SUPAUL,PRATAPGANJ,NA,NA,NA,NA,NA,NA,NA,NA
