-----
{
 "description": "The table refers to block wise distribution of dugwells by type. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.5.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.5.csv"
}
-----
"State","District","Block","Pucca","Kuchcha","Dug-cum Borewell","Others","Total"
"ASSAM","BARPETA","GOBARDHANA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","JALAH",NA,NA,NA,NA,NA
"ASSAM","BARPETA","MANDIA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","RUPSI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOITAMARI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOROBAZAR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","MANIKPUR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SRIJANGRAM",NA,NA,NA,NA,NA
"ASSAM","CACHAR","KATIGORA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","LAKHIPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","NARSHINGPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","RAJABAZAR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SALCHAPRA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SONAI",NA,NA,NA,NA,NA
"ASSAM","CACHAR","UDARBOND",NA,NA,NA,NA,NA
"ASSAM","DARRANG","DALGAON SIALMARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","KALAIGAON",NA,NA,NA,NA,NA
"ASSAM","DARRANG","KHAIRABARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","MAZBAT",NA,NA,NA,NA,NA
"ASSAM","DARRANG","SIPAJHAR",NA,NA,NA,NA,NA
"ASSAM","DARRANG","UDALGURI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","BORDOLONI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","DHEMAJI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","MURKONGSELLECK",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","AGAMONI",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","BILASIPARA",2,1,9,0,12
"ASSAM","DHUBRI","CHAPAR SALKOCHA",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","GAURIPUR",0,0,8,0,8
"ASSAM","DHUBRI","GOLOKGANJ",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","MANKACHAR",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","SOUTH SALMARA",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","BARBARUAH",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","JOYPUR",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","KHOWANG",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","LAHOWAL",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","PANITOLA",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","TENGAKHAT",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","BALIJANA",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","DUDHNOI",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","LAKHIPUR",0,1,0,0,1
"ASSAM","GOALPARA","MATIA",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT EAST",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT WEST",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOMARIGURI",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","HAILAKANDI",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","KATLICHARA",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","LALA",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT CENTRAL",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT EAST",NA,NA,NA,NA,NA
"ASSAM","JORHAT","MAJULI",NA,NA,NA,NA,NA
"ASSAM","JORHAT","NORTH WEST JORHAT",NA,NA,NA,NA,NA
"ASSAM","JORHAT","TITABOR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","BOKO BANGAON",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHAMARIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHANDRAPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHHAYGAON",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","DIMORIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","HAJO",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","KAMALPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","KARARA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RAMPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RANGIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RANI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","AMRI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","BOKAJAN",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","CHINTHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","HOWRAGHAT",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","LUMBAJONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","NILIP",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RANGMONGWA",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RONGKHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SAMILONGSO",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SOCHENG",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","BADARPUR",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","PATHARKANDI",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","DOTOMA",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","GOSSAIGAON",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KACHUGAON",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KOKRAJHAR",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","BIHPURIA",2,2,0,0,4
"ASSAM","LAKHIMPUR","BORDALANI",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","DHAKUAKHANA",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","LAKHIMPUR",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NARAYANPUR",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NOWBOICHA",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","BHURBANDHA",2,0,0,0,2
"ASSAM","MARIGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","LAHARIGHAT",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","MAYONG",NA,NA,NA,NA,NA
"ASSAM","NAGAON","BATADRAVA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JUGIJAN",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JURIA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KALIABOR",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI PT.I",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KATHIATOLI",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KHAGARIJAN",NA,NA,NA,NA,NA
"ASSAM","NAGAON","LANKA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","LAOKHOWA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","RUPAHI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BARIGOG BANBHAG",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BARKHETRI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BASKA",NA,NA,NA,NA,NA
"ASSAM","NALBARI","PASCHIM NALBARI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","PUB NALBARI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","TAMULPUR",NA,NA,NA,NA,NA
"ASSAM","NALBARI","TIHU BARAMA",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYUNGBRA",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","JATINGA VALLEY",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","AMGURI",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","DEMOW",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","NAZIRA",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SAPEKHATI",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SIBSAGAR",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SONARI",2,0,0,0,2
"ASSAM","SONITPUR","BALIPARA",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","BEHALI",1,0,0,0,1
"ASSAM","SONITPUR","BISWANATH",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","CHAIDUAR",2,6,0,0,8
"ASSAM","SONITPUR","DHEKIAJULI",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","GABHORU",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","NADUAR",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","HAPJAN",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","KAKOPATHAR",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","MARGHERITA",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","SADIYA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","ARARIA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","BHARGAMA",2,0,0,0,2
"BIHAR","ARARIA","FORBESGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","JOKIHAT",1,0,0,0,1
"BIHAR","ARARIA","KURSAKATTA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","NARPAIGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","PALASI",NA,NA,NA,NA,NA
"BIHAR","ARARIA","RANIGANJ",1,0,0,0,1
"BIHAR","ARARIA","SIKTI",0,1,0,0,1
"BIHAR","AURANGABAD","AURANGABAD",806,2,28,7,843
"BIHAR","AURANGABAD","BARUN",498,3,47,1,549
"BIHAR","AURANGABAD","DAUDNAGAR",274,7,0,1,282
"BIHAR","AURANGABAD","DEO",1414,9,44,0,1467
"BIHAR","AURANGABAD","GOH",542,0,3,1,546
"BIHAR","AURANGABAD","HASPURA",315,3,46,0,364
"BIHAR","AURANGABAD","KUTUMBA",1411,16,76,0,1503
"BIHAR","AURANGABAD","MADANPUR",493,18,0,0,511
"BIHAR","AURANGABAD","NABINAGAR",1032,109,462,0,1603
"BIHAR","AURANGABAD","OBRA",434,1,9,0,444
"BIHAR","AURANGABAD","RAFIGANJ",845,5,91,3,944
"BIHAR","BANKA","AMARPUR",543,27,2,1,573
"BIHAR","BANKA","BANKA",571,181,6,0,758
"BIHAR","BANKA","BARAHAT",579,28,54,0,661
"BIHAR","BANKA","BAUSI",500,20,0,0,520
"BIHAR","BANKA","BELHAR",349,25,4,0,378
"BIHAR","BANKA","CHANAN",696,29,1,0,726
"BIHAR","BANKA","DHURAIYA",315,1,22,0,338
"BIHAR","BANKA","KATORIA",888,273,2,3,1166
"BIHAR","BANKA","PHULLIDUMAR",477,36,0,1,514
"BIHAR","BANKA","RAJAN",505,3,29,1,538
"BIHAR","BANKA","SAMBHUGANJ",521,6,6,0,533
"BIHAR","BEGUSARAI","BACHHAWARA",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BAKHARI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BALIA",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BARAUNI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BEGUSARAI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BHAGAWANPUR",23,1,0,0,24
"BIHAR","BEGUSARAI","BIRPUR",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",7,3,0,0,10
"BIHAR","BEGUSARAI","CHHAURAHI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","DANDARI",1,0,0,0,1
"BIHAR","BEGUSARAI","GARHPURA",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","KHUDABANDPUR",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","MANSURCHAK",3,0,0,0,3
"BIHAR","BEGUSARAI","MATIHANI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","NAOKHOTHI",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","SAHEBPUR KAMAL",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","TEGHRA",NA,NA,NA,NA,NA
"BIHAR","BHABUA","ADHAURA",161,2,0,0,163
"BIHAR","BHABUA","BHABUA",509,13,723,2,1247
"BIHAR","BHABUA","BHAGWANPUR",837,1,33,2,873
"BIHAR","BHABUA","CHAINPUR",819,9,222,2,1052
"BIHAR","BHABUA","CHAND",858,123,62,1,1044
"BIHAR","BHABUA","DURGAWATI",294,8,168,0,470
"BIHAR","BHABUA","KUDRA",344,15,482,0,841
"BIHAR","BHABUA","MOHANIA",44,0,36,0,80
"BIHAR","BHABUA","NUAWN",160,1,175,0,336
"BIHAR","BHABUA","RAMGAR",112,0,132,0,244
"BIHAR","BHABUA","RAMPUR",249,1,330,1,581
"BIHAR","BHAGALPUR","BIHPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","GAURIDIH",205,0,3,0,208
"BIHAR","BHAGALPUR","GOPALPUR",1,0,0,0,1
"BIHAR","BHAGALPUR","ISMAILPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","JAGDISHPUR",200,39,13,0,252
"BIHAR","BHAGALPUR","KAHALGAON",897,327,3,1,1228
"BIHAR","BHAGALPUR","KHARIK",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","NARAINPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","NATHNAGAR",105,3,3,0,111
"BIHAR","BHAGALPUR","NAUGACHHIA",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","PIRPAINTI",937,80,0,0,1017
"BIHAR","BHAGALPUR","RANGRACHOWK",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","SABOUR",200,3,123,0,326
"BIHAR","BHAGALPUR","SHAHKUND",506,6,11,0,523
"BIHAR","BHAGALPUR","SONHAULLA",195,0,0,0,195
"BIHAR","BHAGALPUR","SULTANGANJ",160,5,20,18,203
"BIHAR","BHOJPUR","AGIAON",311,12,0,0,323
"BIHAR","BHOJPUR","ARRAHSADAR",72,1,0,0,73
"BIHAR","BHOJPUR","BARBARA",21,0,0,0,21
"BIHAR","BHOJPUR","BEHIA",93,62,33,27,215
"BIHAR","BHOJPUR","CHARPOKHARI",170,0,7,0,177
"BIHAR","BHOJPUR","GARHANI",117,11,0,0,128
"BIHAR","BHOJPUR","JAGDISHPUR",444,26,2,6,478
"BIHAR","BHOJPUR","KOILWAR",75,3,3,0,81
"BIHAR","BHOJPUR","PIRO",1020,65,9,1,1095
"BIHAR","BHOJPUR","SAHAR",81,0,2,0,83
"BIHAR","BHOJPUR","SAHPUR",25,0,0,0,25
"BIHAR","BHOJPUR","SANDISH",356,0,7,0,363
"BIHAR","BHOJPUR","TARARI",587,38,25,1,651
"BIHAR","BHOJPUR","UDWABTNAGAR",48,1,0,0,49
"BIHAR","BOKARO","BERMO",226,7,0,0,233
"BIHAR","BOKARO","CHANDAN KIYOI",774,2,0,0,776
"BIHAR","BOKARO","CHAS",1020,23,2,10,1055
"BIHAR","BOKARO","GOMIA",696,0,0,0,696
"BIHAR","BOKARO","JARIDIH",746,46,0,19,811
"BIHAR","BOKARO","KASMAR",1540,76,0,0,1616
"BIHAR","BOKARO","NAWADIH",621,29,0,1,651
"BIHAR","BOKARO","PETARWAR",1927,135,8,5,2075
"BIHAR","BUXAR","BRAHAMPUR",16,1,0,0,17
"BIHAR","BUXAR","BUXAR",57,1,24,0,82
"BIHAR","BUXAR","CHANGAIN",202,4,48,2,256
"BIHAR","BUXAR","CHARKKI",NA,NA,NA,NA,NA
"BIHAR","BUXAR","CHAUSA",14,1,254,0,269
"BIHAR","BUXAR","DUMRAIN",29,4,3,0,36
"BIHAR","BUXAR","ITARHI",327,8,52,1,388
"BIHAR","BUXAR","KESATH",85,0,0,0,85
"BIHAR","BUXAR","NAWANAGAR",578,19,2,0,599
"BIHAR","BUXAR","RAJPUR",272,1,0,1,274
"BIHAR","BUXAR","SIMRI",100,2,5,0,107
"BIHAR","CHAMPARAN EAST","ADAPUR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","ARERAJ",10,0,0,0,10
"BIHAR","CHAMPARAN EAST","BANJARIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAKIYA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAURADANO",0,0,1,0,1
"BIHAR","CHAMPARAN EAST","CHIRAIYA",4,0,0,1,5
"BIHAR","CHAMPARAN EAST","DHAKA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","FENHARA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","GHORASAHAN",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","HARSIDHI",6,0,0,0,6
"BIHAR","CHAMPARAN EAST","KALYANPUR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","KESARIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","KOTWA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MADHUBAN",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MEHSHI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MOTIHARI",1,1,0,0,2
"BIHAR","CHAMPARAN EAST","PAHARPUR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",1,0,0,0,1
"BIHAR","CHAMPARAN EAST","PATAHI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",1,0,0,0,1
"BIHAR","CHAMPARAN EAST","RAMGARHWA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","RAXAUL",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","SANGRAMPUR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","SUGAULI",4,0,0,0,4
"BIHAR","CHAMPARAN EAST","TETARIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","TURKAULIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAGAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAIRIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BETTIAN",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BHITAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","CHANPATIYA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","GAUNAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","LAURIYA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MADHUBANI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAINATANR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",2,0,0,0,2
"BIHAR","CHAMPARAN WEST","NARKATIYAGANJ",2,0,0,0,2
"BIHAR","CHAMPARAN WEST","NAUTAN",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","PIPRASI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","RAMNAGAR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIDHAW",8,0,0,0,8
"BIHAR","CHAMPARAN WEST","SIKTA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","THAKRAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","YOGAPATTI",NA,NA,NA,NA,NA
"BIHAR","CHATRA","CHATRA",2706,271,1,7,2985
"BIHAR","CHATRA","GIDDHAUR",484,8,1,0,493
"BIHAR","CHATRA","HUNTERGANJ",2206,1055,2,0,3263
"BIHAR","CHATRA","ITKHORI",1967,41,0,0,2008
"BIHAR","CHATRA","KUNDA",258,10,1,1,270
"BIHAR","CHATRA","LAVALONG",386,54,0,0,440
"BIHAR","CHATRA","PATTHERGARHA",642,6,0,0,648
"BIHAR","CHATRA","PRATAP PUR",415,52,4,1,472
"BIHAR","CHATRA","SEMARIA",NA,NA,NA,NA,NA
"BIHAR","CHATRA","TANDAWA",1588,33,0,0,1621
"BIHAR","DARBHANGA","AUNAGAR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHADURPUR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHERI",4,0,0,0,4
"BIHAR","DARBHANGA","BENIPUR",1,0,0,0,1
"BIHAR","DARBHANGA","BIRAUL",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","DARBHANGA",10,0,0,0,10
"BIHAR","DARBHANGA","GHANSHYAMPUR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","GORA BOURAM",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","HAYAGHAT",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","JALE",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KEOTI(RANWAY)",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KIRATPUR",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KUSHESHWAR ASTHAN-EA",NA,NA,NA,NA,NA
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",4,0,0,0,4
"BIHAR","DARBHANGA","MANIGACHHI",1,0,0,0,1
"BIHAR","DARBHANGA","SINGHWARA",NA,NA,NA,NA,NA
"BIHAR","DEOGHAR","DEOGHAR",746,14,6,9,775
"BIHAR","DEOGHAR","DEVIPUR",728,53,2,1,784
"BIHAR","DEOGHAR","KARON",822,2,0,9,833
"BIHAR","DEOGHAR","MADHUPUR",1089,29,1,2,1121
"BIHAR","DEOGHAR","MOHANPUR",1435,79,1,1,1516
"BIHAR","DEOGHAR","PALAJORI",951,111,0,0,1062
"BIHAR","DEOGHAR","SARATH",1136,6,0,0,1142
"BIHAR","DEOGHAR","SARWAN",1208,4,0,0,1212
"BIHAR","DHANBAD","BAGHMARA",409,5,0,3,417
"BIHAR","DHANBAD","BALIAPUR",386,2,0,0,388
"BIHAR","DHANBAD","DHANBAD",77,0,0,0,77
"BIHAR","DHANBAD","GOBINDPUR",479,10,0,2,491
"BIHAR","DHANBAD","JHARIA",NA,NA,NA,NA,NA
"BIHAR","DHANBAD","NIRSA",305,1,0,0,306
"BIHAR","DHANBAD","TOPCHACHI",405,4,0,0,409
"BIHAR","DHANBAD","TUNDI",493,3,3,2,501
"BIHAR","DUMKA","DUMKA",1921,51,0,0,1972
"BIHAR","DUMKA","GOPIKANDAR",250,4,1,3,258
"BIHAR","DUMKA","JAMA",4003,285,1,2,4291
"BIHAR","DUMKA","JAMTARA",2063,14,1,4,2082
"BIHAR","DUMKA","JARMUNDI",4108,39,1,4,4152
"BIHAR","DUMKA","KATHIKUND",1497,11,0,0,1508
"BIHAR","DUMKA","KUNDHIT",740,57,0,21,818
"BIHAR","DUMKA","MASALIA",1962,31,0,3,1996
"BIHAR","DUMKA","NALA",902,4,0,0,906
"BIHAR","DUMKA","NARAYANPUR",2098,8,1,2,2109
"BIHAR","DUMKA","RAMGARH",4047,150,17,15,4229
"BIHAR","DUMKA","RANESHWAR",645,5,1,1,652
"BIHAR","DUMKA","SARAIYAHAT",3113,39,12,3,3167
"BIHAR","DUMKA","SHIKARIPARA",1307,20,0,0,1327
"BIHAR","GARHWA","BHANDARIA",843,17,0,1,861
"BIHAR","GARHWA","BHAWNATHPUR",682,0,0,5,687
"BIHAR","GARHWA","CHIRIA",305,17,1,0,323
"BIHAR","GARHWA","DANDAI",543,38,0,0,581
"BIHAR","GARHWA","DHURKI",745,19,0,0,764
"BIHAR","GARHWA","GARHWA",2512,288,5,1,2806
"BIHAR","GARHWA","KHARAUNDHI",197,1,0,0,198
"BIHAR","GARHWA","MAJHIAURA",2601,179,3,1,2784
"BIHAR","GARHWA","MEVAL",769,8,0,1,778
"BIHAR","GARHWA","NAYARKTARI",1012,18,0,0,1030
"BIHAR","GARHWA","RAMIA",1183,81,3,2,1269
"BIHAR","GARHWA","RAMKANDA",250,89,1,0,340
"BIHAR","GARHWA","RANKA",844,96,2,1,943
"BIHAR","GAYA","AMAS",564,1,7,1,573
"BIHAR","GAYA","ATARI",534,12,405,6,957
"BIHAR","GAYA","BANROYBAZAR",443,1,1,2,447
"BIHAR","GAYA","BARACHATTI",1717,84,13,1,1815
"BIHAR","GAYA","BELAGANJ",542,4,449,1,996
"BIHAR","GAYA","BODHGAYA",196,0,186,1,383
"BIHAR","GAYA","DOBBI",970,12,5,3,990
"BIHAR","GAYA","DUMARIA",1344,34,2,0,1380
"BIHAR","GAYA","FETHPUR",1008,48,6,1,1063
"BIHAR","GAYA","GARARU",569,2,35,2,608
"BIHAR","GAYA","GAYA SADAR",237,1,498,1,737
"BIHAR","GAYA","GURUA",598,1,33,0,632
"BIHAR","GAYA","IMAMGANJ",1077,4,2,1,1084
"BIHAR","GAYA","KHIZIRSORAI",532,2,329,0,863
"BIHAR","GAYA","KONCH",681,4,63,0,748
"BIHAR","GAYA","MANPUR",358,1,113,0,472
"BIHAR","GAYA","MOHANPUR",1045,23,2,0,1070
"BIHAR","GAYA","NIMCHAK BATHANI",512,0,31,0,543
"BIHAR","GAYA","PARAIYA",180,32,540,1,753
"BIHAR","GAYA","SHERGHATI",478,3,3,0,484
"BIHAR","GAYA","TANKUPPA",335,1,7,0,343
"BIHAR","GAYA","TEKARI",894,1,94,0,989
"BIHAR","GAYA","WAZGANJ",583,15,339,0,937
"BIHAR","GIRIDIH","BAGODAR",1729,129,1,17,1876
"BIHAR","GIRIDIH","BENGABAD",2294,100,0,0,2394
"BIHAR","GIRIDIH","BIRNI",2050,562,3,0,2615
"BIHAR","GIRIDIH","DEORI",2240,7,4,0,2251
"BIHAR","GIRIDIH","DYMIR",1318,41,0,2,1361
