-----
{
 "description": "The table refers to block wise culturable command area and potential created through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.8.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.8.csv"
}
-----
"State","District","Block","Submersible pumps","Turbine pumps","Others","Total"
"ORISSA","PHULBANI","PHIRINGIA",NA,NA,NA,NA
"ORISSA","PHULBANI","PHULBANI",NA,NA,NA,NA
"ORISSA","PHULBANI","RAIKIA",NA,NA,NA,NA
"ORISSA","PHULBANI","TIKABALI",NA,NA,NA,NA
"ORISSA","PURI","ASTARANG",NA,NA,NA,NA
"ORISSA","PURI","BRAHMAGIRI",NA,NA,NA,NA
"ORISSA","PURI","DELANG",NA,NA,NA,NA
"ORISSA","PURI","GOP",4,0,7,11
"ORISSA","PURI","KAKATPUR",NA,NA,NA,NA
"ORISSA","PURI","KANAS",NA,NA,NA,NA
"ORISSA","PURI","KRISHNAPRASAD",NA,NA,NA,NA
"ORISSA","PURI","NIMAPARA",3,4,7,14
"ORISSA","PURI","PIPILI",0,2,1,3
"ORISSA","PURI","PURISADAR",NA,NA,NA,NA
"ORISSA","PURI","SATYABADI",NA,NA,NA,NA
"ORISSA","RAYAGADA","BISAMACUTTACK",NA,NA,NA,NA
"ORISSA","RAYAGADA","CHANDRAPOR",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUDARI",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUNUPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KALYANSINGPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KASHIPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KOUNARA",NA,NA,NA,NA
"ORISSA","RAYAGADA","MUNIGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","PADAMPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAMANGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAYAGADA",1,0,0,1
"ORISSA","SAMBALPUR","DHANKAUDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","GOVINDPUR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JAMANKIRA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JUJUMURA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KANESWAR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KUCHINDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","NAKTIDEUL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RAIRAKHOL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RENGALI",NA,NA,NA,NA
"ORISSA","SONEPUR","BINIKA",NA,NA,NA,NA
"ORISSA","SONEPUR","BIRMAHARAJPUR",NA,NA,NA,NA
"ORISSA","SONEPUR","DUNGURIPALLI",NA,NA,NA,NA
"ORISSA","SONEPUR","SONEPUR",NA,NA,NA,NA
"ORISSA","SONEPUR","TARAVA",NA,NA,NA,NA
"ORISSA","SONEPUR","ULUNDA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BALLISANKAR",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BARAGAON",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BISRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BONAI",NA,NA,NA,NA
"ORISSA","SUNDARGARH","GURUNDIA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","HEMGIRI",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KOIRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KUARMUNDA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KUTRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LAHUNIPADA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LATHIKATA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LEPHRIPARA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","NUAGAON",NA,NA,NA,NA
"ORISSA","SUNDARGARH","RAJGANGPUR",NA,NA,NA,NA
"ORISSA","SUNDARGARH","SUBDEGA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","SUNDARGARH",NA,NA,NA,NA
"ORISSA","SUNDARGARH","TANGARAPALLI",NA,NA,NA,NA
"PUNJAB","AMRITSAR","AJNALA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","BHIKHIWIND",NA,NA,NA,NA
"PUNJAB","AMRITSAR","CHOGAWAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","CHOHLA SAHIB",NA,NA,NA,NA
"PUNJAB","AMRITSAR","GANDI WIND",NA,NA,NA,NA
"PUNJAB","AMRITSAR","JANDIALA GURU",NA,NA,NA,NA
"PUNJAB","AMRITSAR","KHANDOOR SAHIB",NA,NA,NA,NA
"PUNJAB","AMRITSAR","MAJITHA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","NAUSHERA PANUWAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","PATTI",NA,NA,NA,NA
"PUNJAB","AMRITSAR","RAYYA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","TARAN TARAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","TARSIKKA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","VALTOHA",1,0,0,1
"PUNJAB","AMRITSAR","VERKA",NA,NA,NA,NA
"PUNJAB","BATHINDA","BATHINDA",NA,NA,NA,NA
"PUNJAB","BATHINDA","MAUR",NA,NA,NA,NA
"PUNJAB","BATHINDA","NATHANA",NA,NA,NA,NA
"PUNJAB","BATHINDA","PHUL",NA,NA,NA,NA
"PUNJAB","BATHINDA","RAMPURA",NA,NA,NA,NA
"PUNJAB","BATHINDA","SANGAT",9,0,0,9
"PUNJAB","BATHINDA","TALWANDI SABO",NA,NA,NA,NA
"PUNJAB","FARIDKOT","BAGHAPURANA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","FARIDKOT",NA,NA,NA,NA
"PUNJAB","FARIDKOT","GIDDERBAHA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","KOTKAPURA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","LAMBI",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MALAUT",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA I",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA II",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MUKTSAR",NA,NA,NA,NA
"PUNJAB","FARIDKOT","N.S. WALA",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","AMLOH",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","BASSI PATHANA",13,0,0,13
"PUNJAB","FATEHGARH SAHIB","KHAMANO",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","SIRHIND",7,9,0,16
"PUNJAB","FEROZEPUR","ABOHAR",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FAZILKA",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FEROZEPUR",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","GHAL KHURD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","GURUHARSAI",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","JALALABAD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KHUIAN SERVER",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KOT ISEH KHAN",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","ZIRA",NA,NA,NA,NA
"PUNJAB","GURDASPUR","BANNIAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","BATALA",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DERA BABA NANAK",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DHAR KALAN",6,0,0,6
"PUNJAB","GURDASPUR","DHARIWAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DINANAGAR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","FATEHGARH CHURIAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","GURDASPUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","KAHNUWAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","KALANAUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","NAROT JAIMAL SINGH",NA,NA,NA,NA
"PUNJAB","GURDASPUR","PATHANKOT",14,6,5,25
"PUNJAB","GURDASPUR","QADIAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","SRI HARGOBIND PUR",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","BALACHAUR",180,6,106,292
"PUNJAB","HOSHIARPUR","BHUNGA",31,0,0,31
"PUNJAB","HOSHIARPUR","DASUYA",48,5,0,53
"PUNJAB","HOSHIARPUR","GARHSHANKAR",23,1,0,24
"PUNJAB","HOSHIARPUR","HOSHIARPUR 1",60,3,0,63
"PUNJAB","HOSHIARPUR","HOSHIARPUR-II",4,0,0,4
"PUNJAB","HOSHIARPUR","MAHILPUR",68,3,0,71
"PUNJAB","HOSHIARPUR","MUKERIAN",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","SAROYA",25,1,10,36
"PUNJAB","HOSHIARPUR","TALWARA",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","TANDA",NA,NA,NA,NA
"PUNJAB","JALANDHAR","ADAMPUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","AUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","BANGA",NA,NA,NA,NA
"PUNJAB","JALANDHAR","BHOGPUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","EAST JALANDHAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NAKODAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NAWAN SHAHAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NURMAHAL",NA,NA,NA,NA
"PUNJAB","JALANDHAR","PHILLAUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","RURKAKALAN",NA,NA,NA,NA
"PUNJAB","JALANDHAR","SHAHKOT",NA,NA,NA,NA
"PUNJAB","JALANDHAR","WEST JALANDHAR",NA,NA,NA,NA
"PUNJAB","KAPURTHALA","KAPURTHALA",1,0,0,1
"PUNJAB","KAPURTHALA","NADALA",NA,NA,NA,NA
"PUNJAB","KAPURTHALA","PHAGWARA",10,1,0,11
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",2,0,1,3
"PUNJAB","LUDHIANA","DEHLON",NA,NA,NA,NA
"PUNJAB","LUDHIANA","DORAHA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","JAGRAON",NA,NA,NA,NA
"PUNJAB","LUDHIANA","KHANNA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","LUDHIANA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","MACHIWARA",2,0,0,2
"PUNJAB","LUDHIANA","MANGAT",NA,NA,NA,NA
"PUNJAB","LUDHIANA","PAKHOWAL",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SAMRALA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SIDHWAN BET",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SUDHAR",NA,NA,NA,NA
"PUNJAB","MANSA","BHIKHI",NA,NA,NA,NA
"PUNJAB","MANSA","BUDHLADA",NA,NA,NA,NA
"PUNJAB","MANSA","JHUNIR",NA,NA,NA,NA
"PUNJAB","MANSA","MANSA",NA,NA,NA,NA
"PUNJAB","MANSA","SARDULGARH",15,0,0,15
"PUNJAB","PATIALA","BHUNERHERI",41,0,0,41
"PUNJAB","PATIALA","DERA BASSI",178,18,1,197
"PUNJAB","PATIALA","GHANOUR",29,1,0,30
"PUNJAB","PATIALA","NABHA",NA,NA,NA,NA
"PUNJAB","PATIALA","PATIALA",1,0,0,1
"PUNJAB","PATIALA","RAJPURA",139,2,0,141
"PUNJAB","PATIALA","SAMANA",NA,NA,NA,NA
"PUNJAB","ROPAR","ANANDPUR SAHIB",13,2,0,15
"PUNJAB","ROPAR","CHAMKOR SAHIB",1,1,0,2
"PUNJAB","ROPAR","KHARAR",80,1,0,81
"PUNJAB","ROPAR","MAJARI",40,4,0,44
"PUNJAB","ROPAR","MORINDA",NA,NA,NA,NA
"PUNJAB","ROPAR","NURPUR BEDI",10,5,0,15
"PUNJAB","ROPAR","ROPAR",3,2,0,5
"PUNJAB","SANGRUR","AHMEDGARH",NA,NA,NA,NA
"PUNJAB","SANGRUR","BARNALA",NA,NA,NA,NA
"PUNJAB","SANGRUR","BHAWANIGARH",3,31,0,34
"PUNJAB","SANGRUR","DHURI",NA,NA,NA,NA
"PUNJAB","SANGRUR","LEHRAGAGA",509,160,10,679
"PUNJAB","SANGRUR","MALERKOTLA",NA,NA,NA,NA
"PUNJAB","SANGRUR","MEHAL KALAN",115,6,188,309
"PUNJAB","SANGRUR","SANGRUR",6,1,0,7
"PUNJAB","SANGRUR","SEHNA",NA,NA,NA,NA
"PUNJAB","SANGRUR","SUNAM",NA,NA,NA,NA
"RAJASTHAN","AJMER","AJMER",3,0,0,3
"RAJASTHAN","AJMER","BEAWAR",NA,NA,NA,NA
"RAJASTHAN","AJMER","KEKRI",NA,NA,NA,NA
"RAJASTHAN","AJMER","KISHANGARH",NA,NA,NA,NA
"RAJASTHAN","AJMER","NASIRABAD",NA,NA,NA,NA
"RAJASTHAN","AJMER","SARWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","ALWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","BANSUR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","BEHROR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","KISHANGARHBAS",NA,NA,NA,NA
"RAJASTHAN","ALWAR","LAXMANGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","MANDAWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","RAJGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","RAMGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","THANAGAZI",NA,NA,NA,NA
"RAJASTHAN","ALWAR","TIJARA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","BAGIDORA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","BANSWARA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","GARHI",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","GHATOL",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","KUSHALGARH",NA,NA,NA,NA
"RAJASTHAN","BARAN","ATRU",124,0,0,124
"RAJASTHAN","BARAN","BARAN",97,117,1,215
"RAJASTHAN","BARAN","CHHABRA",NA,NA,NA,NA
"RAJASTHAN","BARAN","CHHIPABARAD",NA,NA,NA,NA
"RAJASTHAN","BARAN","KISHAN GANJ",134,2,0,136
"RAJASTHAN","BARAN","MANGROL",8,0,11,19
"RAJASTHAN","BARAN","SHABAD",4,0,0,4
"RAJASTHAN","BARMER","BARMER",NA,NA,NA,NA
"RAJASTHAN","BARMER","BAYTOO",NA,NA,NA,NA
"RAJASTHAN","BARMER","CHOHATAN",NA,NA,NA,NA
"RAJASTHAN","BARMER","GUDAMALANI",NA,NA,NA,NA
"RAJASTHAN","BARMER","PACH-PHADRA",NA,NA,NA,NA
"RAJASTHAN","BARMER","SHIV",5,0,0,5
"RAJASTHAN","BARMER","SIVNA",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","BAYANA",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","BEIR",153,194,1,348
"RAJASTHAN","BHARATPUR","BHARATPUR",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","DEEG",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","KAMAN",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","KUMHER",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","NADBAI",2,4,0,6
"RAJASTHAN","BHARATPUR","NAGAR",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","PAHARI",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","RUPBAS",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","ASIND",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","BANERA",43,0,0,43
"RAJASTHAN","BHILWARA","BHILWARA",2,0,0,2
"RAJASTHAN","BHILWARA","HURDA",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","JAHAZPUR",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","KOTRI",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","MANDAL",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","MANDALGARH",0,0,5,5
"RAJASTHAN","BHILWARA","RAIPUR",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","SAHADA",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","SHAHPURA",NA,NA,NA,NA
"RAJASTHAN","BIKANER","BIKANER",11,0,2,13
"RAJASTHAN","BIKANER","KOLAYAT",6,0,0,6
"RAJASTHAN","BIKANER","LUNKARANSAR",NA,NA,NA,NA
"RAJASTHAN","BIKANER","NOKHA",NA,NA,NA,NA
"RAJASTHAN","BUNDI","BUNDI",60,15,0,75
"RAJASTHAN","BUNDI","HINDOLI",NA,NA,NA,NA
"RAJASTHAN","BUNDI","KESHORAIPATAN",NA,NA,NA,NA
"RAJASTHAN","BUNDI","NAINWA",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","ARNOD",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","BEDISARDI",97,0,5,102
"RAJASTHAN","CHITTORGARH","BEGHRU",6,9,0,15
"RAJASTHAN","CHITTORGARH","BHADESAR",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","CHHOTISADRI",273,6,0,279
"RAJASTHAN","CHITTORGARH","CHITTORGARH",102,12,0,114
"RAJASTHAN","CHITTORGARH","DUNGLA",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","GANGRAR",8,0,5,13
"RAJASTHAN","CHITTORGARH","KAPASAN",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","NIMBAHERA",314,1,0,315
"RAJASTHAN","CHITTORGARH","PRATAPGARH",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","RASHMI",2,0,0,2
"RAJASTHAN","CHURU","CHURU",NA,NA,NA,NA
"RAJASTHAN","CHURU","DUNGARGARH",2,0,0,2
"RAJASTHAN","CHURU","RAJGARH",NA,NA,NA,NA
"RAJASTHAN","CHURU","RATANGARH",8,0,0,8
"RAJASTHAN","CHURU","SARDARSHAR",NA,NA,NA,NA
"RAJASTHAN","CHURU","SUJANGARH",13,7,6,26
"RAJASTHAN","CHURU","TARANAGAR",NA,NA,NA,NA
"RAJASTHAN","DAUSA","BASWA",NA,NA,NA,NA
"RAJASTHAN","DAUSA","DAUSA",NA,NA,NA,NA
"RAJASTHAN","DAUSA","LALSOT",NA,NA,NA,NA
"RAJASTHAN","DAUSA","MAHUWA",1,2,0,3
"RAJASTHAN","DAUSA","SIKRAI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","BARI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","BASERI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","DHOLPUR",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","RAJAKHERA",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","ASPUR",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","DUNGARPUR",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","SAGWARA",2,1,0,3
"RAJASTHAN","DUNGARPUR","SIMALWARA",47,1,1,49
"RAJASTHAN","GANGANAGAR","ANUPGARH",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","GANGANAGAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","GHARSANA",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","KARANPUR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","PADAMPUR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","RAISINGHNAGAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","SADULSHAHAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","SURATGARH",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","VIJAINAGAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","BHADRA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","HANUMAN GARH",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","NOHAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","PILIBANGA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","RAWATSAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","SANGRIA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","TIBI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","AMBER",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","BASSI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","CHAKSU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","CHOMU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","DUDU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","JAIPUR",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","JAMWARAMGARH",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","KOTPUTLI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","PHAGI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","PHULERA",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","SANGANER",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","SHAHPURA",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","VIRATNAGAR",NA,NA,NA,NA
"RAJASTHAN","JAISALMER","JAISALMER",1,0,0,1
"RAJASTHAN","JAISALMER","POKARAN",1,0,0,1
"RAJASTHAN","JALORE","AHORE",NA,NA,NA,NA
"RAJASTHAN","JALORE","BHINMAL",20,0,0,20
"RAJASTHAN","JALORE","JALORE",25,1,0,26
"RAJASTHAN","JALORE","RANIWARA",32,0,0,32
"RAJASTHAN","JALORE","SANCHORE",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","AKLERA",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","GANGDHAR",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","JHALRAPATAN",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","KANPUR",66,4,3,73
"RAJASTHAN","JHALAWAR","PACHPAHAR",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","PIRAWA",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","CHIRAWA",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","JHUNJHNU",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","KHETRI",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","NAWALGARH",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","UDAIPURWATI",NA,NA,NA,NA
"RAJASTHAN","JODHPUR","BHOPALGARH",2437,21,7,2465
"RAJASTHAN","JODHPUR","BILADA",210,0,0,210
"RAJASTHAN","JODHPUR","JODHPUR",371,2,0,373
"RAJASTHAN","JODHPUR","OSIAN",2675,27,5,2707
"RAJASTHAN","JODHPUR","PHALODI",132,1,0,133
"RAJASTHAN","JODHPUR","SHERGARH",207,1,1,209
"RAJASTHAN","KOTA","DIGOD",237,0,0,237
"RAJASTHAN","KOTA","LADPURA",NA,NA,NA,NA
"RAJASTHAN","KOTA","PIPALDA",61,0,0,61
"RAJASTHAN","KOTA","RAMGANJMANDI",NA,NA,NA,NA
"RAJASTHAN","KOTA","SANGOD",30,1,0,31
"RAJASTHAN","NAGAUR","DEEDWANA",NA,NA,NA,NA
"RAJASTHAN","NAGAUR","DEGANA",32,0,0,32
"RAJASTHAN","NAGAUR","JAYAL",45,1,0,46
"RAJASTHAN","NAGAUR","LADNU",195,2,2,199
"RAJASTHAN","NAGAUR","MERTA",2084,21,4,2109
"RAJASTHAN","NAGAUR","NAGOUR",1297,9,1,1307
"RAJASTHAN","NAGAUR","NAWA",NA,NA,NA,NA
"RAJASTHAN","NAGAUR","PARBATSAR",NA,NA,NA,NA
"RAJASTHAN","PALI","BALI",NA,NA,NA,NA
"RAJASTHAN","PALI","DESURI",NA,NA,NA,NA
"RAJASTHAN","PALI","JAITARAN",154,21,3,178
"RAJASTHAN","PALI","MARWAR-JUNCTION",41,0,0,41
"RAJASTHAN","PALI","PALI",22,4,24,50
"RAJASTHAN","PALI","RAIPUR",NA,NA,NA,NA
"RAJASTHAN","PALI","SOJAT",11,0,0,11
"RAJASTHAN","RAJSAMAND","AMET",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","BHIM",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","DEVGARH",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","KUMBHALGARH",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","NATHDWARA",1,0,0,1
"RAJASTHAN","RAJSAMAND","RAILMAGRA",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","RAJSAMAND",12,0,0,12
"RAJASTHAN","SAWAI-MADHOPUR","BAMANWAS",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","BONLI",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","GANGAPUR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","HINDON",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","KARAULI",11,2,12,25
"RAJASTHAN","SAWAI-MADHOPUR","KHANDAR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","NADOTI",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","SAWAI-MADHOPUR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","SPOTRA",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","TODABHIM",NA,NA,NA,NA
"RAJASTHAN","SIKAR","DATA-RAMGARH",NA,NA,NA,NA
"RAJASTHAN","SIKAR","FATEHPUR",NA,NA,NA,NA
"RAJASTHAN","SIKAR","LAXMANGARH",NA,NA,NA,NA
"RAJASTHAN","SIKAR","NEEM KA THANA",NA,NA,NA,NA
"RAJASTHAN","SIKAR","SHRI MADHOPUR",NA,NA,NA,NA
"RAJASTHAN","SIKAR","SIKAR",NA,NA,NA,NA
"RAJASTHAN","SIROHI","ABUROAD",NA,NA,NA,NA
"RAJASTHAN","SIROHI","PINDWARA",NA,NA,NA,NA
"RAJASTHAN","SIROHI","REVDAR",NA,NA,NA,NA
"RAJASTHAN","SIROHI","SHIVGANJ",NA,NA,NA,NA
"RAJASTHAN","SIROHI","SIROHI",NA,NA,NA,NA
"RAJASTHAN","TONK","DEOLI",0,6,0,6
"RAJASTHAN","TONK","MALPURA",NA,NA,NA,NA
"RAJASTHAN","TONK","NIWAI",NA,NA,NA,NA
"RAJASTHAN","TONK","TODA-RAISINGH",NA,NA,NA,NA
"RAJASTHAN","TONK","TONK",NA,NA,NA,NA
"RAJASTHAN","TONK","UNIYARA",NA,NA,NA,NA
