-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblcktab5.3.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblcktab5.3.csv"
}
-----
"State","District","Block","Marginal (0-1 Ha)","Small (1-2 Ha)","Medium (2-10 Ha)","Big (Greater than 10 Ha)","Total"
"ORISSA","SUNDARGARH","KOIRA",0,0,0,0,0
"ORISSA","SUNDARGARH","KUARMUNDA",9,18,20,0,47
"ORISSA","SUNDARGARH","KUTRA",1,1,5,2,9
"ORISSA","SUNDARGARH","LAHUNIPADA",0,0,0,0,0
"ORISSA","SUNDARGARH","LATHIKATA",2,4,3,0,9
"ORISSA","SUNDARGARH","LEPHRIPARA",2,2,7,4,15
"ORISSA","SUNDARGARH","NUAGAON",1,45,79,2,127
"ORISSA","SUNDARGARH","RAJGANGPUR",3,5,16,3,27
"ORISSA","SUNDARGARH","SUBDEGA",1,3,10,2,16
"ORISSA","SUNDARGARH","SUNDARGARH",5,16,20,7,48
"ORISSA","SUNDARGARH","TANGARAPALLI",1,7,15,2,25
"PUNJAB","AMRITSAR","CHOGAWAN",0,14,15,52,81
"PUNJAB","AMRITSAR","TARSIKKA",1,0,34,0,35
"PUNJAB","AMRITSAR","VERKA",6,3,144,17,170
"PUNJAB","FARIDKOT","FARIDKOT",1,6,23,0,30
"PUNJAB","GURDASPUR","DHAR KALAN",3,0,1,3,7
"PUNJAB","GURDASPUR","PATHANKOT",0,0,2,0,2
"PUNJAB","HOSHIARPUR","MAHILPUR",0,0,0,0,0
"PUNJAB","JALANDHAR","EAST JALANDHAR",0,1,4,0,5
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",0,0,44,0,44
"PUNJAB","PATIALA","PATIALA",10,19,56,20,105
"PUNJAB","PATIALA","RAJPURA",4,13,66,9,92
"PUNJAB","ROPAR","ANANDPUR SAHIB",4,11,18,6,39
"PUNJAB","ROPAR","KHARAR",2,12,56,6,76
"PUNJAB","SANGRUR","BHAWANIGARH",0,3,9,5,17
"PUNJAB","SANGRUR","SUNAM",2,15,25,6,48
"RAJASTHAN","AJMER","KISHANGARH",0,0,0,0,0
"RAJASTHAN","BARAN","CHHIPABARAD",4,16,35,0,55
"RAJASTHAN","BARAN","MANGROL",0,1,8,0,9
"RAJASTHAN","BHILWARA","JAHAZPUR",0,0,0,3,3
"RAJASTHAN","BHILWARA","KOTRI",0,0,2,0,2
"RAJASTHAN","BHILWARA","MANDALGARH",0,0,0,13,13
"RAJASTHAN","BUNDI","HINDOLI",0,0,0,0,0
"RAJASTHAN","CHITTORGARH","BEGHRU",0,1,13,4,18
"RAJASTHAN","CHITTORGARH","CHITTORGARH",0,0,0,2,2
"RAJASTHAN","CHITTORGARH","PRATAPGARH",0,0,5,1,6
"RAJASTHAN","CHURU","RATANGARH",1,0,0,1,2
"RAJASTHAN","DHOLPUR","BASERI",0,0,0,0,0
"RAJASTHAN","DUNGARPUR","ASPUR",0,0,1,1,2
"RAJASTHAN","DUNGARPUR","DUNGARPUR",0,0,2,2,4
"RAJASTHAN","DUNGARPUR","SAGWARA",1,4,29,9,43
"RAJASTHAN","DUNGARPUR","SIMALWARA",0,2,11,1,14
"RAJASTHAN","JHALAWAR","AKLERA",1,0,0,0,1
"RAJASTHAN","JHALAWAR","JHALRAPATAN",1,2,6,2,11
"RAJASTHAN","JHALAWAR","KANPUR",0,0,0,0,0
"RAJASTHAN","KOTA","DIGOD",0,0,0,1,1
"RAJASTHAN","KOTA","SANGOD",1,1,0,1,3
"RAJASTHAN","NAGAUR","NAGOUR",0,0,0,0,0
"RAJASTHAN","RAJSAMAND","NATHDWARA",0,0,0,0,0
"RAJASTHAN","SIROHI","ABUROAD",0,0,0,0,0
"RAJASTHAN","TONK","DEOLI",0,1,1,0,2
"RAJASTHAN","UDAIPUR","GOGUNDA",0,1,4,0,5
"RAJASTHAN","UDAIPUR","KHERWARA",0,1,0,1,2
"TAMIL NADU","COIMBATORE","ANNAIMALAI",0,0,0,20,20
"TAMIL NADU","COIMBATORE","KARRMADAI",331,113,9,5,458
"TAMIL NADU","COIMBATORE","SARKARSAMAKULAM",3,0,0,0,3
"TAMIL NADU","CUDDALORE","BHUVANAGIRI",7,15,8,0,30
"TAMIL NADU","CUDDALORE","KAMMAPURAM",227,63,66,3,359
"TAMIL NADU","CUDDALORE","KUMARATCHI",3,1,0,0,4
"TAMIL NADU","CUDDALORE","MANGALORE",6,2,4,0,12
"TAMIL NADU","CUDDALORE","NALLUR",23,18,8,0,49
"TAMIL NADU","CUDDALORE","PARANGIPETTAI",181,32,6,0,219
"TAMIL NADU","CUDDALORE","VIRUDHACHALAM",2,9,7,0,18
"TAMIL NADU","DHARMAPURI","THALLY",4,4,2,0,10
"TAMIL NADU","DINDIGUL","ATHOOR",0,0,0,0,0
"TAMIL NADU","DINDIGUL","KODAIKANAL",1,0,0,0,1
"TAMIL NADU","DINDIGUL","VEDASANDUR",8,2,0,0,10
"TAMIL NADU","ERODE","AMMAPETTAI",2,0,1,0,3
"TAMIL NADU","ERODE","ANTHIYUR",3,9,36,0,48
"TAMIL NADU","ERODE","BHAVANI",38,34,26,1,99
"TAMIL NADU","ERODE","BHAVANI SAGAR",73,18,3,0,94
"TAMIL NADU","ERODE","CHENNIMALAI",239,113,108,30,490
"TAMIL NADU","ERODE","DHARAPURAM",64,79,241,21,405
"TAMIL NADU","ERODE","ERODE",2,37,127,0,166
"TAMIL NADU","ERODE","GOBI",69,38,26,0,133
"TAMIL NADU","ERODE","KANGAYAM",32,52,101,8,193
"TAMIL NADU","ERODE","KODUMUDI",930,433,334,163,1860
"TAMIL NADU","ERODE","MODA KURICHI",27,15,22,1,65
"TAMIL NADU","ERODE","MOOLANUR",16,98,140,40,294
"TAMIL NADU","ERODE","NAMBIYUR",13,8,12,2,35
"TAMIL NADU","ERODE","PERUNDURAI",22,43,5,0,70
"TAMIL NADU","ERODE","SATHYAMANGALAM",21,19,19,2,61
"TAMIL NADU","ERODE","T.N.PALAYAM",19,8,1,0,28
"TAMIL NADU","ERODE","THALAVADI",93,94,31,1,219
"TAMIL NADU","ERODE","UTHUKUZLI",57,26,12,1,96
"TAMIL NADU","ERODE","VELLAKOIL",12,12,62,25,111
"TAMIL NADU","KANCHIPURAM","CHITHAMUR",0,0,0,0,0
"TAMIL NADU","KANCHIPURAM","MADURANTHAGAM",1,3,0,0,4
"TAMIL NADU","KANCHIPURAM","SRIPERUMBUDUR",1,0,0,0,1
"TAMIL NADU","KANCHIPURAM","THIRUKKALUKUNDRAM",8,0,0,1,9
"TAMIL NADU","KANCHIPURAM","UTHIRAMERUR",0,1,0,0,1
"TAMIL NADU","KARUR","K.PARAMATHI",1,0,2,0,3
"TAMIL NADU","KARUR","KRISHNARAYAPURAM",1,2,6,1,10
"TAMIL NADU","KARUR","THANTHONI",2,1,1,0,4
"TAMIL NADU","NAGAPATTINAM","THALANAYAR",0,0,0,3,3
"TAMIL NADU","NAGAPATTINAM","VEDARANYAM",0,0,0,1,1
"TAMIL NADU","NAMAKKAL","ERUMAPPATTI",79,0,0,0,79
"TAMIL NADU","NAMAKKAL","KABILAR MALAI",2178,4,1,0,2183
"TAMIL NADU","NAMAKKAL","MALLASAMUDRAM",0,1,0,6,7
"TAMIL NADU","NAMAKKAL","MOHANUR",166,4,0,0,170
"TAMIL NADU","NAMAKKAL","PALLIPALAYAM",95,15,10,0,120
"TAMIL NADU","NAMAKKAL","PARAMATHY",695,0,1,0,696
"TAMIL NADU","NAMAKKAL","TIRUNCHENGODE",0,0,1,36,37
"TAMIL NADU","PERAMBALUR","ALATHUR",27,9,4,1,41
"TAMIL NADU","PERAMBALUR","ANDIMADAM",23,0,11,0,34
"TAMIL NADU","PERAMBALUR","ARIYALUR",185,69,3,4,261
"TAMIL NADU","PERAMBALUR","JAYANKONDAM",20,2,1,1,24
"TAMIL NADU","PERAMBALUR","SENTHURAI",7,4,1,0,12
"TAMIL NADU","PUDUKOTTAI","ARANTHANGI",0,0,0,0,0
"TAMIL NADU","RAMNATHAPURAM","KADALADI",0,0,0,0,0
"TAMIL NADU","SALEM","ATTUR",13,2,0,0,15
"TAMIL NADU","SALEM","AYOTHIYAPATTANAM",12,1,0,0,13
"TAMIL NADU","SALEM","KOLATHUR",0,0,17,0,17
"TAMIL NADU","SALEM","OMALUR",3,3,0,0,6
"TAMIL NADU","SALEM","PEDDANAICKENPALAYAM",1,0,0,0,1
"TAMIL NADU","SALEM","THALAIVASAL",8,8,2,0,18
"TAMIL NADU","SIVAGANGA","KALAIYARKOIL",0,0,0,1,1
"TAMIL NADU","SIVAGANGA","KALLAL",25,10,1,0,36
"TAMIL NADU","SIVAGANGA","SAKKOTTAI",1,3,0,0,4
"TAMIL NADU","SIVAGANGA","THIRUPPUVANAM",0,0,0,1,1
"TAMIL NADU","THANJAVUR","ORATHANAD",0,0,0,0,0
"TAMIL NADU","THANJAVUR","PERAVURANI",0,0,0,0,0
"TAMIL NADU","THANJAVUR","SETHUBASATHIRAM",0,0,0,0,0
"TAMIL NADU","THANJAVUR","THIRUVONAM",0,0,0,0,0
"TAMIL NADU","THENI","BODI",69,0,0,0,69
"TAMIL NADU","TIRUVALLUR","EEKKADU",0,0,0,3,3
"TAMIL NADU","TIRUVALLUR","GUMMIDIPOONDI",0,0,0,0,0
"TAMIL NADU","TIRUVALLUR","MINJUR",7,1,1,2,11
"TAMIL NADU","TIRUVALLUR","PALLIPATTU",1,3,0,1,5
"TAMIL NADU","TIRUVALLUR","POONAMALLEE",0,0,0,0,0
"TAMIL NADU","TIRUVALLUR","POONDI",0,0,0,0,0
"TAMIL NADU","TIRUVALLUR","POONDI",5,0,0,0,5
"TAMIL NADU","TIRUVALLUR","SOZHAVARAM",0,0,0,0,0
"TAMIL NADU","TIRUVALLUR","THIRUVAALANGADU",2,0,8,0,10
"TAMIL NADU","TIRUVARUR","MUTHUPETTAI",0,0,0,0,0
"TAMIL NADU","TIRUVARUR","THIRUTHURAIPOONDI",0,2,4,0,6
"TAMIL NADU","TRICHIRAPPALLI","PULLAMBADI",20,0,0,0,20
"TAMIL NADU","VILLUPURAM","CHINNA SALEM",0,0,0,0,0
"TAMIL NADU","VILLUPURAM","KALLAKURICHI",1,0,0,1,2
"TAMIL NADU","VILLUPURAM","KALRAYAN HILLS",4,1,4,4,13
"TAMIL NADU","VILLUPURAM","KOLIYANUR",1,0,0,0,1
"TAMIL NADU","VILLUPURAM","MARAKKANAM",10,0,1,0,11
"TAMIL NADU","VILLUPURAM","MAYILAM",0,0,0,0,0
"TAMIL NADU","VILLUPURAM","MUGAIYUR",103,25,7,0,135
"TAMIL NADU","VILLUPURAM","OLAKKUR",26,6,1,1,34
"TAMIL NADU","VILLUPURAM","RISHIVANTHAYAM",0,0,2,0,2
"TAMIL NADU","VILLUPURAM","SANKARAPURAM",4,0,0,4,8
"TAMIL NADU","VILLUPURAM","THIRUNAVALUR",0,1,0,0,1
"TAMIL NADU","VILLUPURAM","ULUNDURPET",0,0,0,1,1
"TAMIL NADU","VILLUPURAM","VAANOOR",1,0,0,2,3
"TAMIL NADU","VILLUPURAM","VIKKIRAVANDI",0,0,0,1,1
"TRIPURA","DHALAI","CHAWMANU",0,0,0,0,0
"TRIPURA","DHALAI","DAMBURNAGAR",0,0,0,0,0
"TRIPURA","DHALAI","MANU",23,2,0,0,25
"TRIPURA","DHALAI","SALEMA",14,2,12,4,32
"TRIPURA","NORTH","DASDA",0,0,0,0,0
"TRIPURA","NORTH","KADAMTALA",12,2,17,1,32
"TRIPURA","NORTH","KUMARGHAT",0,0,6,0,6
"TRIPURA","NORTH","PANISAGAR",0,9,9,0,18
"TRIPURA","NORTH","PECHARTHAL",0,0,0,0,0
"TRIPURA","SOUTH","AMARPUR",0,0,0,0,0
"TRIPURA","SOUTH","BAGAFA",19,29,16,1,65
"TRIPURA","SOUTH","KARBOK",0,0,0,0,0
"TRIPURA","SOUTH","KILLA",4,1,9,0,14
"TRIPURA","SOUTH","MATABARI",7,42,42,1,92
"TRIPURA","SOUTH","RAJNAGAR",38,33,0,0,71
"TRIPURA","SOUTH","RAPAICHARI",0,0,0,0,0
"TRIPURA","SOUTH","SATCHAND",0,0,0,0,0
"TRIPURA","WEST","BISHALGARH",0,0,0,0,0
"TRIPURA","WEST","DUKLI",0,0,0,0,0
"TRIPURA","WEST","JAMPAIJALA",0,0,0,0,0
"TRIPURA","WEST","JIRANIA",0,0,0,0,0
"TRIPURA","WEST","KHOWAI",0,0,0,0,0
"TRIPURA","WEST","MANDAI",0,0,0,0,0
"TRIPURA","WEST","MELAGHAR",2,29,3,0,34
"TRIPURA","WEST","MOHANPUR",5,10,0,0,15
"TRIPURA","WEST","TELIAMURA",0,0,0,0,0
"TRIPURA","WEST","TULASIKHAR",0,0,0,0,0
"UTTAR PRADESH","AGRA","BICHPURI",7,14,13,0,34
"UTTAR PRADESH","AGRA","FATEHABAD",0,0,12,0,12
"UTTAR PRADESH","ALLAHABAD","CHAKA",0,1,1,0,2
"UTTAR PRADESH","ALLAHABAD","HANDIA",0,0,1,0,1
"UTTAR PRADESH","ALLAHABAD","KORAON",42,157,100,7,306
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",0,11,2,0,13
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",2,0,0,0,2
"UTTAR PRADESH","ALLAHABAD","MEJA",27,15,53,0,95
"UTTAR PRADESH","ALLAHABAD","NEWADA",0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",0,0,0,0,0
"UTTAR PRADESH","ALMORA","BAGESHWAR",3,0,0,0,3
"UTTAR PRADESH","ALMORA","BHAISIACHHANA",0,0,0,0,0
"UTTAR PRADESH","ALMORA","BHIKIASAIN",0,0,0,0,0
"UTTAR PRADESH","ALMORA","CHAUKHUTIA",0,0,0,0,0
"UTTAR PRADESH","ALMORA","DHAULADEVI",0,0,0,0,0
"UTTAR PRADESH","ALMORA","DWARAHAT",0,0,0,0,0
"UTTAR PRADESH","ALMORA","GARUR",3,2,0,0,5
"UTTAR PRADESH","ALMORA","HAWALBAG",0,0,0,0,0
"UTTAR PRADESH","ALMORA","KAPKOT",0,0,2,0,2
"UTTAR PRADESH","ALMORA","SALT",0,1,0,0,1
"UTTAR PRADESH","ALMORA","SYALDE",0,0,0,0,0
"UTTAR PRADESH","ALMORA","TAKULA",0,0,0,1,1
"UTTAR PRADESH","AZAMGARH","AHIROLA",10,0,0,0,10
"UTTAR PRADESH","AZAMGARH","AZAMATGARH",0,0,0,0,0
"UTTAR PRADESH","AZAMGARH","JAHANA JANJ",14,9,8,0,31
"UTTAR PRADESH","AZAMGARH","PAWAI",1,3,0,0,4
"UTTAR PRADESH","BALLIA","CHILKHAR",0,0,0,0,0
"UTTAR PRADESH","BALLIA","GARWARH",0,0,0,1,1
"UTTAR PRADESH","BALLIA","HANUMANGANJ",0,0,0,0,0
"UTTAR PRADESH","BALLIA","NAWANAGAR",0,0,0,0,0
"UTTAR PRADESH","BALLIA","SEAR",0,0,0,0,0
"UTTAR PRADESH","BALLIA","SOHAON",0,0,0,0,0
"UTTAR PRADESH","BANDA","BABERU",1,0,7,8,16
"UTTAR PRADESH","BANDA","BISANDA",0,2,1,0,3
"UTTAR PRADESH","BANDA","JASPURA",2,0,1,1,4
"UTTAR PRADESH","BANDA","KAMASIN",0,2,2,1,5
"UTTAR PRADESH","BANDA","MAHUVA",0,13,29,0,42
"UTTAR PRADESH","BANDA","MANIKPUR",13,48,12,1,74
"UTTAR PRADESH","BANDA","MAU",0,64,1,0,65
"UTTAR PRADESH","BANDA","NARAINI",11,69,72,8,160
"UTTAR PRADESH","BANDA","PAHADI",1,17,20,0,38
"UTTAR PRADESH","BANDA","RAM NAGAR",2,9,65,10,86
"UTTAR PRADESH","BANDA","TINDWARI",0,0,7,0,7
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",0,0,0,0,0
"UTTAR PRADESH","DEHRADUN","CHAKRATA",63,69,65,10,207
"UTTAR PRADESH","DEHRADUN","DOIWALA",0,0,1,0,1
"UTTAR PRADESH","DEHRADUN","KALSI",0,0,0,0,0
"UTTAR PRADESH","DEHRADUN","RAIPUR",6,6,0,0,12
"UTTAR PRADESH","DEHRADUN","SAHASPUR",2,0,1,1,4
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",0,0,0,0,0
"UTTAR PRADESH","DEORIA","SALEMPUR",0,0,0,0,0
"UTTAR PRADESH","ETAWAH","AJEETMAL",3,7,8,0,18
"UTTAR PRADESH","FARUKHABAD","SAURIKH",3,14,0,0,17
"UTTAR PRADESH","FATEHPUR","AMAULI",0,10,12,0,22
"UTTAR PRADESH","GONDA","BALRAMPUR",1,0,0,1,2
"UTTAR PRADESH","GONDA","GAISARI",14,34,13,1,62
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",18,20,19,5,62
"UTTAR PRADESH","GONDA","PACHPARWA",41,72,107,10,230
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",0,2,3,2,7
"UTTAR PRADESH","JALAUN","DAKOR",6,41,45,2,94
"UTTAR PRADESH","JALAUN","JALAUN",0,1,1,0,2
"UTTAR PRADESH","JALAUN","KADAURA",23,66,83,26,198
"UTTAR PRADESH","JALAUN","KUTHAUND",13,17,9,3,42
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",13,2,1,0,16
"UTTAR PRADESH","JAUNPUR","DOBHI",0,1,0,0,1
"UTTAR PRADESH","JAUNPUR","KERAKAT",1,0,0,0,1
"UTTAR PRADESH","JAUNPUR","RAMPUR",0,5,0,0,5
"UTTAR PRADESH","JHANSI","BADAGAON",24,5,5,0,34
"UTTAR PRADESH","JHANSI","CHIRGAON",53,27,26,3,109
"UTTAR PRADESH","KANPUR DEHAT","PATARA",0,2,3,0,5
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",2,4,3,159,168
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",0,0,0,0,0
"UTTAR PRADESH","LALITPUR","BAR",0,0,0,1,1
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",0,1,0,0,1
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",5,3,2,0,10
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",0,2,0,0,2
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",1,0,0,0,1
"UTTAR PRADESH","MIRZAPUR","CITY",2,0,0,0,2
"UTTAR PRADESH","MIRZAPUR","HALIYA",46,79,50,11,186
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",51,47,17,0,115
"UTTAR PRADESH","MIRZAPUR","LALGANJ",16,19,2,0,37
"UTTAR PRADESH","MIRZAPUR","PAHARI",1,24,9,0,34
"UTTAR PRADESH","NAINITAL","BAITALGHAT",0,0,1,0,1
"UTTAR PRADESH","NAINITAL","BHIMTAL",4,1,0,0,5
"UTTAR PRADESH","NAINITAL","RAMGARH",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",2,0,1,0,3
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","KOT",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","PABO",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","PAURI",1,0,0,0,1
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",0,1,0,0,1
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",0,0,1,0,1
"UTTAR PRADESH","RAEBARELY","UCHAHAR",0,1,0,0,1
"UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI",17,18,5,0,40
"UTTAR PRADESH","TEHRI GARHWAL","CHAMBA",0,0,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL","JAKHOLI",0,0,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL","JAUNPUR",0,0,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL","KIRTI NAGAR",0,0,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL","NARENDRA NAGAR",0,0,0,0,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","JASPUR",0,0,0,0,0
"UTTAR PRADESH","UDHAMSINGH NAGAR","KASHIPUR",5,2,0,0,7
"UTTAR PRADESH","UDHAMSINGH NAGAR","RUDRAPUR",3,3,17,15,38
"UTTAR PRADESH","UDHAMSINGH NAGAR","SITARGANJ",0,0,0,0,0
"UTTAR PRADESH","UTTARKASHI","BHATWARI",0,0,0,0,0
"UTTAR PRADESH","UTTARKASHI","CHINYALISAOR",0,0,0,0,0
"UTTAR PRADESH","UTTARKASHI","DUNDA",0,0,0,0,0
"UTTAR PRADESH","UTTARKASHI","NAUGAON",0,0,0,0,0
"UTTAR PRADESH","UTTARKASHI","PURAULA",0,0,0,0,0
"UTTAR PRADESH","VARANASI","BARAHNI",0,0,0,0,0
"UTTAR PRADESH","VARANASI","CHAKIYA",0,0,0,0,0
"UTTAR PRADESH","VARANASI","CHANDOULI",0,0,0,0,0
"UTTAR PRADESH","VARANASI","DHANAPUR",0,0,0,0,0
"UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH",7,0,0,0,7
"UTTAR PRADESH","VARANASI","SAKELDIHA",17,13,0,0,30
"WEST BENGAL","BANKURA","BANKURA  - I",0,6,1,2,9
"WEST BENGAL","BANKURA","BANKURA - II",38,44,3,28,113
"WEST BENGAL","BANKURA","BARJORA",148,160,40,22,370
"WEST BENGAL","BANKURA","BISHNUPUR",12,9,15,10,46
"WEST BENGAL","BANKURA","CHHATNA",3,16,10,1,30
"WEST BENGAL","BANKURA","GANGAJALGHATI",308,220,63,35,626
"WEST BENGAL","BANKURA","INDAS",143,256,270,66,735
"WEST BENGAL","BANKURA","INDPUR",1,0,0,0,1
"WEST BENGAL","BANKURA","JOYPUR",0,0,0,1,1
"WEST BENGAL","BANKURA","KHATRA - I",3,23,0,0,26
"WEST BENGAL","BANKURA","KHATRA - II",7,25,5,5,42
"WEST BENGAL","BANKURA","KOTALPUR",28,17,0,0,45
"WEST BENGAL","BANKURA","MEJHIA",15,42,11,16,84
"WEST BENGAL","BANKURA","ONDA",54,137,74,6,271
"WEST BENGAL","BANKURA","PATRASAYER",0,1,0,0,1
"WEST BENGAL","BANKURA","RAIPUR - I",13,12,7,0,32
"WEST BENGAL","BANKURA","RAIPUR - II",4,20,33,0,57
"WEST BENGAL","BANKURA","RANIBANDH",1,0,0,0,1
"WEST BENGAL","BANKURA","SALTORA",9,31,6,1,47
"WEST BENGAL","BANKURA","SIMLAPAL",2,2,6,0,10
"WEST BENGAL","BANKURA","SONAMUKHI",8,0,0,2,10
"WEST BENGAL","BANKURA","TALDANGRA",93,71,20,5,189
"WEST BENGAL","BIRBHUM","BOLPUR-SRINIKETAN",275,385,578,16,1254
"WEST BENGAL","BIRBHUM","DUBRAJPUR",373,948,366,60,1747
"WEST BENGAL","BIRBHUM","ILLAMBAZAR",16,100,40,0,156
"WEST BENGAL","BIRBHUM","KHAYRASOLE",275,467,200,2,944
"WEST BENGAL","BIRBHUM","LABPUR",271,643,237,53,1204
"WEST BENGAL","BIRBHUM","MAYURESWAR-I",342,838,609,7,1796
"WEST BENGAL","BIRBHUM","MAYURESWAR-II",179,503,423,0,1105
"WEST BENGAL","BIRBHUM","MD.BAZAR",252,219,347,307,1125
"WEST BENGAL","BIRBHUM","MURARAI II",0,0,0,0,0
"WEST BENGAL","BIRBHUM","MURARAI-I",89,242,302,14,647
"WEST BENGAL","BIRBHUM","NALHATI-I",0,0,0,0,0
"WEST BENGAL","BIRBHUM","NALHATI-II",84,84,57,13,238
"WEST BENGAL","BIRBHUM","NANUR",502,338,173,12,1025
"WEST BENGAL","BIRBHUM","RAJNAGAR",175,543,178,19,915
"WEST BENGAL","BIRBHUM","RAMPURHAT-I",318,302,189,3,812
"WEST BENGAL","BIRBHUM","RAMPURHAT-II",219,198,325,5,747
"WEST BENGAL","BIRBHUM","SAINTHIA",359,606,458,19,1442
"WEST BENGAL","BIRBHUM","SURI-I",369,321,166,18,874
"WEST BENGAL","BIRBHUM","SURI-II",183,309,142,13,647
"WEST BENGAL","BURDWAN","ANDAL",1,14,16,0,31
"WEST BENGAL","BURDWAN","AUSGRAM - II",0,0,1,0,1
"WEST BENGAL","BURDWAN","BARABONI",0,0,3,0,3
"WEST BENGAL","BURDWAN","BHATAR",314,543,367,56,1280
"WEST BENGAL","BURDWAN","BURDWAN - I",290,94,87,6,477
"WEST BENGAL","BURDWAN","BURDWAN - II",12,16,17,0,45
"WEST BENGAL","BURDWAN","DURGAPUR-FARIDPUR",0,0,3,0,3
"WEST BENGAL","BURDWAN","GALSI - I",76,31,22,1,130
"WEST BENGAL","BURDWAN","JAMALPUR",146,124,170,47,487
"WEST BENGAL","BURDWAN","JAMURIA",2,0,0,0,2
"WEST BENGAL","BURDWAN","KALNA - I",11,0,0,0,11
"WEST BENGAL","BURDWAN","KALNA - II",73,149,47,1,270
"WEST BENGAL","BURDWAN","KANKSA",44,108,143,10,305
"WEST BENGAL","BURDWAN","KATWA - I",196,275,53,3,527
"WEST BENGAL","BURDWAN","KATWA - II",0,0,0,0,0
"WEST BENGAL","BURDWAN","KETUGRAM - I",191,189,277,16,673
"WEST BENGAL","BURDWAN","KETUGRAM - II",155,175,3,0,333
"WEST BENGAL","BURDWAN","KHANDAGHOSH",280,65,27,6,378
"WEST BENGAL","BURDWAN","MEMARI - I",112,281,148,10,551
"WEST BENGAL","BURDWAN","MEMARI - II",131,146,211,42,530
"WEST BENGAL","BURDWAN","MONGALKOTE",5,0,0,0,5
"WEST BENGAL","BURDWAN","MONTESWAR",48,13,4,1,66
"WEST BENGAL","BURDWAN","PANDAVASWAR",2,0,0,0,2
"WEST BENGAL","BURDWAN","PURBASTHALI - I",17,9,6,4,36
"WEST BENGAL","BURDWAN","PURBASTHALI - II",0,0,0,1,1
"WEST BENGAL","BURDWAN","RAINA - I",6,5,3,0,14
"WEST BENGAL","BURDWAN","RAINA - II",3,0,0,2,5
"WEST BENGAL","BURDWAN","RANIGANJ",0,0,0,0,0
"WEST BENGAL","BURDWAN","SALANPUR",6,0,0,3,9
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - I",131,9,1,1,142
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - II",151,33,14,1,199
"WEST BENGAL","COOCHBEHAR","DINHATA - I",138,58,15,2,213
"WEST BENGAL","COOCHBEHAR","DINHATA - II",125,3,0,0,128
"WEST BENGAL","COOCHBEHAR","HALDIBARI",59,0,0,0,59
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - I",364,114,46,2,526
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - II",122,19,10,0,151
"WEST BENGAL","COOCHBEHAR","MEKLIGANJ",153,29,10,0,192
"WEST BENGAL","COOCHBEHAR","SITAI",45,58,61,0,164
